Point ID,Idp,Mk,Points:0,Points:1,Points:2,Points:Magnitude,Rhop,Type,Vel:0,Vel:1,Vel:2,Vel:Magnitude
0,43186,1,0.0095,0.0095,0.0095,0.0164545,1002.48,3,0,0,0,0
1,43187,1,0.0095,0.0095,0.018,0.0224611,1002.41,3,0,0,0,0
2,43188,1,0.0095,0.0095,0.0265,0.0297111,1002.34,3,0,0,0,0
3,43189,1,0.0095,0.0095,0.035,0.03749,1002.26,3,0,0,0,0
4,43190,1,0.0095,0.0095,0.0435,0.0455275,1002.19,3,0,0,0,0
5,43191,1,0.0095,0.0095,0.052,0.0537075,1002.12,3,0,0,0,0
6,43192,1,0.0095,0.0095,0.0605,0.0619738,1002.05,3,0,0,0,0
7,43193,1,0.0095,0.0095,0.069,0.0702958,1001.97,3,0,0,0,0
8,43194,1,0.0095,0.0095,0.0775,0.0786559,1001.9,3,0,0,0,0
9,43195,1,0.0095,0.0095,0.086,0.0870431,1001.83,3,0,0,0,0
10,43196,1,0.0095,0.0095,0.0945,0.0954502,1001.76,3,0,0,0,0
11,43197,1,0.0095,0.0095,0.103,0.103873,1001.68,3,0,0,0,0
12,43198,1,0.0095,0.0095,0.1115,0.112307,1001.61,3,0,0,0,0
13,43199,1,0.0095,0.0095,0.12,0.12075,1001.54,3,0,0,0,0
14,43200,1,0.0095,0.0095,0.1285,0.1292,1001.46,3,0,0,0,0
15,43201,1,0.0095,0.0095,0.137,0.137657,1001.39,3,0,0,0,0
16,43202,1,0.0095,0.0095,0.1455,0.146119,1001.32,3,0,0,0,0
17,43203,1,0.0095,0.0095,0.154,0.154585,1001.25,3,0,0,0,0
18,43204,1,0.0095,0.0095,0.1625,0.163054,1001.17,3,0,0,0,0
19,43205,1,0.0095,0.0095,0.171,0.171527,1001.1,3,0,0,0,0
20,43206,1,0.0095,0.0095,0.1795,0.180002,1001.03,3,0,0,0,0
21,43207,1,0.0095,0.0095,0.188,0.188479,1000.95,3,0,0,0,0
22,43208,1,0.0095,0.0095,0.1965,0.196959,1000.88,3,0,0,0,0
23,43209,1,0.0095,0.0095,0.205,0.20544,1000.81,3,0,0,0,0
24,43210,1,0.0095,0.0095,0.2135,0.213922,1000.73,3,0,0,0,0
25,43211,1,0.0095,0.0095,0.222,0.222406,1000.66,3,0,0,0,0
26,43212,1,0.0095,0.0095,0.2305,0.230891,1000.59,3,0,0,0,0
27,43213,1,0.0095,0.0095,0.239,0.239377,1000.51,3,0,0,0,0
28,43214,1,0.0095,0.0095,0.2475,0.247864,1000.44,3,0,0,0,0
29,43215,1,0.0095,0.0095,0.256,0.256352,1000.37,3,0,0,0,0
