Point ID,Idp,Mk,"Points:0","Points:1","Points:2",Points_Magnitude,Rhop,Type,"Vel:0","Vel:1","Vel:2",Vel_Magnitude
0,0,10,-0.02,0,-0.02,0.0282843,1000,0,0,0,0,0
1,1,10,-0.02,0,-0.01,0.0223607,1000,0,0,0,0,0
2,2,10,-0.02,0,0,0.02,1000,0,0,0,0,0
3,3,10,-0.02,0,0.01,0.0223607,1000,0,0,0,0,0
4,4,10,-0.02,0,0.02,0.0282843,1000,0,0,0,0,0
5,5,10,-0.02,0,0.03,0.0360555,1000,0,0,0,0,0
6,6,10,-0.02,0,0.04,0.0447214,1000,0,0,0,0,0
7,7,10,-0.02,0,0.05,0.0538516,1000,0,0,0,0,0
8,8,10,-0.02,0,0.06,0.0632455,1000,0,0,0,0,0
9,9,10,-0.02,0,0.07,0.0728011,1000,0,0,0,0,0
10,10,10,-0.02,0,0.08,0.0824621,1000,0,0,0,0,0
11,11,10,-0.02,0,0.09,0.0921955,1000,0,0,0,0,0
12,12,10,-0.02,0,0.1,0.10198,1000,0,0,0,0,0
13,13,10,-0.02,0,0.11,0.111803,1000,0,0,0,0,0
14,14,10,-0.02,0,0.12,0.121655,1000,0,0,0,0,0
15,15,10,-0.02,0,0.13,0.131529,1000,0,0,0,0,0
16,16,10,-0.02,0,0.14,0.141421,1000,0,0,0,0,0
17,17,10,-0.02,0,0.15,0.151327,1000,0,0,0,0,0
18,18,10,-0.02,0,0.16,0.161245,1000,0,0,0,0,0
19,19,10,-0.02,0,0.17,0.171172,1000,0,0,0,0,0
20,20,10,-0.02,0,0.18,0.181108,1000,0,0,0,0,0
21,21,10,-0.02,0,0.19,0.19105,1000,0,0,0,0,0
22,22,10,-0.02,0,0.2,0.200998,1000,0,0,0,0,0
23,23,10,-0.02,0,0.21,0.21095,1000,0,0,0,0,0
24,24,10,-0.02,0,0.22,0.220907,1000,0,0,0,0,0
25,25,10,-0.02,0,0.23,0.230868,1000,0,0,0,0,0
26,26,10,-0.02,0,0.24,0.240832,1000,0,0,0,0,0
27,27,10,-0.02,0,0.25,0.250799,1000,0,0,0,0,0
28,28,10,-0.02,0,0.26,0.260768,1000,0,0,0,0,0
29,29,10,-0.02,0,0.27,0.27074,1000,0,0,0,0,0
30,30,10,-0.02,0,0.28,0.280713,1000,0,0,0,0,0
31,31,10,-0.02,0,0.29,0.290689,1000,0,0,0,0,0
32,32,10,-0.02,0,0.3,0.300666,1000,0,0,0,0,0
33,33,10,-0.02,0,0.31,0.310645,1000,0,0,0,0,0
34,34,10,-0.02,0,0.32,0.320624,1000,0,0,0,0,0
35,35,10,-0.02,0,0.33,0.330606,1000,0,0,0,0,0
36,36,10,-0.02,0,0.34,0.340588,1000,0,0,0,0,0
37,37,10,-0.02,0,0.35,0.350571,1000,0,0,0,0,0
38,38,10,-0.02,0,0.36,0.360555,1000,0,0,0,0,0
39,39,10,-0.02,0,0.37,0.37054,1000,0,0,0,0,0
40,40,10,-0.02,0,0.38,0.380526,1000,0,0,0,0,0
41,41,10,-0.02,0,0.39,0.390512,1000,0,0,0,0,0
42,42,10,-0.02,0,0.4,0.4005,1000,0,0,0,0,0
43,43,10,-0.02,0,0.41,0.410488,1000,0,0,0,0,0
44,44,10,-0.02,0,0.42,0.420476,1000,0,0,0,0,0
45,45,10,-0.02,0,0.43,0.430465,1000,0,0,0,0,0
46,46,10,-0.02,0,0.44,0.440454,1000,0,0,0,0,0
47,47,10,-0.02,0,0.45,0.450444,1000,0,0,0,0,0
48,48,10,-0.02,0,0.46,0.460435,1000,0,0,0,0,0
49,49,10,-0.02,0,0.47,0.470425,1000,0,0,0,0,0
50,50,10,-0.02,0,0.48,0.480416,1000,0,0,0,0,0
51,51,10,-0.02,0,0.49,0.490408,1000,0,0,0,0,0
52,52,10,-0.02,0,0.5,0.5004,1000,0,0,0,0,0
53,53,10,-0.02,0,0.51,0.510392,1000,0,0,0,0,0
54,54,10,-0.02,0,0.52,0.520384,1000,0,0,0,0,0
55,55,10,-0.02,0,0.53,0.530377,1000,0,0,0,0,0
56,56,10,-0.02,0,0.54,0.54037,1000,0,0,0,0,0
57,57,10,-0.02,0,0.55,0.550364,1000,0,0,0,0,0
58,58,10,-0.02,0,0.56,0.560357,1000,0,0,0,0,0
59,59,10,-0.02,0,0.57,0.570351,1000,0,0,0,0,0
60,60,10,-0.02,0,0.58,0.580345,1000,0,0,0,0,0
61,61,10,-0.02,0,0.59,0.590339,1000,0,0,0,0,0
62,62,10,-0.02,0,0.6,0.600333,1000,0,0,0,0,0
63,63,10,-0.02,0,0.61,0.610328,1000,0,0,0,0,0
64,64,10,-0.02,0,0.62,0.620323,1000,0,0,0,0,0
65,65,10,-0.02,0,0.63,0.630317,1000,0,0,0,0,0
66,66,10,-0.02,0,0.64,0.640312,1000,0,0,0,0,0
67,67,10,-0.02,0,0.65,0.650308,1000,0,0,0,0,0
68,68,10,-0.02,0,0.66,0.660303,1000,0,0,0,0,0
69,69,10,-0.02,0,0.67,0.670298,1000,0,0,0,0,0
70,70,10,-0.02,0,0.68,0.680294,1000,0,0,0,0,0
71,71,10,-0.02,0,0.69,0.69029,1000,0,0,0,0,0
72,72,10,-0.02,0,0.7,0.700286,1000,0,0,0,0,0
73,73,10,-0.01,0,-0.02,0.0223607,1000,0,0,0,0,0
74,74,10,-0.01,0,-0.01,0.0141421,1000,0,0,0,0,0
75,75,10,-0.01,0,0,0.01,1000,0,0,0,0,0
76,76,10,-0.01,0,0.01,0.0141421,1000,0,0,0,0,0
