"Point ID", "Idp", "Mk", "Points:0", "Points:1", "Points:2", "Points Magnitude", "Rhop", "Type", "Vel:0", "Vel:1", "Vel:2", "Vel Magnitude"
1513,1513,10,7.52,0,-0.04,7.52011,1000,0,0,0,0,0
1514,1514,10,7.52,0,0,7.52,1000,0,0,0,0,0
1515,1515,10,7.52,0,5,9.03053,1000,0,0,0,0,0
1516,1516,10,7.52,0,5.04,9.05273,1000,0,0,0,0,0
1517,1517,10,7.52,0,5.08,9.07506,1000,0,0,0,0,0
1518,1518,10,7.56,0,-0.08,7.56042,1000,0,0,0,0,0
1519,1519,10,7.56,0,-0.04,7.56011,1000,0,0,0,0,0
1520,1520,10,7.56,0,0,7.56,1000,0,0,0,0,0
1521,1521,10,7.56,0,5,9.06386,1000,0,0,0,0,0
1522,1522,10,7.56,0,5.04,9.08599,1000,0,0,0,0,0
1523,1523,10,7.56,0,5.08,9.10824,1000,0,0,0,0,0
1524,1524,10,7.6,0,-0.08,7.60042,1000,0,0,0,0,0
1525,1525,10,7.6,0,-0.04,7.60011,1000,0,0,0,0,0
1526,1526,10,7.6,0,0,7.6,1000,0,0,0,0,0
1527,1527,10,7.6,0,5,9.09725,1000,0,0,0,0,0
1528,1528,10,7.6,0,5.04,9.1193,1000,0,0,0,0,0
1529,1529,10,7.6,0,5.08,9.14147,1000,0,0,0,0,0
1530,1530,10,7.64,0,-0.08,7.64042,1000,0,0,0,0,0
1531,1531,10,7.64,0,-0.04,7.6401,1000,0,0,0,0,0
1532,1532,10,7.64,0,0,7.64,1000,0,0,0,0,0
1533,1533,10,7.64,0,5,9.1307,1000,0,0,0,0,0
1534,1534,10,7.64,0,5.04,9.15266,1000,0,0,0,0,0
1535,1535,10,7.64,0,5.08,9.17475,1000,0,0,0,0,0
1536,1536,10,7.68,0,-0.08,7.68042,1000,0,0,0,0,0
1537,1537,10,7.68,0,-0.04,7.6801,1000,0,0,0,0,0
1538,1538,10,7.68,0,0,7.68,1000,0,0,0,0,0
1539,1539,10,7.68,0,5,9.16419,1000,0,0,0,0,0
1540,1540,10,7.68,0,5.04,9.18608,1000,0,0,0,0,0
1541,1541,10,7.68,0,5.08,9.20808,1000,0,0,0,0,0
1542,1542,10,7.72,0,-0.08,7.72041,1000,0,0,0,0,0
1543,1543,10,7.72,0,-0.04,7.7201,1000,0,0,0,0,0
1544,1544,10,7.72,0,0,7.72,1000,0,0,0,0,0
1545,1545,10,7.72,0,5,9.19774,1000,0,0,0,0,0
1546,1546,10,7.72,0,5.04,9.21954,1000,0,0,0,0,0
1547,1547,10,7.72,0,5.08,9.24147,1000,0,0,0,0,0
1548,1548,10,7.76,0,-0.08,7.76041,1000,0,0,0,0,0
1549,1549,10,7.76,0,-0.04,7.7601,1000,0,0,0,0,0
1550,1550,10,7.76,0,0,7.76,1000,0,0,0,0,0
1551,1551,10,7.76,0,5,9.23134,1000,0,0,0,0,0
1552,1552,10,7.76,0,5.04,9.25306,1000,0,0,0,0,0
1553,1553,10,7.76,0,5.08,9.27491,1000,0,0,0,0,0
1554,1554,10,7.8,0,-0.08,7.80041,1000,0,0,0,0,0
1555,1555,10,7.8,0,-0.04,7.8001,1000,0,0,0,0,0
1556,1556,10,7.8,0,0,7.8,1000,0,0,0,0,0
1557,1557,10,7.8,0,5,9.26499,1000,0,0,0,0,0
1558,1558,10,7.8,0,5.04,9.28664,1000,0,0,0,0,0
1559,1559,10,7.8,0,5.08,9.3084,1000,0,0,0,0,0
1560,1560,10,7.84,0,-0.08,7.84041,1000,0,0,0,0,0
1561,1561,10,7.84,0,-0.04,7.8401,1000,0,0,0,0,0
1562,1562,10,7.84,0,0,7.84,1000,0,0,0,0,0
1563,1563,10,7.84,0,5,9.29869,1000,0,0,0,0,0
1564,1564,10,7.84,0,5.04,9.32026,1000,0,0,0,0,0
1565,1565,10,7.84,0,5.08,9.34195,1000,0,0,0,0,0
1566,1566,10,7.88,0,-0.08,7.88041,1000,0,0,0,0,0
1567,1567,10,7.88,0,-0.04,7.8801,1000,0,0,0,0,0
1568,1568,10,7.88,0,0,7.88,1000,0,0,0,0,0
1569,1569,10,7.88,0,5,9.33244,1000,0,0,0,0,0
1570,1570,10,7.88,0,5.04,9.35393,1000,0,0,0,0,0
1571,1571,10,7.88,0,5.08,9.37554,1000,0,0,0,0,0
1572,1572,10,7.92,0,-0.08,7.9204,1000,0,0,0,0,0
1573,1573,10,7.92,0,-0.04,7.9201,1000,0,0,0,0,0
1574,1574,10,7.92,0,0,7.92,1000,0,0,0,0,0
1575,1575,10,7.92,0,5,9.36624,1000,0,0,0,0,0
1576,1576,10,7.92,0,5.04,9.38765,1000,0,0,0,0,0
1577,1577,10,7.92,0,5.08,9.40919,1000,0,0,0,0,0
1578,1578,10,7.96,0,-0.08,7.9604,1000,0,0,0,0,0
1579,1579,10,7.96,0,-0.04,7.9601,1000,0,0,0,0,0
1580,1580,10,7.96,0,0,7.96,1000,0,0,0,0,0
1581,1581,10,7.96,0,5,9.40009,1000,0,0,0,0,0
1582,1582,10,7.96,0,5.04,9.42142,1000,0,0,0,0,0
1583,1583,10,7.96,0,5.08,9.44288,1000,0,0,0,0,0
1584,1584,10,8,0,-0.08,8.0004,1000,0,0,0,0,0
1585,1585,10,8,0,-0.04,8.0001,1000,0,0,0,0,0
1586,1586,10,8,0,0,8,1000,0,0,0,0,0
1587,1587,10,8,0,5,9.43398,1000,0,0,0,0,0
1588,1588,10,8,0,5.04,9.45524,1000,0,0,0,0,0
1589,1589,10,8,0,5.08,9.47662,1000,0,0,0,0,0
1590,1590,10,8.04,0,-0.08,8.0404,1000,0,0,0,0,0
1591,1591,10,8.04,0,-0.04,8.0401,1000,0,0,0,0,0
1592,1592,10,8.04,0,0,8.04,1000,0,0,0,0,0
1593,1593,10,8.04,0,5,9.46793,1000,0,0,0,0,0
1594,1594,10,8.04,0,5.04,9.48911,1000,0,0,0,0,0
1595,1595,10,8.04,0,5.08,9.51042,1000,0,0,0,0,0
1596,1596,10,8.08,0,-0.08,8.0804,1000,0,0,0,0,0
1597,1597,10,8.08,0,-0.04,8.0801,1000,0,0,0,0,0
1598,1598,10,8.08,0,0,8.08,1000,0,0,0,0,0
1599,1599,10,8.08,0,5,9.50192,1000,0,0,0,0,0
1600,1600,10,8.08,0,5.04,9.52302,1000,0,0,0,0,0
1601,1601,10,8.08,0,5.08,9.54425,1000,0,0,0,0,0
1602,1602,10,8.12,0,-0.08,8.12039,1000,0,0,0,0,0
1603,1603,10,8.12,0,-0.04,8.1201,1000,0,0,0,0,0
1604,1604,10,8.12,0,0,8.12,1000,0,0,0,0,0
1605,1605,10,8.12,0,5,9.53595,1000,0,0,0,0,0
1606,1606,10,8.12,0,5.04,9.55699,1000,0,0,0,0,0
1607,1607,10,8.12,0,5.08,9.57814,1000,0,0,0,0,0
1608,1608,10,8.16,0,-0.08,8.16039,1000,0,0,0,0,0
1609,1609,10,8.16,0,-0.04,8.1601,1000,0,0,0,0,0
1610,1610,10,8.16,0,0,8.16,1000,0,0,0,0,0
1611,1611,10,8.16,0,5,9.57004,1000,0,0,0,0,0
1612,1612,10,8.16,0,5.04,9.591,1000,0,0,0,0,0
1613,1613,10,8.16,0,5.08,9.61208,1000,0,0,0,0,0
1614,1614,10,8.2,0,-0.08,8.20039,1000,0,0,0,0,0
1615,1615,10,8.2,0,-0.04,8.2001,1000,0,0,0,0,0
1616,1616,10,8.2,0,0,8.2,1000,0,0,0,0,0
1617,1617,10,8.2,0,5,9.60417,1000,0,0,0,0,0
1618,1618,10,8.2,0,5.04,9.62505,1000,0,0,0,0,0
1619,1619,10,8.2,0,5.08,9.64606,1000,0,0,0,0,0
1620,1620,10,8.24,0,-0.08,8.24039,1000,0,0,0,0,0
1621,1621,10,8.24,0,-0.04,8.2401,1000,0,0,0,0,0
1622,1622,10,8.24,0,0,8.24,1000,0,0,0,0,0
1623,1623,10,8.24,0,5,9.63834,1000,0,0,0,0,0
1624,1624,10,8.24,0,5.04,9.65915,1000,0,0,0,0,0
1625,1625,10,8.24,0,5.08,9.68008,1000,0,0,0,0,0
1626,1626,10,8.28,0,-0.08,8.28039,1000,0,0,0,0,0
1627,1627,10,8.28,0,-0.04,8.2801,1000,0,0,0,0,0
1628,1628,10,8.28,0,0,8.28,1000,0,0,0,0,0
1629,1629,10,8.28,0,5,9.67256,1000,0,0,0,0,0
1630,1630,10,8.28,0,5.04,9.6933,1000,0,0,0,0,0
1631,1631,10,8.28,0,5.08,9.71415,1000,0,0,0,0,0
1632,1632,10,8.32,0,-0.08,8.32038,1000,0,0,0,0,0
1633,1633,10,8.32,0,-0.04,8.3201,1000,0,0,0,0,0
1634,1634,10,8.32,0,0,8.32,1000,0,0,0,0,0
1635,1635,10,8.32,0,5,9.70682,1000,0,0,0,0,0
1636,1636,10,8.32,0,5.04,9.72749,1000,0,0,0,0,0
1637,1637,10,8.32,0,5.08,9.74827,1000,0,0,0,0,0
1638,1638,10,8.36,0,-0.08,8.36038,1000,0,0,0,0,0
1639,1639,10,8.36,0,-0.04,8.3601,1000,0,0,0,0,0
1640,1640,10,8.36,0,0,8.36,1000,0,0,0,0,0
1641,1641,10,8.36,0,5,9.74113,1000,0,0,0,0,0
1642,1642,10,8.36,0,5.04,9.76172,1000,0,0,0,0,0
1643,1643,10,8.36,0,5.08,9.78243,1000,0,0,0,0,0
