"Idp","Vel:0","Vel:1","Vel:2","Rhop","Points:0","Points:1","Points:2"
1167,0,0,0,1001.3,0.5,0,0.24
1168,0,0,0,1001.2,0.5,0,0.26
1169,0,0,0,1001.1,0.5,0,0.28
1170,0,0,0,1001,0.5,0,0.3
1171,0,0,0,1000.9,0.5,0,0.32
1172,0,0,0,1000.8,0.5,0,0.34
1173,0,0,0,1000.7,0.5,0,0.36
1174,0,0,0,1000.5,0.5,0,0.38
1175,0,0,0,1000.4,0.5,0,0.4
1176,0,0,0,1000.3,0.5,0,0.42
1177,0,0,0,1000.2,0.5,0,0.44
1178,0,0,0,1000.1,0.5,0,0.46
1179,0,0,0,1000,0.5,0,0.48
1180,0,0,0,1002.5,0.52,0,0.02
1181,0,0,0,1002.4,0.52,0,0.04
1182,0,0,0,1002.3,0.52,0,0.06
1183,0,0,0,1002.2,0.52,0,0.08
1184,0,0,0,1002.1,0.52,0,0.1
1185,0,0,0,1001.9,0.52,0,0.12
1186,0,0,0,1001.8,0.52,0,0.14
1187,0,0,0,1001.7,0.52,0,0.16
1188,0,0,0,1001.6,0.52,0,0.18
1189,0,0,0,1001.5,0.52,0,0.2
1190,0,0,0,1001.4,0.52,0,0.22
1191,0,0,0,1001.3,0.52,0,0.24
1192,0,0,0,1001.2,0.52,0,0.26
1193,0,0,0,1001.1,0.52,0,0.28
1194,0,0,0,1001,0.52,0,0.3
1195,0,0,0,1000.9,0.52,0,0.32
1196,0,0,0,1000.8,0.52,0,0.34
1197,0,0,0,1000.7,0.52,0,0.36
1198,0,0,0,1000.5,0.52,0,0.38
1199,0,0,0,1000.4,0.52,0,0.4
1200,0,0,0,1000.3,0.52,0,0.42
1201,0,0,0,1000.2,0.52,0,0.44
1202,0,0,0,1000.1,0.52,0,0.46
1203,0,0,0,1000,0.52,0,0.48
1204,0,0,0,1002.5,0.54,0,0.02
1205,0,0,0,1002.4,0.54,0,0.04
1206,0,0,0,1002.3,0.54,0,0.06
1207,0,0,0,1002.2,0.54,0,0.08
1208,0,0,0,1002.1,0.54,0,0.1
1209,0,0,0,1001.9,0.54,0,0.12
1210,0,0,0,1001.8,0.54,0,0.14
1211,0,0,0,1001.7,0.54,0,0.16
1212,0,0,0,1001.6,0.54,0,0.18
1213,0,0,0,1001.5,0.54,0,0.2
1214,0,0,0,1001.4,0.54,0,0.22
1215,0,0,0,1001.3,0.54,0,0.24
1216,0,0,0,1001.2,0.54,0,0.26
1217,0,0,0,1001.1,0.54,0,0.28
1218,0,0,0,1001,0.54,0,0.3
1219,0,0,0,1000.9,0.54,0,0.32
1220,0,0,0,1000.8,0.54,0,0.34
1221,0,0,0,1000.7,0.54,0,0.36
1222,0,0,0,1000.5,0.54,0,0.38
1223,0,0,0,1000.4,0.54,0,0.4
1224,0,0,0,1000.3,0.54,0,0.42
1225,0,0,0,1000.2,0.54,0,0.44
1226,0,0,0,1000.1,0.54,0,0.46
1227,0,0,0,1000,0.54,0,0.48
1228,0,0,0,1002.5,0.56,0,0.02
1229,0,0,0,1002.4,0.56,0,0.04
1230,0,0,0,1002.3,0.56,0,0.06
1231,0,0,0,1002.2,0.56,0,0.08
1232,0,0,0,1002.1,0.56,0,0.1
1233,0,0,0,1001.9,0.56,0,0.12
1234,0,0,0,1001.8,0.56,0,0.14
1235,0,0,0,1001.7,0.56,0,0.16
1236,0,0,0,1001.6,0.56,0,0.18
1237,0,0,0,1001.5,0.56,0,0.2
1238,0,0,0,1001.4,0.56,0,0.22
1239,0,0,0,1001.3,0.56,0,0.24
1240,0,0,0,1001.2,0.56,0,0.26
1241,0,0,0,1001.1,0.56,0,0.28
1242,0,0,0,1001,0.56,0,0.3
1243,0,0,0,1000.9,0.56,0,0.32
1244,0,0,0,1000.8,0.56,0,0.34
1245,0,0,0,1000.7,0.56,0,0.36
1246,0,0,0,1000.5,0.56,0,0.38
1247,0,0,0,1000.4,0.56,0,0.4
1248,0,0,0,1000.3,0.56,0,0.42
1249,0,0,0,1000.2,0.56,0,0.44
1250,0,0,0,1000.1,0.56,0,0.46
1251,0,0,0,1000,0.56,0,0.48
1252,0,0,0,1002.5,0.58,0,0.02
1253,0,0,0,1002.4,0.58,0,0.04
1254,0,0,0,1002.3,0.58,0,0.06
1255,0,0,0,1002.2,0.58,0,0.08
1256,0,0,0,1002.1,0.58,0,0.1
1257,0,0,0,1001.9,0.58,0,0.12
1258,0,0,0,1001.8,0.58,0,0.14
1259,0,0,0,1001.7,0.58,0,0.16
1260,0,0,0,1001.6,0.58,0,0.18
1261,0,0,0,1001.5,0.58,0,0.2
1262,0,0,0,1001.4,0.58,0,0.22
1263,0,0,0,1001.3,0.58,0,0.24
1264,0,0,0,1001.2,0.58,0,0.26
1265,0,0,0,1001.1,0.58,0,0.28
1266,0,0,0,1001,0.58,0,0.3
1267,0,0,0,1000.9,0.58,0,0.32
1268,0,0,0,1000.8,0.58,0,0.34
1269,0,0,0,1000.7,0.58,0,0.36
1270,0,0,0,1000.5,0.58,0,0.38
1271,0,0,0,1000.4,0.58,0,0.4
1272,0,0,0,1000.3,0.58,0,0.42
1273,0,0,0,1000.2,0.58,0,0.44
1274,0,0,0,1000.1,0.58,0,0.46
1275,0,0,0,1000,0.58,0,0.48
1276,0,0,0,1002.5,0.6,0,0.02
1277,0,0,0,1002.4,0.6,0,0.04
1278,0,0,0,1002.3,0.6,0,0.06
1279,0,0,0,1002.2,0.6,0,0.08
1280,0,0,0,1002.1,0.6,0,0.1
1281,0,0,0,1001.9,0.6,0,0.12
1282,0,0,0,1001.8,0.6,0,0.14
1283,0,0,0,1001.7,0.6,0,0.16
1284,0,0,0,1001.6,0.6,0,0.18
1285,0,0,0,1001.5,0.6,0,0.2
1286,0,0,0,1001.4,0.6,0,0.22
1287,0,0,0,1001.3,0.6,0,0.24
1288,0,0,0,1001.2,0.6,0,0.26
1289,0,0,0,1001.1,0.6,0,0.28
1290,0,0,0,1001,0.6,0,0.3
1291,0,0,0,1000.9,0.6,0,0.32
1292,0,0,0,1000.8,0.6,0,0.34
1293,0,0,0,1000.7,0.6,0,0.36
1294,0,0,0,1000.5,0.6,0,0.38
1295,0,0,0,1000.4,0.6,0,0.4
1296,0,0,0,1000.3,0.6,0,0.42
1297,0,0,0,1000.2,0.6,0,0.44
1298,0,0,0,1000.1,0.6,0,0.46
1299,0,0,0,1000,0.6,0,0.48
1300,0,0,0,1002.5,0.62,0,0.02
1301,0,0,0,1002.4,0.62,0,0.04
1302,0,0,0,1002.3,0.62,0,0.06
1303,0,0,0,1002.2,0.62,0,0.08
1304,0,0,0,1002.1,0.62,0,0.1
1305,0,0,0,1001.9,0.62,0,0.12
1306,0,0,0,1001.8,0.62,0,0.14
1307,0,0,0,1001.7,0.62,0,0.16
1308,0,0,0,1001.6,0.62,0,0.18
1309,0,0,0,1001.5,0.62,0,0.2
1310,0,0,0,1001.4,0.62,0,0.22
1311,0,0,0,1001.3,0.62,0,0.24
1312,0,0,0,1001.2,0.62,0,0.26
1313,0,0,0,1001.1,0.62,0,0.28
1314,0,0,0,1001,0.62,0,0.3
1315,0,0,0,1000.9,0.62,0,0.32
1316,0,0,0,1000.8,0.62,0,0.34
1317,0,0,0,1000.7,0.62,0,0.36
1318,0,0,0,1000.5,0.62,0,0.38
1319,0,0,0,1000.4,0.62,0,0.4
1320,0,0,0,1000.3,0.62,0,0.42
1321,0,0,0,1000.2,0.62,0,0.44
1322,0,0,0,1000.1,0.62,0,0.46
1323,0,0,0,1000,0.62,0,0.48
1324,0,0,0,1002.5,0.64,0,0.02
1325,0,0,0,1002.4,0.64,0,0.04
1326,0,0,0,1002.3,0.64,0,0.06
1327,0,0,0,1002.2,0.64,0,0.08
1328,0,0,0,1002.1,0.64,0,0.1
1329,0,0,0,1001.9,0.64,0,0.12
1330,0,0,0,1001.8,0.64,0,0.14
1331,0,0,0,1001.7,0.64,0,0.16
1332,0,0,0,1001.6,0.64,0,0.18
1333,0,0,0,1001.5,0.64,0,0.2
1334,0,0,0,1001.4,0.64,0,0.22
1335,0,0,0,1001.3,0.64,0,0.24
1336,0,0,0,1001.2,0.64,0,0.26
1337,0,0,0,1001.1,0.64,0,0.28
1338,0,0,0,1001,0.64,0,0.3
1339,0,0,0,1000.9,0.64,0,0.32
1340,0,0,0,1000.8,0.64,0,0.34
1341,0,0,0,1000.7,0.64,0,0.36
1342,0,0,0,1000.5,0.64,0,0.38
1343,0,0,0,1000.4,0.64,0,0.4
1344,0,0,0,1000.3,0.64,0,0.42
1345,0,0,0,1000.2,0.64,0,0.44
1346,0,0,0,1000.1,0.64,0,0.46
1347,0,0,0,1000,0.64,0,0.48
1348,0,0,0,1002.5,0.66,0,0.02
1349,0,0,0,1002.4,0.66,0,0.04
1350,0,0,0,1002.3,0.66,0,0.06
1351,0,0,0,1002.2,0.66,0,0.08
1352,0,0,0,1002.1,0.66,0,0.1
1353,0,0,0,1001.9,0.66,0,0.12
1354,0,0,0,1001.8,0.66,0,0.14
1355,0,0,0,1001.7,0.66,0,0.16
1356,0,0,0,1001.6,0.66,0,0.18
1357,0,0,0,1001.5,0.66,0,0.2
1358,0,0,0,1001.4,0.66,0,0.22
1359,0,0,0,1001.3,0.66,0,0.24
1360,0,0,0,1001.2,0.66,0,0.26
1361,0,0,0,1001.1,0.66,0,0.28
1362,0,0,0,1001,0.66,0,0.3
1363,0,0,0,1000.9,0.66,0,0.32
1364,0,0,0,1000.8,0.66,0,0.34
1365,0,0,0,1000.7,0.66,0,0.36
1366,0,0,0,1000.5,0.66,0,0.38
1367,0,0,0,1000.4,0.66,0,0.4
1368,0,0,0,1000.3,0.66,0,0.42
1369,0,0,0,1000.2,0.66,0,0.44
1370,0,0,0,1000.1,0.66,0,0.46
1371,0,0,0,1000,0.66,0,0.48
1372,0,0,0,1002.5,0.68,0,0.02
1373,0,0,0,1002.4,0.68,0,0.04
1374,0,0,0,1002.3,0.68,0,0.06
1375,0,0,0,1002.2,0.68,0,0.08
1376,0,0,0,1002.1,0.68,0,0.1
1377,0,0,0,1001.9,0.68,0,0.12
1378,0,0,0,1001.8,0.68,0,0.14
1379,0,0,0,1001.7,0.68,0,0.16
1380,0,0,0,1001.6,0.68,0,0.18
1381,0,0,0,1001.5,0.68,0,0.2
1382,0,0,0,1001.4,0.68,0,0.22
1383,0,0,0,1001.3,0.68,0,0.24
1384,0,0,0,1001.2,0.68,0,0.26
1385,0,0,0,1001.1,0.68,0,0.28
1386,0,0,0,1001,0.68,0,0.3
1387,0,0,0,1000.9,0.68,0,0.32
1388,0,0,0,1000.8,0.68,0,0.34
1389,0,0,0,1000.7,0.68,0,0.36
1390,0,0,0,1000.5,0.68,0,0.38
1391,0,0,0,1000.4,0.68,0,0.4
1392,0,0,0,1000.3,0.68,0,0.42
1393,0,0,0,1000.2,0.68,0,0.44
1394,0,0,0,1000.1,0.68,0,0.46
1395,0,0,0,1000,0.68,0,0.48
1396,0,0,0,1002.5,0.7,0,0.02
1397,0,0,0,1002.4,0.7,0,0.04
1398,0,0,0,1002.3,0.7,0,0.06
1399,0,0,0,1002.2,0.7,0,0.08
1400,0,0,0,1002.1,0.7,0,0.1
1401,0,0,0,1001.9,0.7,0,0.12
1402,0,0,0,1001.8,0.7,0,0.14
1403,0,0,0,1001.7,0.7,0,0.16
1404,0,0,0,1001.6,0.7,0,0.18
1405,0,0,0,1001.5,0.7,0,0.2
1406,0,0,0,1001.4,0.7,0,0.22
1407,0,0,0,1001.3,0.7,0,0.24
1408,0,0,0,1001.2,0.7,0,0.26
1409,0,0,0,1001.1,0.7,0,0.28
1410,0,0,0,1001,0.7,0,0.3
1411,0,0,0,1000.9,0.7,0,0.32
1412,0,0,0,1000.8,0.7,0,0.34
1413,0,0,0,1000.7,0.7,0,0.36
1414,0,0,0,1000.5,0.7,0,0.38
1415,0,0,0,1000.4,0.7,0,0.4
1416,0,0,0,1000.3,0.7,0,0.42
1417,0,0,0,1000.2,0.7,0,0.44
1418,0,0,0,1000.1,0.7,0,0.46
1419,0,0,0,1000,0.7,0,0.48
1420,0,0,0,1002.5,0.72,0,0.02
1421,0,0,0,1002.4,0.72,0,0.04
1422,0,0,0,1002.3,0.72,0,0.06
1423,0,0,0,1002.2,0.72,0,0.08
1424,0,0,0,1002.1,0.72,0,0.1
1425,0,0,0,1001.9,0.72,0,0.12
1426,0,0,0,1001.8,0.72,0,0.14
1427,0,0,0,1001.7,0.72,0,0.16
1428,0,0,0,1001.6,0.72,0,0.18
1429,0,0,0,1001.5,0.72,0,0.2
1430,0,0,0,1001.4,0.72,0,0.22
1431,0,0,0,1001.3,0.72,0,0.24
1432,0,0,0,1001.2,0.72,0,0.26
1433,0,0,0,1001.1,0.72,0,0.28
1434,0,0,0,1001,0.72,0,0.3
1435,0,0,0,1000.9,0.72,0,0.32
1436,0,0,0,1000.8,0.72,0,0.34
1437,0,0,0,1000.7,0.72,0,0.36
1438,0,0,0,1000.5,0.72,0,0.38
1439,0,0,0,1000.4,0.72,0,0.4
1440,0,0,0,1000.3,0.72,0,0.42
1441,0,0,0,1000.2,0.72,0,0.44
1442,0,0,0,1000.1,0.72,0,0.46
1443,0,0,0,1000,0.72,0,0.48
1444,0,0,0,1002.5,0.74,0,0.02
1445,0,0,0,1002.4,0.74,0,0.04
1446,0,0,0,1002.3,0.74,0,0.06
1447,0,0,0,1002.2,0.74,0,0.08
1448,0,0,0,1002.1,0.74,0,0.1
1449,0,0,0,1001.9,0.74,0,0.12
1450,0,0,0,1001.8,0.74,0,0.14
1451,0,0,0,1001.7,0.74,0,0.16
1452,0,0,0,1001.6,0.74,0,0.18
1453,0,0,0,1001.5,0.74,0,0.2
1454,0,0,0,1001.4,0.74,0,0.22
1455,0,0,0,1001.3,0.74,0,0.24
1456,0,0,0,1001.2,0.74,0,0.26
1457,0,0,0,1001.1,0.74,0,0.28
1458,0,0,0,1001,0.74,0,0.3
1459,0,0,0,1000.9,0.74,0,0.32
1460,0,0,0,1000.8,0.74,0,0.34
1461,0,0,0,1000.7,0.74,0,0.36
1462,0,0,0,1000.5,0.74,0,0.38
1463,0,0,0,1000.4,0.74,0,0.4
1464,0,0,0,1000.3,0.74,0,0.42
1465,0,0,0,1000.2,0.74,0,0.44
1466,0,0,0,1000.1,0.74,0,0.46
1467,0,0,0,1000,0.74,0,0.48
1468,0,0,0,1002.5,0.76,0,0.02
1469,0,0,0,1002.4,0.76,0,0.04
1470,0,0,0,1002.3,0.76,0,0.06
1471,0,0,0,1002.2,0.76,0,0.08
1472,0,0,0,1002.1,0.76,0,0.1
1473,0,0,0,1001.9,0.76,0,0.12
1474,0,0,0,1001.8,0.76,0,0.14
1475,0,0,0,1001.7,0.76,0,0.16
1476,0,0,0,1001.6,0.76,0,0.18
1477,0,0,0,1001.5,0.76,0,0.2
1478,0,0,0,1001.4,0.76,0,0.22
1479,0,0,0,1001.3,0.76,0,0.24
1480,0,0,0,1001.2,0.76,0,0.26
1481,0,0,0,1001.1,0.76,0,0.28
1482,0,0,0,1001,0.76,0,0.3
1483,0,0,0,1000.9,0.76,0,0.32
1484,0,0,0,1000.8,0.76,0,0.34
1485,0,0,0,1000.7,0.76,0,0.36
1486,0,0,0,1000.5,0.76,0,0.38
1487,0,0,0,1000.4,0.76,0,0.4
1488,0,0,0,1000.3,0.76,0,0.42
1489,0,0,0,1000.2,0.76,0,0.44
1490,0,0,0,1000.1,0.76,0,0.46
1491,0,0,0,1000,0.76,0,0.48
1492,0,0,0,1002.5,0.78,0,0.02
1493,0,0,0,1002.4,0.78,0,0.04
1494,0,0,0,1002.3,0.78,0,0.06
1495,0,0,0,1002.2,0.78,0,0.08
1496,0,0,0,1002.1,0.78,0,0.1
1497,0,0,0,1001.9,0.78,0,0.12
1498,0,0,0,1001.8,0.78,0,0.14
1499,0,0,0,1001.7,0.78,0,0.16
1500,0,0,0,1001.6,0.78,0,0.18
1501,0,0,0,1001.5,0.78,0,0.2
1502,0,0,0,1001.4,0.78,0,0.22
1503,0,0,0,1001.3,0.78,0,0.24
1504,0,0,0,1001.2,0.78,0,0.26
1505,0,0,0,1001.1,0.78,0,0.28
1506,0,0,0,1001,0.78,0,0.3
1507,0,0,0,1000.9,0.78,0,0.32
1508,0,0,0,1000.8,0.78,0,0.34
1509,0,0,0,1000.7,0.78,0,0.36
1510,0,0,0,1000.5,0.78,0,0.38
1511,0,0,0,1000.4,0.78,0,0.4
1512,0,0,0,1000.3,0.78,0,0.42
1513,0,0,0,1000.2,0.78,0,0.44
1514,0,0,0,1000.1,0.78,0,0.46
1515,0,0,0,1000,0.78,0,0.48
1516,0,0,0,1002.5,0.8,0,0.02
1517,0,0,0,1002.4,0.8,0,0.04
1518,0,0,0,1002.3,0.8,0,0.06
1519,0,0,0,1002.2,0.8,0,0.08
1520,0,0,0,1002.1,0.8,0,0.1
1521,0,0,0,1001.9,0.8,0,0.12
1522,0,0,0,1001.8,0.8,0,0.14
1523,0,0,0,1001.7,0.8,0,0.16
1524,0,0,0,1001.6,0.8,0,0.18
1525,0,0,0,1001.5,0.8,0,0.2
1526,0,0,0,1001.4,0.8,0,0.22
1527,0,0,0,1001.3,0.8,0,0.24
1528,0,0,0,1001.2,0.8,0,0.26
1529,0,0,0,1001.1,0.8,0,0.28
1530,0,0,0,1001,0.8,0,0.3
1531,0,0,0,1000.9,0.8,0,0.32
1532,0,0,0,1000.8,0.8,0,0.34
1533,0,0,0,1000.7,0.8,0,0.36
1534,0,0,0,1000.5,0.8,0,0.38
1535,0,0,0,1000.4,0.8,0,0.4
1536,0,0,0,1000.3,0.8,0,0.42
1537,0,0,0,1000.2,0.8,0,0.44
1538,0,0,0,1000.1,0.8,0,0.46
1539,0,0,0,1000,0.8,0,0.48
1540,0,0,0,1002.5,0.82,0,0.02
1541,0,0,0,1002.4,0.82,0,0.04
1542,0,0,0,1002.3,0.82,0,0.06
1543,0,0,0,1002.2,0.82,0,0.08
1544,0,0,0,1002.1,0.82,0,0.1
1545,0,0,0,1001.9,0.82,0,0.12
1546,0,0,0,1001.8,0.82,0,0.14
1547,0,0,0,1001.7,0.82,0,0.16
1548,0,0,0,1001.6,0.82,0,0.18
1549,0,0,0,1001.5,0.82,0,0.2
1550,0,0,0,1001.4,0.82,0,0.22
1551,0,0,0,1001.3,0.82,0,0.24
1552,0,0,0,1001.2,0.82,0,0.26
1553,0,0,0,1001.1,0.82,0,0.28
1554,0,0,0,1001,0.82,0,0.3
1555,0,0,0,1000.9,0.82,0,0.32
1556,0,0,0,1000.8,0.82,0,0.34
1557,0,0,0,1000.7,0.82,0,0.36
1558,0,0,0,1000.5,0.82,0,0.38
1559,0,0,0,1000.4,0.82,0,0.4
1560,0,0,0,1000.3,0.82,0,0.42
1561,0,0,0,1000.2,0.82,0,0.44
1562,0,0,0,1000.1,0.82,0,0.46
1563,0,0,0,1000,0.82,0,0.48
1564,0,0,0,1002.5,0.84,0,0.02
1565,0,0,0,1002.4,0.84,0,0.04
1566,0,0,0,1002.3,0.84,0,0.06
1567,0,0,0,1002.2,0.84,0,0.08
1568,0,0,0,1002.1,0.84,0,0.1
1569,0,0,0,1001.9,0.84,0,0.12
1570,0,0,0,1001.8,0.84,0,0.14
1571,0,0,0,1001.7,0.84,0,0.16
1572,0,0,0,1001.6,0.84,0,0.18
1573,0,0,0,1001.5,0.84,0,0.2
1574,0,0,0,1001.4,0.84,0,0.22
1575,0,0,0,1001.3,0.84,0,0.24
1576,0,0,0,1001.2,0.84,0,0.26
1577,0,0,0,1001.1,0.84,0,0.28
1578,0,0,0,1001,0.84,0,0.3
1579,0,0,0,1000.9,0.84,0,0.32
1580,0,0,0,1000.8,0.84,0,0.34
1581,0,0,0,1000.7,0.84,0,0.36
1582,0,0,0,1000.5,0.84,0,0.38
1583,0,0,0,1000.4,0.84,0,0.4
1584,0,0,0,1000.3,0.84,0,0.42
1585,0,0,0,1000.2,0.84,0,0.44
1586,0,0,0,1000.1,0.84,0,0.46
1587,0,0,0,1000,0.84,0,0.48
1588,0,0,0,1002.4,0.86,0,0.04
1589,0,0,0,1002.3,0.86,0,0.06
1590,0,0,0,1002.2,0.86,0,0.08
1591,0,0,0,1002.1,0.86,0,0.1
1592,0,0,0,1001.9,0.86,0,0.12
1593,0,0,0,1001.8,0.86,0,0.14
1594,0,0,0,1001.7,0.86,0,0.16
1595,0,0,0,1001.6,0.86,0,0.18
1596,0,0,0,1001.5,0.86,0,0.2
1597,0,0,0,1001.4,0.86,0,0.22
1598,0,0,0,1001.3,0.86,0,0.24
1599,0,0,0,1001.2,0.86,0,0.26
1600,0,0,0,1001.1,0.86,0,0.28
1601,0,0,0,1001,0.86,0,0.3
1602,0,0,0,1000.9,0.86,0,0.32
1603,0,0,0,1000.8,0.86,0,0.34
1604,0,0,0,1000.7,0.86,0,0.36
1605,0,0,0,1000.5,0.86,0,0.38
1606,0,0,0,1000.4,0.86,0,0.4
1607,0,0,0,1000.3,0.86,0,0.42
1608,0,0,0,1000.2,0.86,0,0.44
1609,0,0,0,1000.1,0.86,0,0.46
1610,0,0,0,1000,0.86,0,0.48
1611,0,0,0,1002.3,0.88,0,0.06
1612,0,0,0,1002.2,0.88,0,0.08
1613,0,0,0,1002.1,0.88,0,0.1
1614,0,0,0,1001.9,0.88,0,0.12
1615,0,0,0,1001.8,0.88,0,0.14
1616,0,0,0,1001.7,0.88,0,0.16
1617,0,0,0,1001.6,0.88,0,0.18
1618,0,0,0,1001.5,0.88,0,0.2
1619,0,0,0,1001.4,0.88,0,0.22
1620,0,0,0,1001.3,0.88,0,0.24
1621,0,0,0,1001.2,0.88,0,0.26
1622,0,0,0,1001.1,0.88,0,0.28
1623,0,0,0,1001,0.88,0,0.3
1624,0,0,0,1000.9,0.88,0,0.32
1625,0,0,0,1000.8,0.88,0,0.34
1626,0,0,0,1000.7,0.88,0,0.36
1627,0,0,0,1000.5,0.88,0,0.38
1628,0,0,0,1000.4,0.88,0,0.4
1629,0,0,0,1000.3,0.88,0,0.42
1630,0,0,0,1000.2,0.88,0,0.44
1631,0,0,0,1000.1,0.88,0,0.46
1632,0,0,0,1000,0.88,0,0.48
1633,0,0,0,1002.2,0.9,0,0.08
1634,0,0,0,1002.1,0.9,0,0.1
1635,0,0,0,1001.9,0.9,0,0.12
1636,0,0,0,1001.8,0.9,0,0.14
1637,0,0,0,1001.7,0.9,0,0.16
1638,0,0,0,1001.6,0.9,0,0.18
1639,0,0,0,1001.5,0.9,0,0.2
1640,0,0,0,1001.4,0.9,0,0.22
1641,0,0,0,1001.3,0.9,0,0.24
1642,0,0,0,1001.2,0.9,0,0.26
1643,0,0,0,1001.1,0.9,0,0.28
1644,0,0,0,1001,0.9,0,0.3
1645,0,0,0,1000.9,0.9,0,0.32
1646,0,0,0,1000.8,0.9,0,0.34
1647,0,0,0,1000.7,0.9,0,0.36
1648,0,0,0,1000.5,0.9,0,0.38
1649,0,0,0,1000.4,0.9,0,0.4
1650,0,0,0,1000.3,0.9,0,0.42
1651,0,0,0,1000.2,0.9,0,0.44
1652,0,0,0,1000.1,0.9,0,0.46
1653,0,0,0,1000,0.9,0,0.48
1654,0,0,0,1002.1,0.92,0,0.1
1655,0,0,0,1001.9,0.92,0,0.12
1656,0,0,0,1001.8,0.92,0,0.14
1657,0,0,0,1001.7,0.92,0,0.16
1658,0,0,0,1001.6,0.92,0,0.18
1659,0,0,0,1001.5,0.92,0,0.2
1660,0,0,0,1001.4,0.92,0,0.22
1661,0,0,0,1001.3,0.92,0,0.24
1662,0,0,0,1001.2,0.92,0,0.26
1663,0,0,0,1001.1,0.92,0,0.28
1664,0,0,0,1001,0.92,0,0.3
1665,0,0,0,1000.9,0.92,0,0.32
1666,0,0,0,1000.8,0.92,0,0.34
1667,0,0,0,1000.7,0.92,0,0.36
1668,0,0,0,1000.5,0.92,0,0.38
1669,0,0,0,1000.4,0.92,0,0.4
1670,0,0,0,1000.3,0.92,0,0.42
1671,0,0,0,1000.2,0.92,0,0.44
1672,0,0,0,1000.1,0.92,0,0.46
1673,0,0,0,1000,0.92,0,0.48
1674,0,0,0,1001.9,0.94,0,0.12
1675,0,0,0,1001.8,0.94,0,0.14
1676,0,0,0,1001.7,0.94,0,0.16
1677,0,0,0,1001.6,0.94,0,0.18
1678,0,0,0,1001.5,0.94,0,0.2
1679,0,0,0,1001.4,0.94,0,0.22
1680,0,0,0,1001.3,0.94,0,0.24
1681,0,0,0,1001.2,0.94,0,0.26
1682,0,0,0,1001.1,0.94,0,0.28
1683,0,0,0,1001,0.94,0,0.3
1684,0,0,0,1000.9,0.94,0,0.32
1685,0,0,0,1000.8,0.94,0,0.34
1686,0,0,0,1000.7,0.94,0,0.36
1687,0,0,0,1000.5,0.94,0,0.38
1688,0,0,0,1000.4,0.94,0,0.4
1689,0,0,0,1000.3,0.94,0,0.42
1690,0,0,0,1000.2,0.94,0,0.44
1691,0,0,0,1000.1,0.94,0,0.46
1692,0,0,0,1000,0.94,0,0.48
1693,0,0,0,1001.8,0.96,0,0.14
1694,0,0,0,1001.7,0.96,0,0.16
1695,0,0,0,1001.6,0.96,0,0.18
1696,0,0,0,1001.5,0.96,0,0.2
1697,0,0,0,1001.4,0.96,0,0.22
1698,0,0,0,1001.3,0.96,0,0.24
1699,0,0,0,1001.2,0.96,0,0.26
1700,0,0,0,1001.1,0.96,0,0.28
1701,0,0,0,1001,0.96,0,0.3
1702,0,0,0,1000.9,0.96,0,0.32
1703,0,0,0,1000.8,0.96,0,0.34
1704,0,0,0,1000.7,0.96,0,0.36
1705,0,0,0,1000.5,0.96,0,0.38
1706,0,0,0,1000.4,0.96,0,0.4
1707,0,0,0,1000.3,0.96,0,0.42
1708,0,0,0,1000.2,0.96,0,0.44
1709,0,0,0,1000.1,0.96,0,0.46
1710,0,0,0,1000,0.96,0,0.48
1711,0,0,0,1001.7,0.98,0,0.16
1712,0,0,0,1001.6,0.98,0,0.18
1713,0,0,0,1001.5,0.98,0,0.2
1714,0,0,0,1001.4,0.98,0,0.22
1715,0,0,0,1001.3,0.98,0,0.24
1716,0,0,0,1001.2,0.98,0,0.26
1717,0,0,0,1001.1,0.98,0,0.28
1718,0,0,0,1001,0.98,0,0.3
1719,0,0,0,1000.9,0.98,0,0.32
1720,0,0,0,1000.8,0.98,0,0.34
1721,0,0,0,1000.7,0.98,0,0.36
1722,0,0,0,1000.5,0.98,0,0.38
1723,0,0,0,1000.4,0.98,0,0.4
1724,0,0,0,1000.3,0.98,0,0.42
1725,0,0,0,1000.2,0.98,0,0.44
1726,0,0,0,1000.1,0.98,0,0.46
1727,0,0,0,1000,0.98,0,0.48
1728,0,0,0,1001.6,1,0,0.18
1729,0,0,0,1001.5,1,0,0.2
1730,0,0,0,1001.4,1,0,0.22
1731,0,0,0,1001.3,1,0,0.24
1732,0,0,0,1001.2,1,0,0.26
1733,0,0,0,1001.1,1,0,0.28
1734,0,0,0,1001,1,0,0.3
1735,0,0,0,1000.9,1,0,0.32
1736,0,0,0,1000.8,1,0,0.34
1737,0,0,0,1000.7,1,0,0.36
1738,0,0,0,1000.5,1,0,0.38
1739,0,0,0,1000.4,1,0,0.4
1740,0,0,0,1000.3,1,0,0.42
1741,0,0,0,1000.2,1,0,0.44
1742,0,0,0,1000.1,1,0,0.46
1743,0,0,0,1000,1,0,0.48
1744,0,0,0,1001.5,1.02,0,0.2
1745,0,0,0,1001.4,1.02,0,0.22
1746,0,0,0,1001.3,1.02,0,0.24
1747,0,0,0,1001.2,1.02,0,0.26
1748,0,0,0,1001.1,1.02,0,0.28
1749,0,0,0,1001,1.02,0,0.3
1750,0,0,0,1000.9,1.02,0,0.32
1751,0,0,0,1000.8,1.02,0,0.34
1752,0,0,0,1000.7,1.02,0,0.36
1753,0,0,0,1000.5,1.02,0,0.38
