"Idp","Vel:0","Vel:1","Vel:2","Rhop","Points:0","Points:1","Points:2"
1754,0,0,0,1000.4,1.02,0,0.4
1755,0,0,0,1000.3,1.02,0,0.42
1756,0,0,0,1000.2,1.02,0,0.44
1757,0,0,0,1000.1,1.02,0,0.46
1758,0,0,0,1000,1.02,0,0.48
1759,0,0,0,1001.4,1.04,0,0.22
1760,0,0,0,1001.3,1.04,0,0.24
1761,0,0,0,1001.2,1.04,0,0.26
1762,0,0,0,1001.1,1.04,0,0.28
1763,0,0,0,1001,1.04,0,0.3
1764,0,0,0,1000.9,1.04,0,0.32
1765,0,0,0,1000.8,1.04,0,0.34
1766,0,0,0,1000.7,1.04,0,0.36
1767,0,0,0,1000.5,1.04,0,0.38
1768,0,0,0,1000.4,1.04,0,0.4
1769,0,0,0,1000.3,1.04,0,0.42
1770,0,0,0,1000.2,1.04,0,0.44
1771,0,0,0,1000.1,1.04,0,0.46
1772,0,0,0,1000,1.04,0,0.48
1773,0,0,0,1001.3,1.06,0,0.24
1774,0,0,0,1001.2,1.06,0,0.26
1775,0,0,0,1001.1,1.06,0,0.28
1776,0,0,0,1001,1.06,0,0.3
1777,0,0,0,1000.9,1.06,0,0.32
1778,0,0,0,1000.8,1.06,0,0.34
1779,0,0,0,1000.7,1.06,0,0.36
1780,0,0,0,1000.5,1.06,0,0.38
1781,0,0,0,1000.4,1.06,0,0.4
1782,0,0,0,1000.3,1.06,0,0.42
1783,0,0,0,1000.2,1.06,0,0.44
1784,0,0,0,1000.1,1.06,0,0.46
1785,0,0,0,1000,1.06,0,0.48
1786,0,0,0,1001.2,1.08,0,0.26
1787,0,0,0,1001.1,1.08,0,0.28
1788,0,0,0,1001,1.08,0,0.3
1789,0,0,0,1000.9,1.08,0,0.32
1790,0,0,0,1000.8,1.08,0,0.34
1791,0,0,0,1000.7,1.08,0,0.36
1792,0,0,0,1000.5,1.08,0,0.38
1793,0,0,0,1000.4,1.08,0,0.4
1794,0,0,0,1000.3,1.08,0,0.42
1795,0,0,0,1000.2,1.08,0,0.44
1796,0,0,0,1000.1,1.08,0,0.46
1797,0,0,0,1000,1.08,0,0.48
1798,0,0,0,1001.1,1.1,0,0.28
1799,0,0,0,1001,1.1,0,0.3
1800,0,0,0,1000.9,1.1,0,0.32
1801,0,0,0,1000.8,1.1,0,0.34
1802,0,0,0,1000.7,1.1,0,0.36
1803,0,0,0,1000.5,1.1,0,0.38
1804,0,0,0,1000.4,1.1,0,0.4
1805,0,0,0,1000.3,1.1,0,0.42
1806,0,0,0,1000.2,1.1,0,0.44
1807,0,0,0,1000.1,1.1,0,0.46
1808,0,0,0,1000,1.1,0,0.48
1809,0,0,0,1001.2,1.12,0,0.26
1810,0,0,0,1001.1,1.12,0,0.28
1811,0,0,0,1001,1.12,0,0.3
1812,0,0,0,1000.9,1.12,0,0.32
1813,0,0,0,1000.8,1.12,0,0.34
1814,0,0,0,1000.7,1.12,0,0.36
1815,0,0,0,1000.5,1.12,0,0.38
1816,0,0,0,1000.4,1.12,0,0.4
1817,0,0,0,1000.3,1.12,0,0.42
1818,0,0,0,1000.2,1.12,0,0.44
1819,0,0,0,1000.1,1.12,0,0.46
1820,0,0,0,1000,1.12,0,0.48
1821,0,0,0,1001.3,1.14,0,0.24
1822,0,0,0,1001.2,1.14,0,0.26
1823,0,0,0,1001.1,1.14,0,0.28
1824,0,0,0,1001,1.14,0,0.3
1825,0,0,0,1000.9,1.14,0,0.32
1826,0,0,0,1000.8,1.14,0,0.34
1827,0,0,0,1000.7,1.14,0,0.36
1828,0,0,0,1000.5,1.14,0,0.38
1829,0,0,0,1000.4,1.14,0,0.4
1830,0,0,0,1000.3,1.14,0,0.42
1831,0,0,0,1000.2,1.14,0,0.44
1832,0,0,0,1000.1,1.14,0,0.46
1833,0,0,0,1000,1.14,0,0.48
1834,0,0,0,1001.4,1.16,0,0.22
1835,0,0,0,1001.3,1.16,0,0.24
1836,0,0,0,1001.2,1.16,0,0.26
1837,0,0,0,1001.1,1.16,0,0.28
1838,0,0,0,1001,1.16,0,0.3
1839,0,0,0,1000.9,1.16,0,0.32
1840,0,0,0,1000.8,1.16,0,0.34
1841,0,0,0,1000.7,1.16,0,0.36
1842,0,0,0,1000.5,1.16,0,0.38
1843,0,0,0,1000.4,1.16,0,0.4
1844,0,0,0,1000.3,1.16,0,0.42
1845,0,0,0,1000.2,1.16,0,0.44
1846,0,0,0,1000.1,1.16,0,0.46
1847,0,0,0,1000,1.16,0,0.48
1848,0,0,0,1001.5,1.18,0,0.2
1849,0,0,0,1001.4,1.18,0,0.22
1850,0,0,0,1001.3,1.18,0,0.24
1851,0,0,0,1001.2,1.18,0,0.26
1852,0,0,0,1001.1,1.18,0,0.28
1853,0,0,0,1001,1.18,0,0.3
1854,0,0,0,1000.9,1.18,0,0.32
1855,0,0,0,1000.8,1.18,0,0.34
1856,0,0,0,1000.7,1.18,0,0.36
1857,0,0,0,1000.5,1.18,0,0.38
1858,0,0,0,1000.4,1.18,0,0.4
1859,0,0,0,1000.3,1.18,0,0.42
1860,0,0,0,1000.2,1.18,0,0.44
1861,0,0,0,1000.1,1.18,0,0.46
1862,0,0,0,1000,1.18,0,0.48
1863,0,0,0,1001.6,1.2,0,0.18
1864,0,0,0,1001.5,1.2,0,0.2
1865,0,0,0,1001.4,1.2,0,0.22
1866,0,0,0,1001.3,1.2,0,0.24
1867,0,0,0,1001.2,1.2,0,0.26
1868,0,0,0,1001.1,1.2,0,0.28
1869,0,0,0,1001,1.2,0,0.3
1870,0,0,0,1000.9,1.2,0,0.32
1871,0,0,0,1000.8,1.2,0,0.34
1872,0,0,0,1000.7,1.2,0,0.36
1873,0,0,0,1000.5,1.2,0,0.38
1874,0,0,0,1000.4,1.2,0,0.4
1875,0,0,0,1000.3,1.2,0,0.42
1876,0,0,0,1000.2,1.2,0,0.44
1877,0,0,0,1000.1,1.2,0,0.46
1878,0,0,0,1000,1.2,0,0.48
1879,0,0,0,1001.7,1.22,0,0.16
1880,0,0,0,1001.6,1.22,0,0.18
1881,0,0,0,1001.5,1.22,0,0.2
1882,0,0,0,1001.4,1.22,0,0.22
1883,0,0,0,1001.3,1.22,0,0.24
1884,0,0,0,1001.2,1.22,0,0.26
1885,0,0,0,1001.1,1.22,0,0.28
1886,0,0,0,1001,1.22,0,0.3
1887,0,0,0,1000.9,1.22,0,0.32
1888,0,0,0,1000.8,1.22,0,0.34
1889,0,0,0,1000.7,1.22,0,0.36
1890,0,0,0,1000.5,1.22,0,0.38
1891,0,0,0,1000.4,1.22,0,0.4
1892,0,0,0,1000.3,1.22,0,0.42
1893,0,0,0,1000.2,1.22,0,0.44
1894,0,0,0,1000.1,1.22,0,0.46
1895,0,0,0,1000,1.22,0,0.48
1896,0,0,0,1001.8,1.24,0,0.14
1897,0,0,0,1001.7,1.24,0,0.16
1898,0,0,0,1001.6,1.24,0,0.18
1899,0,0,0,1001.5,1.24,0,0.2
1900,0,0,0,1001.4,1.24,0,0.22
1901,0,0,0,1001.3,1.24,0,0.24
1902,0,0,0,1001.2,1.24,0,0.26
1903,0,0,0,1001.1,1.24,0,0.28
1904,0,0,0,1001,1.24,0,0.3
1905,0,0,0,1000.9,1.24,0,0.32
1906,0,0,0,1000.8,1.24,0,0.34
1907,0,0,0,1000.7,1.24,0,0.36
1908,0,0,0,1000.5,1.24,0,0.38
1909,0,0,0,1000.4,1.24,0,0.4
1910,0,0,0,1000.3,1.24,0,0.42
1911,0,0,0,1000.2,1.24,0,0.44
1912,0,0,0,1000.1,1.24,0,0.46
1913,0,0,0,1000,1.24,0,0.48
1914,0,0,0,1001.9,1.26,0,0.12
1915,0,0,0,1001.8,1.26,0,0.14
1916,0,0,0,1001.7,1.26,0,0.16
1917,0,0,0,1001.6,1.26,0,0.18
1918,0,0,0,1001.5,1.26,0,0.2
1919,0,0,0,1001.4,1.26,0,0.22
1920,0,0,0,1001.3,1.26,0,0.24
1921,0,0,0,1001.2,1.26,0,0.26
1922,0,0,0,1001.1,1.26,0,0.28
1923,0,0,0,1001,1.26,0,0.3
1924,0,0,0,1000.9,1.26,0,0.32
1925,0,0,0,1000.8,1.26,0,0.34
1926,0,0,0,1000.7,1.26,0,0.36
1927,0,0,0,1000.5,1.26,0,0.38
1928,0,0,0,1000.4,1.26,0,0.4
1929,0,0,0,1000.3,1.26,0,0.42
1930,0,0,0,1000.2,1.26,0,0.44
1931,0,0,0,1000.1,1.26,0,0.46
1932,0,0,0,1000,1.26,0,0.48
1933,0,0,0,1002.1,1.28,0,0.1
1934,0,0,0,1001.9,1.28,0,0.12
1935,0,0,0,1001.8,1.28,0,0.14
1936,0,0,0,1001.7,1.28,0,0.16
1937,0,0,0,1001.6,1.28,0,0.18
1938,0,0,0,1001.5,1.28,0,0.2
1939,0,0,0,1001.4,1.28,0,0.22
1940,0,0,0,1001.3,1.28,0,0.24
1941,0,0,0,1001.2,1.28,0,0.26
1942,0,0,0,1001.1,1.28,0,0.28
1943,0,0,0,1001,1.28,0,0.3
1944,0,0,0,1000.9,1.28,0,0.32
1945,0,0,0,1000.8,1.28,0,0.34
1946,0,0,0,1000.7,1.28,0,0.36
1947,0,0,0,1000.5,1.28,0,0.38
1948,0,0,0,1000.4,1.28,0,0.4
1949,0,0,0,1000.3,1.28,0,0.42
1950,0,0,0,1000.2,1.28,0,0.44
1951,0,0,0,1000.1,1.28,0,0.46
1952,0,0,0,1000,1.28,0,0.48
1953,0,0,0,1002.2,1.3,0,0.08
1954,0,0,0,1002.1,1.3,0,0.1
1955,0,0,0,1001.9,1.3,0,0.12
1956,0,0,0,1001.8,1.3,0,0.14
1957,0,0,0,1001.7,1.3,0,0.16
1958,0,0,0,1001.6,1.3,0,0.18
1959,0,0,0,1001.5,1.3,0,0.2
1960,0,0,0,1001.4,1.3,0,0.22
1961,0,0,0,1001.3,1.3,0,0.24
1962,0,0,0,1001.2,1.3,0,0.26
1963,0,0,0,1001.1,1.3,0,0.28
1964,0,0,0,1001,1.3,0,0.3
1965,0,0,0,1000.9,1.3,0,0.32
1966,0,0,0,1000.8,1.3,0,0.34
1967,0,0,0,1000.7,1.3,0,0.36
1968,0,0,0,1000.5,1.3,0,0.38
1969,0,0,0,1000.4,1.3,0,0.4
1970,0,0,0,1000.3,1.3,0,0.42
1971,0,0,0,1000.2,1.3,0,0.44
1972,0,0,0,1000.1,1.3,0,0.46
1973,0,0,0,1000,1.3,0,0.48
1974,0,0,0,1002.3,1.32,0,0.06
1975,0,0,0,1002.2,1.32,0,0.08
1976,0,0,0,1002.1,1.32,0,0.1
1977,0,0,0,1001.9,1.32,0,0.12
1978,0,0,0,1001.8,1.32,0,0.14
1979,0,0,0,1001.7,1.32,0,0.16
1980,0,0,0,1001.6,1.32,0,0.18
1981,0,0,0,1001.5,1.32,0,0.2
1982,0,0,0,1001.4,1.32,0,0.22
1983,0,0,0,1001.3,1.32,0,0.24
1984,0,0,0,1001.2,1.32,0,0.26
1985,0,0,0,1001.1,1.32,0,0.28
1986,0,0,0,1001,1.32,0,0.3
1987,0,0,0,1000.9,1.32,0,0.32
1988,0,0,0,1000.8,1.32,0,0.34
1989,0,0,0,1000.7,1.32,0,0.36
1990,0,0,0,1000.5,1.32,0,0.38
1991,0,0,0,1000.4,1.32,0,0.4
1992,0,0,0,1000.3,1.32,0,0.42
1993,0,0,0,1000.2,1.32,0,0.44
1994,0,0,0,1000.1,1.32,0,0.46
1995,0,0,0,1000,1.32,0,0.48
1996,0,0,0,1002.4,1.34,0,0.04
1997,0,0,0,1002.3,1.34,0,0.06
1998,0,0,0,1002.2,1.34,0,0.08
1999,0,0,0,1002.1,1.34,0,0.1
2000,0,0,0,1001.9,1.34,0,0.12
2001,0,0,0,1001.8,1.34,0,0.14
2002,0,0,0,1001.7,1.34,0,0.16
2003,0,0,0,1001.6,1.34,0,0.18
2004,0,0,0,1001.5,1.34,0,0.2
2005,0,0,0,1001.4,1.34,0,0.22
2006,0,0,0,1001.3,1.34,0,0.24
2007,0,0,0,1001.2,1.34,0,0.26
2008,0,0,0,1001.1,1.34,0,0.28
2009,0,0,0,1001,1.34,0,0.3
2010,0,0,0,1000.9,1.34,0,0.32
2011,0,0,0,1000.8,1.34,0,0.34
2012,0,0,0,1000.7,1.34,0,0.36
2013,0,0,0,1000.5,1.34,0,0.38
2014,0,0,0,1000.4,1.34,0,0.4
2015,0,0,0,1000.3,1.34,0,0.42
2016,0,0,0,1000.2,1.34,0,0.44
2017,0,0,0,1000.1,1.34,0,0.46
2018,0,0,0,1000,1.34,0,0.48
2019,0,0,0,1002.5,1.36,0,0.02
2020,0,0,0,1002.4,1.36,0,0.04
2021,0,0,0,1002.3,1.36,0,0.06
2022,0,0,0,1002.2,1.36,0,0.08
2023,0,0,0,1002.1,1.36,0,0.1
2024,0,0,0,1001.9,1.36,0,0.12
2025,0,0,0,1001.8,1.36,0,0.14
2026,0,0,0,1001.7,1.36,0,0.16
2027,0,0,0,1001.6,1.36,0,0.18
2028,0,0,0,1001.5,1.36,0,0.2
2029,0,0,0,1001.4,1.36,0,0.22
2030,0,0,0,1001.3,1.36,0,0.24
2031,0,0,0,1001.2,1.36,0,0.26
2032,0,0,0,1001.1,1.36,0,0.28
2033,0,0,0,1001,1.36,0,0.3
2034,0,0,0,1000.9,1.36,0,0.32
2035,0,0,0,1000.8,1.36,0,0.34
2036,0,0,0,1000.7,1.36,0,0.36
2037,0,0,0,1000.5,1.36,0,0.38
2038,0,0,0,1000.4,1.36,0,0.4
2039,0,0,0,1000.3,1.36,0,0.42
2040,0,0,0,1000.2,1.36,0,0.44
2041,0,0,0,1000.1,1.36,0,0.46
2042,0,0,0,1000,1.36,0,0.48
2043,0,0,0,1002.5,1.38,0,0.02
2044,0,0,0,1002.4,1.38,0,0.04
2045,0,0,0,1002.3,1.38,0,0.06
2046,0,0,0,1002.2,1.38,0,0.08
2047,0,0,0,1002.1,1.38,0,0.1
2048,0,0,0,1001.9,1.38,0,0.12
2049,0,0,0,1001.8,1.38,0,0.14
2050,0,0,0,1001.7,1.38,0,0.16
2051,0,0,0,1001.6,1.38,0,0.18
2052,0,0,0,1001.5,1.38,0,0.2
2053,0,0,0,1001.4,1.38,0,0.22
2054,0,0,0,1001.3,1.38,0,0.24
2055,0,0,0,1001.2,1.38,0,0.26
2056,0,0,0,1001.1,1.38,0,0.28
2057,0,0,0,1001,1.38,0,0.3
2058,0,0,0,1000.9,1.38,0,0.32
2059,0,0,0,1000.8,1.38,0,0.34
2060,0,0,0,1000.7,1.38,0,0.36
2061,0,0,0,1000.5,1.38,0,0.38
2062,0,0,0,1000.4,1.38,0,0.4
2063,0,0,0,1000.3,1.38,0,0.42
2064,0,0,0,1000.2,1.38,0,0.44
2065,0,0,0,1000.1,1.38,0,0.46
2066,0,0,0,1000,1.38,0,0.48
2067,0,0,0,1002.5,1.4,0,0.02
2068,0,0,0,1002.4,1.4,0,0.04
2069,0,0,0,1002.3,1.4,0,0.06
2070,0,0,0,1002.2,1.4,0,0.08
2071,0,0,0,1002.1,1.4,0,0.1
2072,0,0,0,1001.9,1.4,0,0.12
2073,0,0,0,1001.8,1.4,0,0.14
2074,0,0,0,1001.7,1.4,0,0.16
2075,0,0,0,1001.6,1.4,0,0.18
2076,0,0,0,1001.5,1.4,0,0.2
2077,0,0,0,1001.4,1.4,0,0.22
2078,0,0,0,1001.3,1.4,0,0.24
2079,0,0,0,1001.2,1.4,0,0.26
2080,0,0,0,1001.1,1.4,0,0.28
2081,0,0,0,1001,1.4,0,0.3
2082,0,0,0,1000.9,1.4,0,0.32
2083,0,0,0,1000.8,1.4,0,0.34
2084,0,0,0,1000.7,1.4,0,0.36
2085,0,0,0,1000.5,1.4,0,0.38
2086,0,0,0,1000.4,1.4,0,0.4
2087,0,0,0,1000.3,1.4,0,0.42
2088,0,0,0,1000.2,1.4,0,0.44
2089,0,0,0,1000.1,1.4,0,0.46
2090,0,0,0,1000,1.4,0,0.48
2091,0,0,0,1002.5,1.42,0,0.02
2092,0,0,0,1002.4,1.42,0,0.04
2093,0,0,0,1002.3,1.42,0,0.06
2094,0,0,0,1002.2,1.42,0,0.08
2095,0,0,0,1002.1,1.42,0,0.1
2096,0,0,0,1001.9,1.42,0,0.12
2097,0,0,0,1001.8,1.42,0,0.14
2098,0,0,0,1001.7,1.42,0,0.16
2099,0,0,0,1001.6,1.42,0,0.18
2100,0,0,0,1001.5,1.42,0,0.2
2101,0,0,0,1001.4,1.42,0,0.22
2102,0,0,0,1001.3,1.42,0,0.24
2103,0,0,0,1001.2,1.42,0,0.26
2104,0,0,0,1001.1,1.42,0,0.28
2105,0,0,0,1001,1.42,0,0.3
2106,0,0,0,1000.9,1.42,0,0.32
2107,0,0,0,1000.8,1.42,0,0.34
2108,0,0,0,1000.7,1.42,0,0.36
2109,0,0,0,1000.5,1.42,0,0.38
2110,0,0,0,1000.4,1.42,0,0.4
2111,0,0,0,1000.3,1.42,0,0.42
2112,0,0,0,1000.2,1.42,0,0.44
2113,0,0,0,1000.1,1.42,0,0.46
2114,0,0,0,1000,1.42,0,0.48
2115,0,0,0,1002.5,1.44,0,0.02
2116,0,0,0,1002.4,1.44,0,0.04
2117,0,0,0,1002.3,1.44,0,0.06
2118,0,0,0,1002.2,1.44,0,0.08
2119,0,0,0,1002.1,1.44,0,0.1
2120,0,0,0,1001.9,1.44,0,0.12
2121,0,0,0,1001.8,1.44,0,0.14
2122,0,0,0,1001.7,1.44,0,0.16
2123,0,0,0,1001.6,1.44,0,0.18
2124,0,0,0,1001.5,1.44,0,0.2
2125,0,0,0,1001.4,1.44,0,0.22
2126,0,0,0,1001.3,1.44,0,0.24
2127,0,0,0,1001.2,1.44,0,0.26
2128,0,0,0,1001.1,1.44,0,0.28
2129,0,0,0,1001,1.44,0,0.3
2130,0,0,0,1000.9,1.44,0,0.32
2131,0,0,0,1000.8,1.44,0,0.34
2132,0,0,0,1000.7,1.44,0,0.36
2133,0,0,0,1000.5,1.44,0,0.38
2134,0,0,0,1000.4,1.44,0,0.4
2135,0,0,0,1000.3,1.44,0,0.42
2136,0,0,0,1000.2,1.44,0,0.44
2137,0,0,0,1000.1,1.44,0,0.46
2138,0,0,0,1000,1.44,0,0.48
2139,0,0,0,1002.5,1.46,0,0.02
2140,0,0,0,1002.4,1.46,0,0.04
2141,0,0,0,1002.3,1.46,0,0.06
2142,0,0,0,1002.2,1.46,0,0.08
2143,0,0,0,1002.1,1.46,0,0.1
2144,0,0,0,1001.9,1.46,0,0.12
2145,0,0,0,1001.8,1.46,0,0.14
2146,0,0,0,1001.7,1.46,0,0.16
2147,0,0,0,1001.6,1.46,0,0.18
2148,0,0,0,1001.5,1.46,0,0.2
2149,0,0,0,1001.4,1.46,0,0.22
2150,0,0,0,1001.3,1.46,0,0.24
2151,0,0,0,1001.2,1.46,0,0.26
2152,0,0,0,1001.1,1.46,0,0.28
2153,0,0,0,1001,1.46,0,0.3
2154,0,0,0,1000.9,1.46,0,0.32
2155,0,0,0,1000.8,1.46,0,0.34
2156,0,0,0,1000.7,1.46,0,0.36
2157,0,0,0,1000.5,1.46,0,0.38
2158,0,0,0,1000.4,1.46,0,0.4
2159,0,0,0,1000.3,1.46,0,0.42
2160,0,0,0,1000.2,1.46,0,0.44
2161,0,0,0,1000.1,1.46,0,0.46
2162,0,0,0,1000,1.46,0,0.48
2163,0,0,0,1002.5,1.48,0,0.02
2164,0,0,0,1002.4,1.48,0,0.04
2165,0,0,0,1002.3,1.48,0,0.06
2166,0,0,0,1002.2,1.48,0,0.08
2167,0,0,0,1002.1,1.48,0,0.1
2168,0,0,0,1001.9,1.48,0,0.12
2169,0,0,0,1001.8,1.48,0,0.14
2170,0,0,0,1001.7,1.48,0,0.16
2171,0,0,0,1001.6,1.48,0,0.18
2172,0,0,0,1001.5,1.48,0,0.2
2173,0,0,0,1001.4,1.48,0,0.22
2174,0,0,0,1001.3,1.48,0,0.24
2175,0,0,0,1001.2,1.48,0,0.26
2176,0,0,0,1001.1,1.48,0,0.28
2177,0,0,0,1001,1.48,0,0.3
2178,0,0,0,1000.9,1.48,0,0.32
2179,0,0,0,1000.8,1.48,0,0.34
2180,0,0,0,1000.7,1.48,0,0.36
2181,0,0,0,1000.5,1.48,0,0.38
2182,0,0,0,1000.4,1.48,0,0.4
2183,0,0,0,1000.3,1.48,0,0.42
2184,0,0,0,1000.2,1.48,0,0.44
2185,0,0,0,1000.1,1.48,0,0.46
2186,0,0,0,1000,1.48,0,0.48
2187,0,0,0,1002.5,1.5,0,0.02
2188,0,0,0,1002.4,1.5,0,0.04
2189,0,0,0,1002.3,1.5,0,0.06
2190,0,0,0,1002.2,1.5,0,0.08
2191,0,0,0,1002.1,1.5,0,0.1
2192,0,0,0,1001.9,1.5,0,0.12
2193,0,0,0,1001.8,1.5,0,0.14
2194,0,0,0,1001.7,1.5,0,0.16
2195,0,0,0,1001.6,1.5,0,0.18
2196,0,0,0,1001.5,1.5,0,0.2
2197,0,0,0,1001.4,1.5,0,0.22
2198,0,0,0,1001.3,1.5,0,0.24
2199,0,0,0,1001.2,1.5,0,0.26
2200,0,0,0,1001.1,1.5,0,0.28
2201,0,0,0,1001,1.5,0,0.3
2202,0,0,0,1000.9,1.5,0,0.32
2203,0,0,0,1000.8,1.5,0,0.34
2204,0,0,0,1000.7,1.5,0,0.36
2205,0,0,0,1000.5,1.5,0,0.38
2206,0,0,0,1000.4,1.5,0,0.4
2207,0,0,0,1000.3,1.5,0,0.42
2208,0,0,0,1000.2,1.5,0,0.44
2209,0,0,0,1000.1,1.5,0,0.46
2210,0,0,0,1000,1.5,0,0.48
2211,0,0,0,1002.5,1.52,0,0.02
2212,0,0,0,1002.4,1.52,0,0.04
2213,0,0,0,1002.3,1.52,0,0.06
2214,0,0,0,1002.2,1.52,0,0.08
2215,0,0,0,1002.1,1.52,0,0.1
2216,0,0,0,1001.9,1.52,0,0.12
2217,0,0,0,1001.8,1.52,0,0.14
2218,0,0,0,1001.7,1.52,0,0.16
2219,0,0,0,1001.6,1.52,0,0.18
2220,0,0,0,1001.5,1.52,0,0.2
2221,0,0,0,1001.4,1.52,0,0.22
2222,0,0,0,1001.3,1.52,0,0.24
2223,0,0,0,1001.2,1.52,0,0.26
2224,0,0,0,1001.1,1.52,0,0.28
2225,0,0,0,1001,1.52,0,0.3
2226,0,0,0,1000.9,1.52,0,0.32
2227,0,0,0,1000.8,1.52,0,0.34
2228,0,0,0,1000.7,1.52,0,0.36
2229,0,0,0,1000.5,1.52,0,0.38
2230,0,0,0,1000.4,1.52,0,0.4
2231,0,0,0,1000.3,1.52,0,0.42
2232,0,0,0,1000.2,1.52,0,0.44
2233,0,0,0,1000.1,1.52,0,0.46
2234,0,0,0,1000,1.52,0,0.48
2235,0,0,0,1002.5,1.54,0,0.02
2236,0,0,0,1002.4,1.54,0,0.04
2237,0,0,0,1002.3,1.54,0,0.06
2238,0,0,0,1002.2,1.54,0,0.08
2239,0,0,0,1002.1,1.54,0,0.1
2240,0,0,0,1001.9,1.54,0,0.12
2241,0,0,0,1001.8,1.54,0,0.14
2242,0,0,0,1001.7,1.54,0,0.16
2243,0,0,0,1001.6,1.54,0,0.18
2244,0,0,0,1001.5,1.54,0,0.2
2245,0,0,0,1001.4,1.54,0,0.22
2246,0,0,0,1001.3,1.54,0,0.24
2247,0,0,0,1001.2,1.54,0,0.26
2248,0,0,0,1001.1,1.54,0,0.28
2249,0,0,0,1001,1.54,0,0.3
2250,0,0,0,1000.9,1.54,0,0.32
2251,0,0,0,1000.8,1.54,0,0.34
2252,0,0,0,1000.7,1.54,0,0.36
2253,0,0,0,1000.5,1.54,0,0.38
2254,0,0,0,1000.4,1.54,0,0.4
2255,0,0,0,1000.3,1.54,0,0.42
2256,0,0,0,1000.2,1.54,0,0.44
2257,0,0,0,1000.1,1.54,0,0.46
2258,0,0,0,1000,1.54,0,0.48
2259,0,0,0,1002.5,1.56,0,0.02
2260,0,0,0,1002.4,1.56,0,0.04
2261,0,0,0,1002.3,1.56,0,0.06
2262,0,0,0,1002.2,1.56,0,0.08
2263,0,0,0,1002.1,1.56,0,0.1
2264,0,0,0,1001.9,1.56,0,0.12
2265,0,0,0,1001.8,1.56,0,0.14
2266,0,0,0,1001.7,1.56,0,0.16
2267,0,0,0,1001.6,1.56,0,0.18
2268,0,0,0,1001.5,1.56,0,0.2
2269,0,0,0,1001.4,1.56,0,0.22
2270,0,0,0,1001.3,1.56,0,0.24
2271,0,0,0,1001.2,1.56,0,0.26
2272,0,0,0,1001.1,1.56,0,0.28
2273,0,0,0,1001,1.56,0,0.3
2274,0,0,0,1000.9,1.56,0,0.32
2275,0,0,0,1000.8,1.56,0,0.34
2276,0,0,0,1000.7,1.56,0,0.36
2277,0,0,0,1000.5,1.56,0,0.38
2278,0,0,0,1000.4,1.56,0,0.4
2279,0,0,0,1000.3,1.56,0,0.42
2280,0,0,0,1000.2,1.56,0,0.44
2281,0,0,0,1000.1,1.56,0,0.46
2282,0,0,0,1000,1.56,0,0.48
2283,0,0,0,1002.5,1.58,0,0.02
2284,0,0,0,1002.4,1.58,0,0.04
2285,0,0,0,1002.3,1.58,0,0.06
2286,0,0,0,1002.2,1.58,0,0.08
2287,0,0,0,1002.1,1.58,0,0.1
2288,0,0,0,1001.9,1.58,0,0.12
2289,0,0,0,1001.8,1.58,0,0.14
2290,0,0,0,1001.7,1.58,0,0.16
2291,0,0,0,1001.6,1.58,0,0.18
2292,0,0,0,1001.5,1.58,0,0.2
2293,0,0,0,1001.4,1.58,0,0.22
2294,0,0,0,1001.3,1.58,0,0.24
2295,0,0,0,1001.2,1.58,0,0.26
2296,0,0,0,1001.1,1.58,0,0.28
2297,0,0,0,1001,1.58,0,0.3
2298,0,0,0,1000.9,1.58,0,0.32
2299,0,0,0,1000.8,1.58,0,0.34
2300,0,0,0,1000.7,1.58,0,0.36
2301,0,0,0,1000.5,1.58,0,0.38
2302,0,0,0,1000.4,1.58,0,0.4
2303,0,0,0,1000.3,1.58,0,0.42
2304,0,0,0,1000.2,1.58,0,0.44
2305,0,0,0,1000.1,1.58,0,0.46
2306,0,0,0,1000,1.58,0,0.48
2307,0,0,0,1002.5,1.6,0,0.02
2308,0,0,0,1002.4,1.6,0,0.04
2309,0,0,0,1002.3,1.6,0,0.06
2310,0,0,0,1002.2,1.6,0,0.08
2311,0,0,0,1002.1,1.6,0,0.1
2312,0,0,0,1001.9,1.6,0,0.12
2313,0,0,0,1001.8,1.6,0,0.14
2314,0,0,0,1001.7,1.6,0,0.16
2315,0,0,0,1001.6,1.6,0,0.18
2316,0,0,0,1001.5,1.6,0,0.2
2317,0,0,0,1001.4,1.6,0,0.22
2318,0,0,0,1001.3,1.6,0,0.24
2319,0,0,0,1001.2,1.6,0,0.26
2320,0,0,0,1001.1,1.6,0,0.28
2321,0,0,0,1001,1.6,0,0.3
2322,0,0,0,1000.9,1.6,0,0.32
2323,0,0,0,1000.8,1.6,0,0.34
2324,0,0,0,1000.7,1.6,0,0.36
2325,0,0,0,1000.5,1.6,0,0.38
2326,0,0,0,1000.4,1.6,0,0.4
2327,0,0,0,1000.3,1.6,0,0.42
2328,0,0,0,1000.2,1.6,0,0.44
2329,0,0,0,1000.1,1.6,0,0.46
2330,0,0,0,1000,1.6,0,0.48
2331,0,0,0,1002.5,1.62,0,0.02
2332,0,0,0,1002.4,1.62,0,0.04
2333,0,0,0,1002.3,1.62,0,0.06
2334,0,0,0,1002.2,1.62,0,0.08
2335,0,0,0,1002.1,1.62,0,0.1
2336,0,0,0,1001.9,1.62,0,0.12
2337,0,0,0,1001.8,1.62,0,0.14
2338,0,0,0,1001.7,1.62,0,0.16
2339,0,0,0,1001.6,1.62,0,0.18
