"Idp","Mk","Normal:0","Normal:1","Normal:2","NormalSize","Points:0","Points:1","Points:2"
0,10,0.010000000000000009,0.0,0.01,0.014142135623730958,-0.458,0.0,-0.008
1,10,0.008000000000000007,0.0,0.01,0.012806248474865702,-0.456,0.0,-0.008
2,10,0.006000000000000005,0.0,0.01,0.011661903789690604,-0.454,0.0,-0.008
3,10,0.0040000000000000036,0.0,0.01,0.01077032961426901,-0.452,0.0,-0.008
4,10,0.0020000000000000018,0.0,0.01,0.01019803902718557,-0.45,0.0,-0.008
5,10,0.0,0.0,0.01,0.01,-0.448,0.0,-0.008
6,10,0.0,0.0,0.01,0.01,-0.446,0.0,-0.008
7,10,0.0,0.0,0.01,0.01,-0.444,0.0,-0.008
8,10,0.0,0.0,0.01,0.01,-0.442,0.0,-0.008
9,10,0.0,0.0,0.01,0.01,-0.44,0.0,-0.008
10,10,0.0,0.0,0.01,0.01,-0.438,0.0,-0.008
11,10,0.0,0.0,0.01,0.01,-0.436,0.0,-0.008
12,10,0.0,0.0,0.01,0.01,-0.434,0.0,-0.008
13,10,0.0,0.0,0.01,0.01,-0.432,0.0,-0.008
14,10,0.0,0.0,0.01,0.01,-0.43,0.0,-0.008
15,10,0.0,0.0,0.01,0.01,-0.42800000000000005,0.0,-0.008
16,10,0.0,0.0,0.01,0.01,-0.42600000000000005,0.0,-0.008
17,10,0.0,0.0,0.01,0.01,-0.42400000000000004,0.0,-0.008
18,10,0.0,0.0,0.01,0.01,-0.42200000000000004,0.0,-0.008
19,10,0.0,0.0,0.01,0.01,-0.42000000000000004,0.0,-0.008
20,10,0.0,0.0,0.01,0.01,-0.41800000000000004,0.0,-0.008
21,10,0.0,0.0,0.01,0.01,-0.41600000000000004,0.0,-0.008
22,10,0.0,0.0,0.01,0.01,-0.41400000000000003,0.0,-0.008
23,10,0.0,0.0,0.01,0.01,-0.41200000000000003,0.0,-0.008
24,10,0.0,0.0,0.01,0.01,-0.41000000000000003,0.0,-0.008
25,10,0.0,0.0,0.01,0.01,-0.40800000000000003,0.0,-0.008
26,10,0.0,0.0,0.01,0.01,-0.406,0.0,-0.008
27,10,0.0,0.0,0.01,0.01,-0.404,0.0,-0.008
28,10,0.0,0.0,0.01,0.01,-0.402,0.0,-0.008
29,10,0.0,0.0,0.01,0.01,-0.4,0.0,-0.008
