"Idp","Mk","Normal:0","Normal:1","Normal:2","NormalSize","Points:0","Points:1","Points:2"
0,10,0.030000000000000027,0.0,0.03,0.04242640687119287,-0.47000000000000003,0.0,-0.02
1,10,0.020000000000000018,0.0,0.03,0.036055512754639904,-0.46,0.0,-0.02
2,10,0.010000000000000009,0.0,0.03,0.0316227766016838,-0.45,0.0,-0.02
3,10,5.551115123125783e-17,0.0,0.03,0.03,-0.44000000000000006,0.0,-0.02
4,10,0.0,0.0,0.03,0.03,-0.43000000000000005,0.0,-0.02
5,10,0.0,0.0,0.03,0.03,-0.42000000000000004,0.0,-0.02
6,10,0.0,0.0,0.03,0.03,-0.41000000000000003,0.0,-0.02
7,10,0.0,0.0,0.03,0.03,-0.4,0.0,-0.02
8,10,0.0,0.0,0.03,0.03,-0.39,0.0,-0.02
9,10,0.0,0.0,0.03,0.03,-0.38,0.0,-0.02
10,10,0.0,0.0,0.03,0.03,-0.37,0.0,-0.02
11,10,0.0,0.0,0.03,0.03,-0.36000000000000004,0.0,-0.02
12,10,0.0,0.0,0.03,0.03,-0.35000000000000003,0.0,-0.02
13,10,0.0,0.0,0.03,0.03,-0.34,0.0,-0.02
14,10,0.0,0.0,0.03,0.03,-0.33,0.0,-0.02
15,10,0.0,0.0,0.03,0.03,-0.32000000000000006,0.0,-0.02
16,10,0.0,0.0,0.03,0.03,-0.31000000000000005,0.0,-0.02
17,10,0.0,0.0,0.03,0.03,-0.30000000000000004,0.0,-0.02
18,10,0.0,0.0,0.03,0.03,-0.29000000000000004,0.0,-0.02
19,10,0.0,0.0,0.03,0.03,-0.28,0.0,-0.02
20,10,0.0,0.0,0.03,0.03,-0.27,0.0,-0.02
21,10,0.0,0.0,0.03,0.03,-0.26,0.0,-0.02
22,10,0.0,0.0,0.03,0.03,-0.25,0.0,-0.02
23,10,0.0,0.0,0.03,0.03,-0.24000000000000002,0.0,-0.02
24,10,0.0,0.0,0.03,0.03,-0.23000000000000004,0.0,-0.02
25,10,0.0,0.0,0.03,0.03,-0.22000000000000003,0.0,-0.02
26,10,0.0,0.0,0.03,0.03,-0.21000000000000002,0.0,-0.02
27,10,0.0,0.0,0.03,0.03,-0.2,0.0,-0.02
28,10,0.0,0.0,0.03,0.03,-0.19,0.0,-0.02
29,10,0.0,0.0,0.03,0.03,-0.18000000000000005,0.0,-0.02
30,10,0.0,0.0,0.03,0.03,-0.17000000000000004,0.0,-0.02
31,10,0.0,0.0,0.03,0.03,-0.16000000000000003,0.0,-0.02
32,10,0.0,0.0,0.03,0.03,-0.15000000000000002,0.0,-0.02
33,10,0.0,0.0,0.03,0.03,-0.14,0.0,-0.02
34,10,0.0,0.0,0.03,0.03,-0.13,0.0,-0.02
35,10,0.0,0.0,0.03,0.03,-0.12,0.0,-0.02
36,10,0.0,0.0,0.03,0.03,-0.11000000000000004,0.0,-0.02
37,10,0.0,0.0,0.03,0.03,-0.10000000000000003,0.0,-0.02
38,10,0.0,0.0,0.03,0.03,-0.09000000000000002,0.0,-0.02
39,10,0.0,0.0,0.03,0.03,-0.08000000000000002,0.0,-0.02
40,10,0.0,0.0,0.03,0.03,-0.07,0.0,-0.02
41,10,0.0,0.0,0.03,0.03,-0.06,0.0,-0.02
42,10,0.0,0.0,0.03,0.03,-0.050000000000000044,0.0,-0.02
43,10,0.0,0.0,0.03,0.03,-0.040000000000000036,0.0,-0.02
44,10,0.0,0.0,0.03,0.03,-0.030000000000000027,0.0,-0.02
45,10,0.0,0.0,0.03,0.03,-0.020000000000000018,0.0,-0.02
46,10,0.0,0.0,0.03,0.03,-0.010000000000000009,0.0,-0.02
47,10,0.0,0.0,0.03,0.03,0.0,0.0,-0.02
48,10,0.0,0.0,0.03,0.03,0.009999999999999953,0.0,-0.02
49,10,0.0,0.0,0.03,0.03,0.019999999999999962,0.0,-0.02
50,10,0.0,0.0,0.03,0.03,0.02999999999999997,0.0,-0.02
51,10,0.0,0.0,0.03,0.03,0.03999999999999998,0.0,-0.02
52,10,0.0,0.0,0.03,0.03,0.04999999999999999,0.0,-0.02
53,10,0.0,0.0,0.03,0.03,0.06,0.0,-0.02
54,10,0.0,0.0,0.03,0.03,0.07,0.0,-0.02
55,10,0.0,0.0,0.03,0.03,0.08000000000000002,0.0,-0.02
56,10,0.0,0.0,0.03,0.03,0.09000000000000002,0.0,-0.02
57,10,0.0,0.0,0.03,0.03,0.10000000000000003,0.0,-0.02
58,10,0.0,0.0,0.03,0.03,0.10999999999999993,0.0,-0.02
59,10,0.0,0.0,0.03,0.03,0.11999999999999994,0.0,-0.02
60,10,0.0,0.0,0.03,0.03,0.12999999999999995,0.0,-0.02
61,10,0.0,0.0,0.03,0.03,0.13999999999999996,0.0,-0.02
62,10,0.0,0.0,0.03,0.03,0.14999999999999997,0.0,-0.02
63,10,0.0,0.0,0.03,0.03,0.15999999999999998,0.0,-0.02
64,10,0.0,0.0,0.03,0.03,0.16999999999999998,0.0,-0.02
65,10,0.0,0.0,0.03,0.03,0.18,0.0,-0.02
66,10,0.0,0.0,0.03,0.03,0.19,0.0,-0.02
67,10,0.0,0.0,0.03,0.03,0.2,0.0,-0.02
68,10,0.0,0.0,0.03,0.03,0.21000000000000002,0.0,-0.02
69,10,0.0,0.0,0.03,0.03,0.22000000000000003,0.0,-0.02
70,10,0.0,0.0,0.03,0.03,0.23000000000000004,0.0,-0.02
71,10,0.0,0.0,0.03,0.03,0.23999999999999994,0.0,-0.02
72,10,0.0,0.0,0.03,0.03,0.24999999999999994,0.0,-0.02
73,10,0.0,0.0,0.03,0.03,0.25999999999999995,0.0,-0.02
74,10,0.0,0.0,0.03,0.03,0.26999999999999996,0.0,-0.02
75,10,0.0,0.0,0.03,0.03,0.27999999999999997,0.0,-0.02
76,10,0.0,0.0,0.03,0.03,0.29,0.0,-0.02
77,10,0.0,0.0,0.03,0.03,0.3,0.0,-0.02
78,10,0.0,0.0,0.03,0.03,0.31,0.0,-0.02
79,10,0.0,0.0,0.03,0.03,0.32,0.0,-0.02
80,10,0.0,0.0,0.03,0.03,0.33,0.0,-0.02
81,10,0.0,0.0,0.03,0.03,0.34,0.0,-0.02
82,10,0.0,0.0,0.03,0.03,0.35000000000000003,0.0,-0.02
83,10,0.0,0.0,0.03,0.03,0.36000000000000004,0.0,-0.02
84,10,0.0,0.0,0.03,0.03,0.36999999999999994,0.0,-0.02
85,10,0.0,0.0,0.03,0.03,0.37999999999999995,0.0,-0.02
86,10,0.0,0.0,0.03,0.03,0.38999999999999996,0.0,-0.02
87,10,0.0,0.0,0.03,0.03,0.39999999999999997,0.0,-0.02
88,10,0.0,0.0,0.03,0.03,0.41,0.0,-0.02
89,10,0.0,0.0,0.03,0.03,0.42,0.0,-0.02
90,10,0.0,0.0,0.03,0.03,0.43,0.0,-0.02
91,10,0.0,0.0,0.03,0.03,0.44,0.0,-0.02
92,10,-0.010000000000000009,0.0,0.03,0.0316227766016838,0.45,0.0,-0.02
93,10,-0.020000000000000018,0.0,0.03,0.036055512754639904,0.46,0.0,-0.02
94,10,-0.030000000000000027,0.0,0.03,0.04242640687119287,0.47000000000000003,0.0,-0.02
95,10,0.030000000000000027,0.0,0.02,0.03605551275463992,-0.47000000000000003,0.0,-0.01
96,10,0.020000000000000018,0.0,0.02,0.028284271247461915,-0.46,0.0,-0.01
97,10,0.010000000000000009,0.0,0.02,0.0223606797749979,-0.45,0.0,-0.01
98,10,5.551115123125783e-17,0.0,0.02,0.02,-0.44000000000000006,0.0,-0.01
99,10,0.0,0.0,0.02,0.02,-0.43000000000000005,0.0,-0.01
100,10,0.0,0.0,0.02,0.02,-0.42000000000000004,0.0,-0.01
101,10,0.0,0.0,0.02,0.02,-0.41000000000000003,0.0,-0.01
102,10,0.0,0.0,0.02,0.02,-0.4,0.0,-0.01
103,10,0.0,0.0,0.02,0.02,-0.39,0.0,-0.01
104,10,0.0,0.0,0.02,0.02,-0.38,0.0,-0.01
105,10,0.0,0.0,0.02,0.02,-0.37,0.0,-0.01
106,10,0.0,0.0,0.02,0.02,-0.36000000000000004,0.0,-0.01
107,10,0.0,0.0,0.02,0.02,-0.35000000000000003,0.0,-0.01
108,10,0.0,0.0,0.02,0.02,-0.34,0.0,-0.01
109,10,0.0,0.0,0.02,0.02,-0.33,0.0,-0.01
110,10,0.0,0.0,0.02,0.02,-0.32000000000000006,0.0,-0.01
111,10,0.0,0.0,0.02,0.02,-0.31000000000000005,0.0,-0.01
112,10,0.0,0.0,0.02,0.02,-0.30000000000000004,0.0,-0.01
113,10,0.0,0.0,0.02,0.02,-0.29000000000000004,0.0,-0.01
114,10,0.0,0.0,0.02,0.02,-0.28,0.0,-0.01
115,10,0.0,0.0,0.02,0.02,-0.27,0.0,-0.01
116,10,0.0,0.0,0.02,0.02,-0.26,0.0,-0.01
117,10,0.0,0.0,0.02,0.02,-0.25,0.0,-0.01
118,10,0.0,0.0,0.02,0.02,-0.24000000000000002,0.0,-0.01
119,10,0.0,0.0,0.02,0.02,-0.23000000000000004,0.0,-0.01
120,10,0.0,0.0,0.02,0.02,-0.22000000000000003,0.0,-0.01
121,10,0.0,0.0,0.02,0.02,-0.21000000000000002,0.0,-0.01
122,10,0.0,0.0,0.02,0.02,-0.2,0.0,-0.01
123,10,0.0,0.0,0.02,0.02,-0.19,0.0,-0.01
124,10,0.0,0.0,0.02,0.02,-0.18000000000000005,0.0,-0.01
125,10,0.0,0.0,0.02,0.02,-0.17000000000000004,0.0,-0.01
126,10,0.0,0.0,0.02,0.02,-0.16000000000000003,0.0,-0.01
127,10,0.0,0.0,0.02,0.02,-0.15000000000000002,0.0,-0.01
128,10,0.0,0.0,0.02,0.02,-0.14,0.0,-0.01
129,10,0.0,0.0,0.02,0.02,-0.13,0.0,-0.01
130,10,0.0,0.0,0.02,0.02,-0.12,0.0,-0.01
131,10,0.0,0.0,0.02,0.02,-0.11000000000000004,0.0,-0.01
132,10,0.0,0.0,0.02,0.02,-0.10000000000000003,0.0,-0.01
133,10,0.0,0.0,0.02,0.02,-0.09000000000000002,0.0,-0.01
134,10,0.0,0.0,0.02,0.02,-0.08000000000000002,0.0,-0.01
135,10,0.0,0.0,0.02,0.02,-0.07,0.0,-0.01
136,10,0.0,0.0,0.02,0.02,-0.06,0.0,-0.01
137,10,0.0,0.0,0.02,0.02,-0.050000000000000044,0.0,-0.01
138,10,0.0,0.0,0.02,0.02,-0.040000000000000036,0.0,-0.01
139,10,0.0,0.0,0.02,0.02,-0.030000000000000027,0.0,-0.01
140,10,0.0,0.0,0.02,0.02,-0.020000000000000018,0.0,-0.01
141,10,0.0,0.0,0.02,0.02,-0.010000000000000009,0.0,-0.01
142,10,0.0,0.0,0.02,0.02,0.0,0.0,-0.01
143,10,0.0,0.0,0.02,0.02,0.009999999999999953,0.0,-0.01
144,10,0.0,0.0,0.02,0.02,0.019999999999999962,0.0,-0.01
