"Idp","Vel:0","Vel:1","Vel:2","Rhop","Type","Mk","Points:0","Points:1","Points:2"
0,0.0,0.0,0.0,1000.0,0,10,-0.456,0.0,-0.006
1,0.0,0.0,0.0,1000.0,0,10,-0.454,0.0,-0.006
2,0.0,0.0,0.0,1000.0,0,10,-0.452,0.0,-0.006
3,0.0,0.0,0.0,1000.0,0,10,-0.45,0.0,-0.006
4,0.0,0.0,0.0,1000.0,0,10,-0.448,0.0,-0.006
5,0.0,0.0,0.0,1000.0,0,10,-0.446,0.0,-0.006
6,0.0,0.0,0.0,1000.0,0,10,-0.444,0.0,-0.006
7,0.0,0.0,0.0,1000.0,0,10,-0.442,0.0,-0.006
8,0.0,0.0,0.0,1000.0,0,10,-0.44,0.0,-0.006
9,0.0,0.0,0.0,1000.0,0,10,-0.438,0.0,-0.006
10,0.0,0.0,0.0,1000.0,0,10,-0.436,0.0,-0.006
11,0.0,0.0,0.0,1000.0,0,10,-0.434,0.0,-0.006
12,0.0,0.0,0.0,1000.0,0,10,-0.432,0.0,-0.006
13,0.0,0.0,0.0,1000.0,0,10,-0.43,0.0,-0.006
14,0.0,0.0,0.0,1000.0,0,10,-0.428,0.0,-0.006
15,0.0,0.0,0.0,1000.0,0,10,-0.42600000000000005,0.0,-0.006
16,0.0,0.0,0.0,1000.0,0,10,-0.42400000000000004,0.0,-0.006
17,0.0,0.0,0.0,1000.0,0,10,-0.42200000000000004,0.0,-0.006
18,0.0,0.0,0.0,1000.0,0,10,-0.42000000000000004,0.0,-0.006
19,0.0,0.0,0.0,1000.0,0,10,-0.41800000000000004,0.0,-0.006
20,0.0,0.0,0.0,1000.0,0,10,-0.41600000000000004,0.0,-0.006
21,0.0,0.0,0.0,1000.0,0,10,-0.41400000000000003,0.0,-0.006
22,0.0,0.0,0.0,1000.0,0,10,-0.41200000000000003,0.0,-0.006
23,0.0,0.0,0.0,1000.0,0,10,-0.41000000000000003,0.0,-0.006
24,0.0,0.0,0.0,1000.0,0,10,-0.40800000000000003,0.0,-0.006
25,0.0,0.0,0.0,1000.0,0,10,-0.406,0.0,-0.006
26,0.0,0.0,0.0,1000.0,0,10,-0.404,0.0,-0.006
27,0.0,0.0,0.0,1000.0,0,10,-0.402,0.0,-0.006
28,0.0,0.0,0.0,1000.0,0,10,-0.4,0.0,-0.006
29,0.0,0.0,0.0,1000.0,0,10,-0.398,0.0,-0.006
