"Idp","Vel:0","Vel:1","Vel:2","Rhop","Press","EnKin","EnPot","EnInt","EnTot","Type","Points:0","Points:1","Points:2"
1109,-5.4899e-06,0,9.3196e-06,1002.5,9942.7,2.3399e-11,0.15699,0.0048038,0.16179,,0.17999,0,0.040007
1110,1.058e-05,0,5.4529e-05,1002.4,9743.9,6.1708e-10,0.23547,0.0046161,0.24009,,0.17999,0,0.060009
1158,-9.993e-06,0,1.1418e-05,1002.6,10340,4.6046e-11,1.4972e-05,0.0051901,0.005205,,0.19999,0,3.8156e-06
1159,-1.0234e-05,0,-2.1822e-05,1002.5,10142,1.1619e-10,0.078491,0.0049951,0.083487,,0.19999,0,0.020003
1160,2.0063e-05,0,-4.0821e-05,1002.5,9942.7,4.1377e-10,0.15698,0.0048038,0.16178,,0.19999,0,0.040004
1161,-1.7326e-05,0,5.3722e-08,1002.4,9743.9,6.0041e-11,0.23546,0.0046161,0.24007,,0.19998,0,0.060005
1209,4.7828e-06,0,-2.1403e-05,1002.6,10340,9.6189e-11,2.0402e-05,0.0051898,0.0052102,,0.21999,0,5.1994e-06
1210,1.2889e-05,0,1.2467e-05,1002.5,10141,6.4311e-11,0.078503,0.0049948,0.083498,,0.21999,0,0.020006
1211,-1.3605e-06,0,-4.026e-05,1002.5,9942.7,3.2455e-10,0.15699,0.0048038,0.16179,,0.21999,0,0.040008
1212,4.4015e-06,0,-1.7121e-05,1002.4,9743.9,6.2502e-11,0.23547,0.0046161,0.24009,,0.21998,0,0.060007
1260,1.6361e-05,0,-2.0784e-05,1002.6,10341,1.3993e-10,1.6497e-05,0.0051903,0.0052068,,0.23999,0,4.2042e-06
1261,-1.1892e-06,0,2.6843e-05,1002.5,10142,1.444e-10,0.078494,0.0049951,0.083489,,0.23999,0,0.020004
1262,6.784e-06,0,2.5883e-05,1002.5,9942.7,1.4319e-10,0.15697,0.0048038,0.16178,,0.23999,0,0.040004
1263,3.0112e-05,0,2.9432e-05,1002.4,9744.1,3.546e-10,0.23545,0.0046164,0.24007,,0.23998,0,0.060003
1311,-7.1078e-06,0,-9.2122e-06,1002.6,10340,2.7077e-11,1.5974e-05,0.0051901,0.005206,,0.25999,0,4.0708e-06
1312,-4.8232e-06,0,1.1835e-05,1002.5,10142,3.2668e-11,0.078489,0.0049951,0.083484,,0.25999,0,0.020002
1313,-1.8524e-05,0,-1.0918e-05,1002.5,9942.7,9.2463e-11,0.15697,0.0048038,0.16177,,0.25999,0,0.040002
1314,8.2865e-06,0,-2.1614e-05,1002.4,9743.9,1.0717e-10,0.23545,0.0046161,0.24006,,0.25999,0,0.060001
1362,-6.2552e-06,0,-9.1421e-06,1002.6,10341,2.4541e-11,1.5911e-05,0.0051906,0.0052065,,0.27999,0,4.0549e-06
1363,7.1381e-06,0,-3.3787e-06,1002.5,10141,1.2474e-11,0.078495,0.0049948,0.08349,,0.27999,0,0.020004
1364,7.7073e-06,0,-5.5298e-06,1002.5,9942.5,1.7996e-11,0.15698,0.0048035,0.16178,,0.27999,0,0.040005
1365,-3.5535e-06,0,-1.5323e-05,1002.4,9743.9,4.9487e-11,0.23546,0.0046161,0.24007,,0.27999,0,0.060005
1413,-8.2858e-06,0,1.011e-05,1002.6,10341,3.4173e-11,1.1744e-05,0.0051903,0.0052021,,0.29999,0,2.9928e-06
1414,3.7799e-06,0,1.6973e-05,1002.5,10141,6.0473e-11,0.078483,0.0049948,0.083478,,0.29999,0,0.020001
1415,3.9781e-06,0,1.5844e-05,1002.5,9942.5,5.3369e-11,0.15696,0.0048035,0.16177,,0.29999,0,0.040001
1416,8.9604e-06,0,-1.8415e-06,1002.4,9743.9,1.6736e-11,0.23544,0.0046161,0.24005,,0.29999,0,0.059999
1464,1.0355e-05,0,-1.2561e-05,1002.6,10340,5.3002e-11,1.1361e-05,0.0051898,0.0052012,,0.31999,0,2.8953e-06
1465,3.2694e-05,0,1.2166e-05,1002.5,10141,2.4339e-10,0.078484,0.0049948,0.083479,,0.31999,0,0.020001
1466,-1.336e-05,0,-1.9693e-05,1002.5,9942.7,1.1326e-10,0.15696,0.0048038,0.16177,,0.31999,0,0.040001
1467,7.0464e-06,0,1.534e-05,1002.4,9743.9,5.6996e-11,0.23544,0.0046161,0.24006,,0.31999,0,0.06
1515,-7.6332e-06,0,-2.0733e-06,1002.6,10340,1.2513e-11,1.3059e-05,0.0051901,0.0052031,,0.33999,0,3.3281e-06
1516,3.0569e-06,0,2.135e-05,1002.5,10142,9.303e-11,0.078488,0.0049951,0.083483,,0.33999,0,0.020002
1517,6.3723e-06,0,-1.7465e-06,1002.5,9942.7,8.7313e-12,0.15697,0.0048038,0.16177,,0.33999,0,0.040002
1518,-1.0314e-05,0,2.4538e-05,1002.4,9743.9,1.417e-10,0.23544,0.0046161,0.24006,,0.33999,0,0.06
1566,-6.6254e-06,0,-8.6861e-06,1002.6,10340,2.3869e-11,1.283e-05,0.0051901,0.0052029,,0.36,0,3.2697e-06
1567,-2.3774e-05,0,-2.3045e-06,1002.5,10141,1.141e-10,0.078482,0.0049948,0.083477,,0.35999,0,0.020001
1568,-1.1892e-05,0,7.8762e-06,1002.5,9942.5,4.0691e-11,0.15696,0.0048035,0.16176,,0.35999,0,0.04
1569,-1.5204e-06,0,-5.6931e-06,1002.4,9744.1,6.9446e-12,0.23543,0.0046164,0.24005,,0.35999,0,0.059998
1617,7.4159e-06,0,1.3478e-05,1002.6,10340,4.7332e-11,1.5038e-05,0.0051901,0.0052051,,0.38,0,3.8322e-06
1618,-4.7528e-06,0,-5.0129e-07,1002.5,10141,4.5681e-12,0.078489,0.0049948,0.083484,,0.38,0,0.020002
1619,-2.0104e-06,0,-6.0641e-07,1002.5,9942.7,8.819e-13,0.15697,0.0048038,0.16177,,0.38,0,0.040002
1620,1.7283e-05,0,-2.498e-05,1002.4,9743.6,1.8454e-10,0.23544,0.0046159,0.24006,,0.37999,0,0.060001
1668,1.8254e-05,0,1.8779e-05,1002.6,10340,1.3717e-10,1.5849e-05,0.0051901,0.0052059,,0.4,0,4.0389e-06
1669,-1.8705e-05,0,1.089e-05,1002.5,10142,9.3693e-11,0.078483,0.0049953,0.083479,,0.4,0,0.020001
1670,-1.8989e-05,0,2.3945e-05,1002.5,9942.5,1.8679e-10,0.15696,0.0048035,0.16176,,0.4,0,0.04
1671,-1.5029e-05,0,3.1269e-06,1002.4,9743.9,4.7129e-11,0.23543,0.0046161,0.24005,,0.4,0,0.059998
1719,1.1614e-05,0,1.456e-05,1002.6,10341,6.9374e-11,1.5866e-05,0.0051903,0.0052062,,0.42,0,4.0434e-06
1720,1.6606e-05,0,1.1216e-05,1002.5,10142,8.031e-11,0.078489,0.0049951,0.083484,,0.42,0,0.020002
1721,-4.4135e-07,0,2.6437e-05,1002.5,9942.7,1.3982e-10,0.15697,0.0048038,0.16177,,0.42,0,0.040002
1722,-2.0368e-05,0,2.26e-05,1002.4,9743.9,1.8512e-10,0.23544,0.0046161,0.24005,,0.42,0,0.059999
1770,-9.1307e-06,0,-1.5749e-06,1002.6,10340,1.717e-11,1.4083e-05,0.0051901,0.0052042,,0.44,0,3.589e-06
1771,-1.1995e-05,0,-1.2808e-05,1002.5,10142,6.1584e-11,0.078489,0.0049951,0.083484,,0.44,0,0.020002
1772,6.3032e-06,0,-2.7055e-05,1002.5,9942.7,1.5434e-10,0.15697,0.0048038,0.16177,,0.44,0,0.040002
1773,4.124e-08,0,2.5582e-06,1002.4,9744.1,1.3092e-12,0.23544,0.0046164,0.24005,,0.44,0,0.059999
1821,3.9928e-05,0,1.9759e-05,1002.6,10340,3.9693e-10,1.5781e-05,0.0051901,0.0052059,,0.46,0,4.0218e-06
1822,-2.4852e-07,0,2.4615e-05,1002.5,10142,1.2119e-10,0.078483,0.0049953,0.083479,,0.46,0,0.020001
1823,-4.7634e-06,0,7.3244e-06,1002.5,9942.5,1.5268e-11,0.15697,0.0048035,0.16177,,0.46,0,0.040001
1824,-1.682e-05,0,2.8175e-05,1002.4,9743.9,2.1535e-10,0.23543,0.0046161,0.24005,,0.46,0,0.059999
1872,1.6308e-05,0,-3.1278e-05,1002.6,10340,2.4886e-10,1.1636e-05,0.0051898,0.0052015,,0.48,0,2.9654e-06
1873,1.5851e-06,0,-2.0622e-06,1002.5,10142,1.353e-12,0.078482,0.0049951,0.083477,,0.48,0,0.020001
1874,6.5723e-06,0,-1.9594e-05,1002.5,9942.7,8.5424e-11,0.15696,0.0048038,0.16177,,0.48,0,0.040001
1875,1.0201e-05,0,-1.3795e-05,1002.4,9744.1,5.8876e-11,0.23544,0.0046164,0.24005,,0.48,0,0.059999
1923,9.668e-06,0,-3.5093e-05,1002.6,10340,2.65e-10,1.6729e-05,0.0051901,0.0052068,,0.50001,0,4.2633e-06
1924,3.0855e-06,0,2.918e-05,1002.5,10142,1.722e-10,0.07849,0.0049951,0.083485,,0.50001,0,0.020002
1925,6.0228e-06,0,-7.4011e-06,1002.5,9942.7,1.821e-11,0.15697,0.0048038,0.16178,,0.50001,0,0.040003
1926,-1.9544e-06,0,-1.4104e-05,1002.4,9743.9,4.0546e-11,0.23545,0.0046161,0.24006,,0.50001,0,0.060002
1974,1.1151e-05,0,-1.125e-05,1002.6,10340,5.0183e-11,1.6102e-05,0.0051901,0.0052062,,0.52001,0,4.1034e-06
1975,2.1087e-05,0,-5.6231e-06,1002.5,10142,9.5252e-11,0.078485,0.0049951,0.08348,,0.52001,0,0.020001
1976,-9.8391e-06,0,1.8192e-05,1002.5,9942.7,8.5549e-11,0.15697,0.0048038,0.16177,,0.52001,0,0.040002
1977,-5.276e-06,0,-1.1609e-05,1002.4,9743.9,3.252e-11,0.23545,0.0046161,0.24006,,0.52001,0,0.060002
2025,-1.9331e-05,0,-5.229e-06,1002.6,10341,8.0205e-11,1.891e-05,0.0051903,0.0052092,,0.54001,0,4.819e-06
2026,-1.2569e-05,0,-1.0933e-05,1002.5,10142,5.5504e-11,0.078496,0.0049951,0.083491,,0.54001,0,0.020004
2027,-5.9563e-06,0,-2.0923e-05,1002.5,9942.7,9.4651e-11,0.15698,0.0048038,0.16178,,0.54001,0,0.040005
2028,8.2546e-07,0,-4.116e-05,1002.4,9743.9,3.3896e-10,0.23545,0.0046161,0.24007,,0.54001,0,0.060003
2076,2.1163e-05,0,2.7199e-06,1002.6,10340,9.1058e-11,1.5478e-05,0.0051901,0.0052055,,0.56001,0,3.9444e-06
2077,2.2972e-05,0,1.2721e-06,1002.5,10142,1.0587e-10,0.078493,0.0049951,0.083488,,0.56001,0,0.020003
2078,1.3747e-05,0,-1.7071e-05,1002.5,9942.7,9.6078e-11,0.15698,0.0048038,0.16178,,0.56001,0,0.040004
2079,1.3981e-05,0,-7.8283e-06,1002.4,9743.6,5.135e-11,0.23545,0.0046159,0.24007,,0.56001,0,0.060003
2127,1.2902e-05,0,1.0736e-06,1002.6,10340,3.3524e-11,1.7731e-05,0.0051901,0.0052078,,0.58001,0,4.5187e-06
2128,-1.675e-05,0,3.9236e-06,1002.5,10142,5.919e-11,0.078495,0.0049953,0.083491,,0.58001,0,0.020004
2129,2.775e-06,0,-1.8502e-05,1002.5,9942.5,7.0004e-11,0.15698,0.0048035,0.16178,,0.58001,0,0.040005
2130,2.4364e-05,0,8.3031e-06,1002.4,9744.1,1.3251e-10,0.23546,0.0046164,0.24007,,0.58001,0,0.060004
2178,7.315e-06,0,8.9414e-06,1002.6,10341,2.6691e-11,2.1755e-05,0.0051903,0.0052121,,0.60001,0,5.5442e-06
2179,6.6214e-07,0,-1.0011e-05,1002.5,10142,2.0131e-11,0.078495,0.0049951,0.08349,,0.60001,0,0.020004
2180,8.9623e-06,0,3.0093e-05,1002.5,9942.7,1.9718e-10,0.15698,0.0048038,0.16178,,0.60001,0,0.040005
2181,2.1107e-06,0,-9.5878e-06,1002.4,9744.1,1.9276e-11,0.23545,0.0046164,0.24007,,0.60001,0,0.060003
2229,-3.9597e-07,0,-3.6316e-05,1002.6,10341,2.638e-10,1.7969e-05,0.0051906,0.0052085,,0.62001,0,4.5792e-06
2230,-6.7065e-06,0,1.4127e-07,1002.5,10142,8.9994e-12,0.078499,0.0049951,0.083494,,0.62001,0,0.020005
2231,3.6178e-06,0,6.832e-06,1002.5,9942.7,1.1953e-11,0.15698,0.0048038,0.16178,,0.62001,0,0.040004
2232,8.5075e-06,0,-1.4715e-05,1002.4,9743.9,5.7784e-11,0.23546,0.0046161,0.24007,,0.62001,0,0.060004
2280,-3.6069e-05,0,-1.7012e-05,1002.6,10340,3.1807e-10,1.9583e-05,0.0051901,0.0052097,,0.64001,0,4.9905e-06
2281,-1.1113e-05,0,-1.496e-05,1002.5,10142,6.946e-11,0.078495,0.0049953,0.08349,,0.64001,0,0.020004
2282,-6.2275e-06,0,1.2288e-05,1002.5,9942.5,3.7953e-11,0.15698,0.0048035,0.16178,,0.64001,0,0.040004
2283,1.0077e-05,0,-3.2997e-06,1002.4,9744.1,2.2486e-11,0.23545,0.0046164,0.24007,,0.64001,0,0.060004
2331,-2.4943e-06,0,3.5119e-05,1002.6,10340,2.4791e-10,1.8262e-05,0.0051898,0.0052081,,0.66001,0,4.6539e-06
2332,8.4454e-06,0,-1.7605e-05,1002.5,10142,7.6253e-11,0.078496,0.0049951,0.083491,,0.66001,0,0.020004
2333,-7.764e-06,0,-3.7517e-06,1002.5,9942.7,1.4871e-11,0.15698,0.0048038,0.16178,,0.66001,0,0.040005
2334,7.2727e-06,0,1.1551e-05,1002.4,9744.1,3.7265e-11,0.23546,0.0046164,0.24008,,0.66002,0,0.060006
2382,-3.0122e-06,0,4.6552e-06,1002.6,10341,6.1489e-12,1.938e-05,0.0051908,0.0052102,,0.68001,0,4.9389e-06
2383,-2.8797e-05,0,-1.0515e-06,1002.5,10142,1.6607e-10,0.078498,0.0049951,0.083493,,0.68001,0,0.020004
2384,-1.4102e-05,0,1.6709e-05,1002.5,9942.7,9.5614e-11,0.15698,0.0048038,0.16179,,0.68001,0,0.040006
2385,-1.6987e-05,0,4.631e-06,1002.4,9744.1,6.2003e-11,0.23546,0.0046164,0.24008,,0.68002,0,0.060005
2433,-1.587e-05,0,-3.2913e-06,1002.6,10340,5.2537e-11,1.5338e-05,0.0051901,0.0052054,,0.70001,0,3.9087e-06
2434,1.3955e-05,0,-1.3684e-05,1002.5,10142,7.6397e-11,0.078492,0.0049951,0.083487,,0.70001,0,0.020003
2435,9.7059e-06,0,-1.3316e-07,1002.5,9942.7,1.8845e-11,0.15698,0.0048038,0.16178,,0.70001,0,0.040005
2436,-2.1998e-05,0,-1.1174e-05,1002.4,9744.1,1.2176e-10,0.23546,0.0046164,0.24008,,0.70002,0,0.060005
2484,-1.378e-06,0,2.6528e-05,1002.6,10341,1.4112e-10,1.9049e-05,0.0051903,0.0052094,,0.72001,0,4.8544e-06
2485,-7.4678e-06,0,4.4654e-06,1002.5,10141,1.5142e-11,0.078505,0.0049948,0.083499,,0.72001,0,0.020006
2486,-8.6954e-06,0,-8.3716e-06,1002.5,9943.2,2.9139e-11,0.15699,0.0048042,0.1618,,0.72001,0,0.040008
2487,-1.9752e-05,0,2.227e-05,1002.4,9743.9,1.7722e-10,0.23547,0.0046161,0.24009,,0.72002,0,0.060008
2535,-2.3856e-06,0,2.5178e-05,1002.6,10341,1.2793e-10,1.7052e-05,0.0051903,0.0052074,,0.74001,0,4.3455e-06
2536,-1.5477e-05,0,-6.9809e-07,1002.5,10142,4.8006e-11,0.078496,0.0049951,0.083491,,0.74001,0,0.020004
2537,-1.3136e-05,0,-2.4085e-05,1002.5,9943.2,1.5053e-10,0.15698,0.0048042,0.16179,,0.74001,0,0.040006
2538,1.8368e-05,0,7.421e-06,1002.4,9743.9,7.8495e-11,0.23546,0.0046161,0.24008,,0.74002,0,0.060006
2586,2.3739e-05,0,5.4118e-06,1002.6,10340,1.1856e-10,1.5096e-05,0.0051901,0.0052052,,0.76001,0,3.8471e-06
2587,1.7566e-05,0,2.8192e-05,1002.5,10141,2.2067e-10,0.078496,0.0049948,0.083491,,0.76001,0,0.020004
2588,1.6624e-06,0,1.309e-05,1002.5,9942.7,3.4824e-11,0.15698,0.0048038,0.16179,,0.76001,0,0.040006
2589,9.3241e-06,0,4.7242e-05,1002.4,9743.9,4.6376e-10,0.23547,0.0046161,0.24008,,0.76002,0,0.060007
2637,2.362e-06,0,3.5788e-05,1002.6,10340,2.5728e-10,1.9108e-05,0.0051901,0.0052092,,0.78001,0,4.8696e-06
2638,2.1245e-06,0,-1.5788e-06,1002.5,10142,1.4013e-12,0.078507,0.0049958,0.083503,,0.78001,0,0.020007
2639,-1.1011e-07,0,-3.4652e-05,1002.5,9942.7,2.4015e-10,0.15699,0.0048038,0.1618,,0.78001,0,0.040008
2640,4.1625e-06,0,-3.6175e-06,1002.4,9743.9,6.0825e-12,0.23548,0.0046161,0.24009,,0.78001,0,0.060009
2688,9.5247e-06,0,-2.798e-06,1002.6,10340,1.971e-11,1.0041e-05,0.0051901,0.0052001,,0.80001,0,2.5589e-06
2689,-1.6999e-05,0,-3.101e-05,1002.5,10142,2.5012e-10,0.078492,0.0049953,0.083487,,0.80001,0,0.020003
2690,2.0714e-05,0,-4.0788e-05,1002.5,9942.7,4.1855e-10,0.15698,0.0048038,0.16178,,0.80001,0,0.040005
2691,-6.1933e-06,0,-4.0166e-06,1002.4,9744.1,1.0898e-11,0.23546,0.0046164,0.24008,,0.80001,0,0.060005
2739,3.4125e-05,0,8.0803e-06,1002.6,10341,2.4596e-10,2.1642e-05,0.0051903,0.005212,,0.82001,0,5.5152e-06
2740,6.9103e-06,0,3.5815e-05,1002.5,10142,2.6609e-10,0.078504,0.0049951,0.083499,,0.82001,0,0.020006
2741,-9.5917e-06,0,3.2387e-05,1002.5,9942.7,2.2818e-10,0.157,0.0048038,0.1618,,0.82001,0,0.04001
2742,-5.187e-06,0,6.0101e-05,1002.4,9744.1,7.2781e-10,0.23548,0.0046164,0.2401,,0.82001,0,0.06001
2790,-1.1761e-05,0,-1.1595e-06,1002.6,10341,2.7932e-11,2.4646e-05,0.0051903,0.005215,,0.84001,0,6.2807e-06
2791,3.8816e-06,0,-7.4437e-06,1002.5,10142,1.4095e-11,0.078511,0.0049951,0.083506,,0.84001,0,0.020008
2792,1.7998e-05,0,-1.073e-05,1002.5,9942.7,8.7815e-11,0.157,0.0048038,0.16181,,0.84001,0,0.040011
2793,3.6815e-05,0,-2.1856e-05,1002.4,9744.1,3.666e-10,0.23549,0.0046164,0.24011,,0.84001,0,0.060013
2841,2.7102e-05,0,-8.1285e-06,1002.6,10341,1.6012e-10,9.5835e-06,0.0051903,0.0051999,,0.86001,0,2.4423e-06
2842,-1.5607e-05,0,-2.1403e-05,1002.5,10142,1.4033e-10,0.078488,0.0049953,0.083484,,0.86001,0,0.020002
2843,-1.4792e-05,0,-3.6294e-06,1002.5,9942.7,4.6397e-11,0.15697,0.0048038,0.16177,,0.86001,0,0.040002
2844,9.0588e-07,0,-5.6675e-07,1002.4,9743.9,2.2837e-13,0.23545,0.0046161,0.24007,,0.86001,0,0.060004
2892,8.7611e-06,0,1.6831e-05,1002.6,10341,7.2005e-11,2.7285e-05,0.0051903,0.0052176,,0.88001,0,6.9534e-06
2893,-2.6336e-06,0,3.9616e-05,1002.5,10142,3.1527e-10,0.078523,0.0049951,0.083518,,0.88001,0,0.020011
2894,-1.3919e-06,0,5.5453e-05,1002.5,9942.7,6.154e-10,0.15701,0.0048038,0.16182,,0.88001,0,0.040014
2895,6.0565e-06,0,1.9077e-05,1002.4,9743.9,8.0124e-11,0.23551,0.0046161,0.24012,,0.88001,0,0.060017
2943,-2.8464e-05,0,-3.1959e-05,1002.6,10341,3.6631e-10,2.5844e-05,0.0051911,0.0052169,,0.9,0,6.5861e-06
2944,2.1724e-05,0,-5.8824e-05,1002.5,10142,7.8644e-10,0.078508,0.0049951,0.083503,,0.9,0,0.020007
2945,3.4185e-05,0,-5.2882e-05,1002.5,9942.7,7.9302e-10,0.157,0.0048038,0.1618,,0.90001,0,0.04001
2946,-3.1434e-05,0,-7.1212e-05,1002.4,9744.1,1.2119e-09,0.23548,0.0046164,0.2401,,0.90001,0,0.06001
2994,-2.4424e-05,0,1.7978e-05,1002.6,10341,1.8395e-10,1.4076e-05,0.0051906,0.0052046,,0.92,0,3.5872e-06
2995,-1.1471e-06,0,4.8903e-05,1002.5,10142,4.7857e-10,0.078494,0.0049951,0.083489,,0.92,0,0.020004
2996,-1.8698e-05,0,6.3446e-05,1002.5,9942.7,8.7499e-10,0.15698,0.0048038,0.16178,,0.92,0,0.040005
2997,-1.11e-05,0,7.0857e-05,1002.4,9744.1,1.0288e-09,0.23547,0.0046164,0.24008,,0.92001,0,0.060007
3045,-3.9689e-05,0,-3.2907e-05,1002.6,10341,5.3162e-10,3.0355e-05,0.0051903,0.0052207,,0.94,0,7.7357e-06
3046,1.1673e-05,0,-2.4494e-06,1002.5,10142,2.8452e-11,0.078529,0.0049953,0.083524,,0.94,0,0.020012
3047,-1.6517e-05,0,-3.7902e-05,1002.5,9943,3.4186e-10,0.15702,0.004804,0.16183,,0.94,0,0.040016
3048,-2.1142e-05,0,-7.9663e-06,1002.4,9743.9,1.0209e-10,0.23551,0.0046161,0.24013,,0.94,0,0.060018
3096,-3.3338e-05,0,-6.2217e-06,1002.6,10341,2.3003e-10,1.0284e-05,0.0051906,0.0052008,,0.96,0,2.6209e-06
3097,-2.141e-05,0,-4.9399e-05,1002.5,10142,5.7973e-10,0.078487,0.0049953,0.083483,,0.96,0,0.020002
3098,-6.4881e-06,0,-1.5836e-05,1002.5,9943,5.8578e-11,0.15697,0.004804,0.16178,,0.96,0,0.040003
3099,1.457e-05,0,-3.3516e-05,1002.4,9743.6,2.6712e-10,0.23545,0.0046159,0.24007,,0.96,0,0.060004
3147,-3.5098e-05,0,2.1701e-05,1002.6,10340,3.4055e-10,2.1757e-05,0.0051898,0.0052116,,0.98,0,5.5445e-06
3148,1.8942e-05,0,4.1096e-05,1002.5,10142,4.0954e-10,0.078507,0.0049951,0.083502,,0.98,0,0.020007
3149,-2.4595e-05,0,3.8115e-05,1002.5,9943.2,4.1153e-10,0.157,0.0048042,0.16181,,0.98,0,0.040011
3150,-3.4514e-05,0,3.1299e-05,1002.4,9744.1,4.3417e-10,0.23549,0.0046164,0.24011,,0.98,0,0.060014
