"Idp","Mk","Normal:0","Normal:1","Normal:2","NormalSize","Points:0","Points:1","Points:2"
0,10,0.06,0,0.06,0.084853,-0.03,0,-0.03
1,10,0.06,0,0.04,0.072111,-0.03,0,-0.02
2,10,0.06,0,0.02,0.063246,-0.03,0,-0.01
3,10,0.06,0,0,0.06,-0.03,0,0
4,10,0.06,0,0,0.06,-0.03,0,0.01
5,10,0.06,0,0,0.06,-0.03,0,0.02
6,10,0.06,0,0,0.06,-0.03,0,0.03
7,10,0.06,0,0,0.06,-0.03,0,0.04
8,10,0.06,0,0,0.06,-0.03,0,0.05
9,10,0.06,0,0,0.06,-0.03,0,0.06
10,10,0.06,0,0,0.06,-0.03,0,0.07
11,10,0.06,0,0,0.06,-0.03,0,0.08
12,10,0.06,0,0,0.06,-0.03,0,0.09
13,10,0.06,0,0,0.06,-0.03,0,0.1
14,10,0.06,0,0,0.06,-0.03,0,0.11
15,10,0.06,0,0,0.06,-0.03,0,0.12
16,10,0.06,0,0,0.06,-0.03,0,0.13
17,10,0.06,0,0,0.06,-0.03,0,0.14
18,10,0.06,0,0,0.06,-0.03,0,0.15
19,10,0.06,0,0,0.06,-0.03,0,0.16
20,10,0.06,0,0,0.06,-0.03,0,0.17
21,10,0.06,0,0,0.06,-0.03,0,0.18
22,10,0.06,0,0,0.06,-0.03,0,0.19
23,10,0.06,0,0,0.06,-0.03,0,0.2
24,10,0.06,0,0,0.06,-0.03,0,0.21
25,10,0.06,0,0,0.06,-0.03,0,0.22
26,10,0.06,0,0,0.06,-0.03,0,0.23
27,10,0.06,0,0,0.06,-0.03,0,0.24
28,10,0.06,0,0,0.06,-0.03,0,0.25
29,10,0.06,0,0,0.06,-0.03,0,0.26
30,10,0.06,0,0,0.06,-0.03,0,0.27
31,10,0.06,0,0,0.06,-0.03,0,0.28
32,10,0.06,0,0,0.06,-0.03,0,0.29
33,10,0.06,0,0,0.06,-0.03,0,0.3
34,10,0.06,0,0,0.06,-0.03,0,0.31
35,10,0.06,0,0,0.06,-0.03,0,0.32
36,10,0.06,0,0,0.06,-0.03,0,0.33
37,10,0.06,0,0,0.06,-0.03,0,0.34
38,10,0.06,0,0,0.06,-0.03,0,0.35
39,10,0.06,0,0,0.06,-0.03,0,0.36
40,10,0.06,0,0,0.06,-0.03,0,0.37
41,10,0.06,0,0,0.06,-0.03,0,0.38
42,10,0.06,0,0,0.06,-0.03,0,0.39
43,10,0.06,0,0,0.06,-0.03,0,0.4
44,10,0.06,0,0,0.06,-0.03,0,0.41
45,10,0.06,0,0,0.06,-0.03,0,0.42
46,10,0.06,0,0,0.06,-0.03,0,0.43
47,10,0.06,0,0,0.06,-0.03,0,0.44
48,10,0.06,0,0,0.06,-0.03,0,0.45
49,10,0.06,0,0,0.06,-0.03,0,0.46
50,10,0.06,0,0,0.06,-0.03,0,0.47
51,10,0.06,0,0,0.06,-0.03,0,0.48
52,10,0.06,0,0,0.06,-0.03,0,0.49
53,10,0.06,0,0,0.06,-0.03,0,0.5
54,10,0.06,0,0,0.06,-0.03,0,0.51
55,10,0.06,0,0,0.06,-0.03,0,0.52
56,10,0.06,0,0,0.06,-0.03,0,0.53
57,10,0.06,0,0,0.06,-0.03,0,0.54
58,10,0.06,0,0,0.06,-0.03,0,0.55
59,10,0.06,0,0,0.06,-0.03,0,0.56
60,10,0.06,0,0,0.06,-0.03,0,0.57
61,10,0.06,0,0,0.06,-0.03,0,0.58
62,10,0.06,0,0,0.06,-0.03,0,0.59
63,10,0.06,0,0,0.06,-0.03,0,0.6
64,10,0.06,0,0,0.06,-0.03,0,0.61
65,10,0.06,0,0,0.06,-0.03,0,0.62
66,10,0.06,0,0,0.06,-0.03,0,0.63
67,10,0.06,0,0,0.06,-0.03,0,0.64
68,10,0.06,0,0,0.06,-0.03,0,0.65
69,10,0.06,0,0,0.06,-0.03,0,0.66
70,10,0.06,0,0,0.06,-0.03,0,0.67
71,10,0.06,0,0,0.06,-0.03,0,0.68
72,10,0.06,0,0,0.06,-0.03,0,0.69
73,10,0.06,0,0,0.06,-0.03,0,0.7
74,10,0.06,0,0,0.06,-0.03,0,0.71
75,10,0.06,0,0,0.06,-0.03,0,0.72
76,10,0.06,0,0,0.06,-0.03,0,0.73
77,10,0.06,0,0,0.06,-0.03,0,0.74
78,10,0.06,0,0,0.06,-0.03,0,0.75
79,10,0.06,0,0,0.06,-0.03,0,0.76
80,10,0.06,0,0,0.06,-0.03,0,0.77
81,10,0.06,0,0,0.06,-0.03,0,0.78
82,10,0.06,0,0,0.06,-0.03,0,0.79
83,10,0.06,0,0,0.06,-0.03,0,0.8
84,10,0.06,0,0,0.06,-0.03,0,0.81
85,10,0.06,0,0,0.06,-0.03,0,0.82
86,10,0.06,0,0,0.06,-0.03,0,0.83
87,10,0.06,0,0,0.06,-0.03,0,0.84
88,10,0.06,0,0,0.06,-0.03,0,0.85
89,10,0.06,0,0,0.06,-0.03,0,0.86
90,10,0.06,0,0,0.06,-0.03,0,0.87
91,10,0.06,0,0,0.06,-0.03,0,0.88
92,10,0.06,0,0,0.06,-0.03,0,0.89
93,10,0.06,0,0,0.06,-0.03,0,0.9
94,10,0.06,0,0,0.06,-0.03,0,0.91
95,10,0.06,0,0,0.06,-0.03,0,0.92
96,10,0.06,0,0,0.06,-0.03,0,0.93
97,10,0.06,0,0,0.06,-0.03,0,0.94
98,10,0.06,0,0,0.06,-0.03,0,0.95
99,10,0.06,0,0,0.06,-0.03,0,0.96
100,10,0.06,0,0,0.06,-0.03,0,0.97
101,10,0.06,0,0,0.06,-0.03,0,0.98
102,10,0.06,0,0,0.06,-0.03,0,0.99
103,10,0.06,0,0,0.06,-0.03,0,1
104,10,0.06,0,-0.02,0.063246,-0.03,0,1.01
105,10,0.06,0,-0.04,0.072111,-0.03,0,1.02
106,10,0.06,0,-0.06,0.084853,-0.03,0,1.03
107,10,0.04,0,0.06,0.072111,-0.02,0,-0.03
108,10,0.04,0,0.04,0.056569,-0.02,0,-0.02
109,10,0.04,0,0.02,0.044721,-0.02,0,-0.01
110,10,0.04,0,0,0.04,-0.02,0,0
111,10,0.04,0,0,0.04,-0.02,0,0.01
112,10,0.04,0,0,0.04,-0.02,0,0.02
113,10,0.04,0,0,0.04,-0.02,0,0.03
114,10,0.04,0,0,0.04,-0.02,0,0.04
115,10,0.04,0,0,0.04,-0.02,0,0.05
116,10,0.04,0,0,0.04,-0.02,0,0.06
117,10,0.04,0,0,0.04,-0.02,0,0.07
118,10,0.04,0,0,0.04,-0.02,0,0.08
119,10,0.04,0,0,0.04,-0.02,0,0.09
120,10,0.04,0,0,0.04,-0.02,0,0.1
121,10,0.04,0,0,0.04,-0.02,0,0.11
122,10,0.04,0,0,0.04,-0.02,0,0.12
123,10,0.04,0,0,0.04,-0.02,0,0.13
124,10,0.04,0,0,0.04,-0.02,0,0.14
125,10,0.04,0,0,0.04,-0.02,0,0.15
126,10,0.04,0,0,0.04,-0.02,0,0.16
127,10,0.04,0,0,0.04,-0.02,0,0.17
128,10,0.04,0,0,0.04,-0.02,0,0.18
129,10,0.04,0,0,0.04,-0.02,0,0.19
130,10,0.04,0,0,0.04,-0.02,0,0.2
131,10,0.04,0,0,0.04,-0.02,0,0.21
132,10,0.04,0,0,0.04,-0.02,0,0.22
133,10,0.04,0,0,0.04,-0.02,0,0.23
134,10,0.04,0,0,0.04,-0.02,0,0.24
135,10,0.04,0,0,0.04,-0.02,0,0.25
136,10,0.04,0,0,0.04,-0.02,0,0.26
137,10,0.04,0,0,0.04,-0.02,0,0.27
138,10,0.04,0,0,0.04,-0.02,0,0.28
139,10,0.04,0,0,0.04,-0.02,0,0.29
140,10,0.04,0,0,0.04,-0.02,0,0.3
141,10,0.04,0,0,0.04,-0.02,0,0.31
142,10,0.04,0,0,0.04,-0.02,0,0.32
143,10,0.04,0,0,0.04,-0.02,0,0.33
144,10,0.04,0,0,0.04,-0.02,0,0.34
145,10,0.04,0,0,0.04,-0.02,0,0.35
146,10,0.04,0,0,0.04,-0.02,0,0.36
147,10,0.04,0,0,0.04,-0.02,0,0.37
148,10,0.04,0,0,0.04,-0.02,0,0.38
149,10,0.04,0,0,0.04,-0.02,0,0.39
150,10,0.04,0,0,0.04,-0.02,0,0.4
151,10,0.04,0,0,0.04,-0.02,0,0.41
152,10,0.04,0,0,0.04,-0.02,0,0.42
153,10,0.04,0,0,0.04,-0.02,0,0.43
154,10,0.04,0,0,0.04,-0.02,0,0.44
155,10,0.04,0,0,0.04,-0.02,0,0.45
156,10,0.04,0,0,0.04,-0.02,0,0.46
157,10,0.04,0,0,0.04,-0.02,0,0.47
158,10,0.04,0,0,0.04,-0.02,0,0.48
159,10,0.04,0,0,0.04,-0.02,0,0.49
160,10,0.04,0,0,0.04,-0.02,0,0.5
161,10,0.04,0,0,0.04,-0.02,0,0.51
162,10,0.04,0,0,0.04,-0.02,0,0.52
163,10,0.04,0,0,0.04,-0.02,0,0.53
164,10,0.04,0,0,0.04,-0.02,0,0.54
165,10,0.04,0,0,0.04,-0.02,0,0.55
166,10,0.04,0,0,0.04,-0.02,0,0.56
167,10,0.04,0,0,0.04,-0.02,0,0.57
168,10,0.04,0,0,0.04,-0.02,0,0.58
169,10,0.04,0,0,0.04,-0.02,0,0.59
170,10,0.04,0,0,0.04,-0.02,0,0.6
171,10,0.04,0,0,0.04,-0.02,0,0.61
172,10,0.04,0,0,0.04,-0.02,0,0.62
173,10,0.04,0,0,0.04,-0.02,0,0.63
174,10,0.04,0,0,0.04,-0.02,0,0.64
175,10,0.04,0,0,0.04,-0.02,0,0.65
176,10,0.04,0,0,0.04,-0.02,0,0.66
177,10,0.04,0,0,0.04,-0.02,0,0.67
178,10,0.04,0,0,0.04,-0.02,0,0.68
179,10,0.04,0,0,0.04,-0.02,0,0.69
180,10,0.04,0,0,0.04,-0.02,0,0.7
181,10,0.04,0,0,0.04,-0.02,0,0.71
182,10,0.04,0,0,0.04,-0.02,0,0.72
183,10,0.04,0,0,0.04,-0.02,0,0.73
184,10,0.04,0,0,0.04,-0.02,0,0.74
185,10,0.04,0,0,0.04,-0.02,0,0.75
186,10,0.04,0,0,0.04,-0.02,0,0.76
187,10,0.04,0,0,0.04,-0.02,0,0.77
188,10,0.04,0,0,0.04,-0.02,0,0.78
189,10,0.04,0,0,0.04,-0.02,0,0.79
190,10,0.04,0,0,0.04,-0.02,0,0.8
191,10,0.04,0,0,0.04,-0.02,0,0.81
192,10,0.04,0,0,0.04,-0.02,0,0.82
193,10,0.04,0,0,0.04,-0.02,0,0.83
194,10,0.04,0,0,0.04,-0.02,0,0.84
195,10,0.04,0,0,0.04,-0.02,0,0.85
196,10,0.04,0,0,0.04,-0.02,0,0.86
197,10,0.04,0,0,0.04,-0.02,0,0.87
198,10,0.04,0,0,0.04,-0.02,0,0.88
199,10,0.04,0,0,0.04,-0.02,0,0.89
200,10,0.04,0,0,0.04,-0.02,0,0.9
201,10,0.04,0,0,0.04,-0.02,0,0.91
202,10,0.04,0,0,0.04,-0.02,0,0.92
203,10,0.04,0,0,0.04,-0.02,0,0.93
204,10,0.04,0,0,0.04,-0.02,0,0.94
205,10,0.04,0,0,0.04,-0.02,0,0.95
206,10,0.04,0,0,0.04,-0.02,0,0.96
207,10,0.04,0,0,0.04,-0.02,0,0.97
208,10,0.04,0,0,0.04,-0.02,0,0.98
209,10,0.04,0,0,0.04,-0.02,0,0.99
210,10,0.04,0,0,0.04,-0.02,0,1
211,10,0.04,0,-0.02,0.044721,-0.02,0,1.01
212,10,0.04,0,-0.04,0.056569,-0.02,0,1.02
213,10,0.04,0,-0.06,0.072111,-0.02,0,1.03
214,10,0.02,0,0.06,0.063246,-0.01,0,-0.03
215,10,0.02,0,0.04,0.044721,-0.01,0,-0.02
216,10,0.02,0,0.02,0.028284,-0.01,0,-0.01
217,10,0.02,0,0,0.02,-0.01,0,0
218,10,0.02,0,0,0.02,-0.01,0,0.01
219,10,0.02,0,0,0.02,-0.01,0,0.02
220,10,0.02,0,0,0.02,-0.01,0,0.03
221,10,0.02,0,0,0.02,-0.01,0,0.04
222,10,0.02,0,0,0.02,-0.01,0,0.05
223,10,0.02,0,0,0.02,-0.01,0,0.06
224,10,0.02,0,0,0.02,-0.01,0,0.07
225,10,0.02,0,0,0.02,-0.01,0,0.08
226,10,0.02,0,0,0.02,-0.01,0,0.09
227,10,0.02,0,0,0.02,-0.01,0,0.1
228,10,0.02,0,0,0.02,-0.01,0,0.11
229,10,0.02,0,0,0.02,-0.01,0,0.12
230,10,0.02,0,0,0.02,-0.01,0,0.13
231,10,0.02,0,0,0.02,-0.01,0,0.14
232,10,0.02,0,0,0.02,-0.01,0,0.15
233,10,0.02,0,0,0.02,-0.01,0,0.16
234,10,0.02,0,0,0.02,-0.01,0,0.17
235,10,0.02,0,0,0.02,-0.01,0,0.18
236,10,0.02,0,0,0.02,-0.01,0,0.19
237,10,0.02,0,0,0.02,-0.01,0,0.2
238,10,0.02,0,0,0.02,-0.01,0,0.21
239,10,0.02,0,0,0.02,-0.01,0,0.22
240,10,0.02,0,0,0.02,-0.01,0,0.23
241,10,0.02,0,0,0.02,-0.01,0,0.24
242,10,0.02,0,0,0.02,-0.01,0,0.25
243,10,0.02,0,0,0.02,-0.01,0,0.26
244,10,0.02,0,0,0.02,-0.01,0,0.27
245,10,0.02,0,0,0.02,-0.01,0,0.28
246,10,0.02,0,0,0.02,-0.01,0,0.29
247,10,0.02,0,0,0.02,-0.01,0,0.3
248,10,0.02,0,0,0.02,-0.01,0,0.31
249,10,0.02,0,0,0.02,-0.01,0,0.32
250,10,0.02,0,0,0.02,-0.01,0,0.33
251,10,0.02,0,0,0.02,-0.01,0,0.34
252,10,0.02,0,0,0.02,-0.01,0,0.35
253,10,0.02,0,0,0.02,-0.01,0,0.36
254,10,0.02,0,0,0.02,-0.01,0,0.37
255,10,0.02,0,0,0.02,-0.01,0,0.38
256,10,0.02,0,0,0.02,-0.01,0,0.39
257,10,0.02,0,0,0.02,-0.01,0,0.4
258,10,0.02,0,0,0.02,-0.01,0,0.41
259,10,0.02,0,0,0.02,-0.01,0,0.42
260,10,0.02,0,0,0.02,-0.01,0,0.43
261,10,0.02,0,0,0.02,-0.01,0,0.44
262,10,0.02,0,0,0.02,-0.01,0,0.45
263,10,0.02,0,0,0.02,-0.01,0,0.46
264,10,0.02,0,0,0.02,-0.01,0,0.47
265,10,0.02,0,0,0.02,-0.01,0,0.48
266,10,0.02,0,0,0.02,-0.01,0,0.49
267,10,0.02,0,0,0.02,-0.01,0,0.5
268,10,0.02,0,0,0.02,-0.01,0,0.51
269,10,0.02,0,0,0.02,-0.01,0,0.52
270,10,0.02,0,0,0.02,-0.01,0,0.53
271,10,0.02,0,0,0.02,-0.01,0,0.54
272,10,0.02,0,0,0.02,-0.01,0,0.55
273,10,0.02,0,0,0.02,-0.01,0,0.56
274,10,0.02,0,0,0.02,-0.01,0,0.57
275,10,0.02,0,0,0.02,-0.01,0,0.58
276,10,0.02,0,0,0.02,-0.01,0,0.59
277,10,0.02,0,0,0.02,-0.01,0,0.6
278,10,0.02,0,0,0.02,-0.01,0,0.61
279,10,0.02,0,0,0.02,-0.01,0,0.62
280,10,0.02,0,0,0.02,-0.01,0,0.63
