#Time;LinearAccX;LinearAccY;LinearAccZ
0.86;0.58143177199192464;0.0;0.017245683949875662
0.87;0.5981807289302985;0.0;0.018254506190614295
0.88;0.61353273273993136;0.0;0.019204445712459103
0.89;0.627452300982018;0.0;0.020086639301020916
0.90;0.63990728626242377;0.0;0.020892856598807744
0.91;0.65086894371108117;0.0;0.021615576709687223
0.92;0.66031199089449788;0.0;0.022248058175925265
0.93;0.66821466017280107;0.0;0.02278440168348209
0.94;0.67455874351921907;0.0;0.023219604919002653
0.95;0.67932962982341771;0.0;0.023549609074596446
0.96;0.68251633470094575;0.0;0.02377133657370557
0.97;0.68411152282952947;0.0;0.023882719672124426
0.98;0.68411152282952936;0.0;0.023882719672124426
0.99;0.68251633470094553;0.0;0.02377133657370557
1.00;0.67932962982341716;0.0;0.023549609074596446
1.01;0.67455874351921852;0.0;0.023219604919001564
1.02;0.66821466017280051;0.0;0.02278440168348209
1.03;0.660311990894497;0.0;0.022248058175925265
1.04;0.65086894371108006;0.0;0.021615576709687223
1.05;0.63990728626242266;0.0;0.020892856598806655
1.06;0.62745230098201654;0.0;0.020086639301020916
1.07;0.61353273273992981;0.0;0.019204445712459103
1.08;0.59818072893029683;0.0;0.018254506190614295
1.09;0.581431771991923;0.0;0.017245683949875662
1.10;0.56332460436025278;0.0;0.0161873925359193
1.11;0.54390114586196547;0.0;0.01508950814097338
1.12;0.52320640357987291;0.0;0.013962277570945699
1.13;0.501288374235614;0.0;0.012816222717050121
1.14;0.47819793916075237;0.0;0.011662042418499056
1.15;0.45398875195314881;0.0;0.010510512628730843
1.16;0.42871711894462539;0.0;0.0093723858150886741
1.17;0.4024418726376669;0.0;0.008258290530816028
1.18;0.37522423830281532;0.0;0.0071786320983043706
1.19;0.34712769396407683;0.0;0.0061434953339312781
1.20;0.3182178240365674;0.0;0.0051625502272889161
1.21;0.28856216691824738;0.0;0.0042449614614865714
1.22;0.25823005687537848;0.0;0.0033993026265145831
1.23;0.22729246059865504;0.0;0.0026334759347856054
1.24;0.19582180884328471;0.0;0.0019546381972037953
1.25;0.16389182360097293;0.0;0.00136913375996499
1.26;0.13157734128426965;0.0;0.00088243503725906952
1.27;0.098954132433504191;0.0;0.00049909120375568941
1.28;0.066098718483072472;0.0;0.00022268553384029
1.29;0.033088186146688334;0.0;5.5801792880449952E-05
1.30;-2.265398519653563E-15;0.0;0
1.31;-0.033088186146692858;0.0;5.5801792880449952E-05
1.32;-0.066098718483076968;0.0;0.00022268553384029
1.33;-0.098954132433509256;0.0;0.00049909120375677849
1.34;-0.13157734128427467;0.0;0.00088243503725906952
1.35;-0.1638918236009779;0.0;0.00136913375996499
1.36;-0.19582180884328962;0.0;0.0019546381972037953
1.37;-0.22729246059865932;0.0;0.0026334759347856054
1.38;-0.2582300568753827;0.0;0.0033993026265145831
1.39;-0.28856216691825143;0.0;0.0042449614614865714
1.40;-0.31821782403657145;0.0;0.0051625502272900047
1.41;-0.34712769396408127;0.0;0.0061434953339312781
1.42;-0.37522423830281953;0.0;0.0071786320983043706
1.43;-0.40244187263767095;0.0;0.008258290530816028
1.44;-0.42871711894462949;0.0;0.0093723858150886741
1.45;-0.45398875195315269;0.0;0.010510512628730843
1.46;-0.47819793916075565;0.0;0.011662042418500143
1.47;-0.50128837423561712;0.0;0.012816222717050121
1.48;-0.5232064035798758;0.0;0.013962277570945699
1.49;-0.54390114586196836;0.0;0.01508950814097338
1.50;-0.56332460436025567;0.0;0.01618739253592039
1.51;-0.58143177199192564;0.0;0.017245683949875662
1.52;-0.59818072893029928;0.0;0.018254506190614295
1.53;-0.61353273273993214;0.0;0.019204445712459103
1.54;-0.62745230098201865;0.0;0.020086639301020916
1.55;-0.63990728626242432;0.0;0.020892856598807744
1.56;-0.65086894371108162;0.0;0.021615576709687223
1.57;-0.66031199089449821;0.0;0.022248058175925265
1.58;-0.66821466017280151;0.0;0.02278440168348209
1.59;-0.67455874351921929;0.0;0.023219604919002653
1.60;-0.67932962982341782;0.0;0.023549609074596446
1.61;-0.682516334700946;0.0;0.023771336573706659
1.62;-0.68411152282952947;0.0;0.023882719672124426
1.63;-0.68411152282952936;0.0;0.023882719672124426
1.64;-0.68251633470094553;0.0;0.02377133657370557
1.65;-0.679329629823417;0.0;0.023549609074596446
1.66;-0.67455874351921818;0.0;0.023219604919001564
1.67;-0.66821466017280018;0.0;0.02278440168348209
1.68;-0.66031199089449655;0.0;0.022248058175925265
1.69;-0.65086894371107962;0.0;0.021615576709687223
1.70;-0.639907286262422;0.0;0.020892856598806655
1.71;-0.62745230098201588;0.0;0.020086639301020916
1.72;-0.61353273273992914;0.0;0.019204445712459103
1.73;-0.598180728930296;0.0;0.018254506190614295
1.74;-0.581431771991922;0.0;0.017245683949875662
1.75;-0.56332460436025178;0.0;0.0161873925359193
1.76;-0.54390114586196414;0.0;0.01508950814097338
1.77;-0.52320640357987136;0.0;0.013962277570945699
1.78;-0.50128837423561323;0.0;0.012816222717050121
1.79;-0.47819793916075165;0.0;0.011662042418499056
1.80;-0.453988751953148;0.0;0.010510512628730843
1.81;-0.42871711894462461;0.0;0.0093723858150886741
1.82;-0.402441872637666;0.0;0.008258290530816028
1.83;-0.37522423830281437;0.0;0.0071786320983043706
1.84;-0.34712769396407589;0.0;0.0061434953339312781
1.85;-0.3182178240365659;0.0;0.0051625502272889161
1.86;-0.28856216691824577;0.0;0.0042449614614865714
1.87;-0.25823005687537687;0.0;0.0033993026265145831
1.88;-0.22729246059865338;0.0;0.0026334759347856054
1.89;-0.19582180884328304;0.0;0.0019546381972037953
1.90;-0.16389182360097121;0.0;0.00136913375996499
1.91;-0.13157734128426793;0.0;0.00088243503725906952
1.92;-0.098954132433502456;0.0;0.00049909120375568941
1.93;-0.066098718483070126;0.0;0.00022268553384029
1.94;-0.033088186146685988;0.0;5.5801792880449952E-05
1.95;4.6146663115857559E-15;0.0;0
1.96;0.033088186146693989;0.0;5.5801792880449952E-05
1.97;0.066098718483078092;0.0;0.00022268553384029
1.98;0.098954132433510381;0.0;0.00049909120375677849
1.99;0.13157734128427581;0.0;0.0008824350372601586
2.00;0.16389182360097898;0.0;0.00136913375996499
2.01;0.19582180884328956;0.0;0.0019546381972037953
2.02;0.22729246059865865;0.0;0.0026334759347856054
2.03;0.25823005687538203;0.0;0.0033993026265145831
2.04;0.28856216691824971;0.0;0.0042449614614865714
2.05;0.31821782403656862;0.0;0.0051625502272889161
2.06;0.34712769396407861;0.0;0.0061434953339312781
2.07;0.375224238302816;0.0;0.0071786320983043706
2.08;0.40244187263766656;0.0;0.008258290530816028
2.09;0.42871711894462516;0.0;0.0093723858150886741
2.10;0.45398875195314758;0.0;0.010510512628730843
2.11;0.47819793916075037;0.0;0.011662042418499056
2.12;0.50128837423561212;0.0;0.012816222717050121
2.13;0.52320640357987025;0.0;0.013962277570945699
2.14;0.54390114586196237;0.0;0.01508950814097338
2.15;0.56332460436025011;0.0;0.0161873925359193
2.16;0.58143177199191987;0.0;0.017245683949875662
2.17;0.59818072893029339;0.0;0.018254506190613206
2.18;0.6135327327399267;0.0;0.019204445712459103
2.19;0.62745230098201332;0.0;0.020086639301020916
2.20;0.63990728626241944;0.0;0.020892856598806655
2.21;0.65086894371107729;0.0;0.021615576709687223
2.22;0.66031199089449411;0.0;0.022248058175925265
2.23;0.668214660172798;0.0;0.02278440168348209
2.24;0.67455874351921652;0.0;0.023219604919001564
2.25;0.67932962982341571;0.0;0.023549609074596446
2.26;0.68251633470094453;0.0;0.02377133657370557
2.27;0.68411152282952892;0.0;0.023882719672124426
2.28;0.68411152282952992;0.0;0.023882719672124426
2.29;0.682516334700947;0.0;0.023771336573706659
2.30;0.6793296298234196;0.0;0.023549609074596446
2.31;0.67455874351922185;0.0;0.023219604919002653
2.32;0.668214660172805;0.0;0.022784401683483179
2.33;0.66031199089450265;0.0;0.022248058175925265
2.34;0.65086894371108717;0.0;0.021615576709688313
2.35;0.63990728626243076;0.0;0.020892856598807744
2.36;0.6274523009820262;0.0;0.020086639301022006
2.37;0.613532732739941;0.0;0.019204445712460192
2.38;0.598180728930309;0.0;0.018254506190614295
2.39;0.58143177199193674;0.0;0.017245683949876751
2.40;0.56332460436026821;0.0;0.01618739253592039
2.41;0.54390114586198191;0.0;0.015089508140974468
2.42;0.523206403579891;0.0;0.013962277570946788
2.43;0.50128837423563388;0.0;0.012816222717051209
2.44;0.47819793916077341;0.0;0.011662042418500143
2.45;0.45398875195317173;0.0;0.010510512628731932
2.46;0.42871711894465026;0.0;0.0093723858150897635
2.47;0.4024418726376926;0.0;0.0082582905308171174
2.48;0.37522423830284291;0.0;0.00717863209830546
2.49;0.34712769396410637;0.0;0.0061434953339323676
2.50;0.31821782403659715;0.0;0.0051625502272900047
2.51;0.28856216691827891;0.0;0.0042449614614876608
2.52;0.25823005687541184;0.0;0.0033993026265145831
2.53;0.22729246059868904;0.0;0.0026334759347866944
2.54;0.19582180884332043;0.0;0.0019546381972048842
2.55;0.16389182360101029;0.0;0.00136913375996499
2.56;0.13157734128430743;0.0;0.0008824350372601586
2.57;0.098954132433543479;0.0;0.00049909120375677849
2.58;0.066098718483112592;0.0;0.00022268553384029
2.59;0.0330881861467286;0.0;5.5801792880449952E-05
2.60;3.926567011648766E-14;0.0;0
2.61;-0.033088186146650163;0.0;5.5801792880449952E-05
2.62;-0.066098718483034433;0.0;0.00022268553384029
2.63;-0.098954132433465777;0.0;0.00049909120375568941
2.64;-0.13157734128423038;0.0;0.00088243503725906952
2.65;-0.16389182360093402;0.0;0.0013691337599639009
2.66;-0.19582180884324515;0.0;0.0019546381972027063
2.67;-0.22729246059861502;0.0;0.002633475934784516
2.68;-0.25823005687533912;0.0;0.0033993026265134942
2.69;-0.28856216691820774;0.0;0.0042449614614854829
2.70;-0.31821782403652765;0.0;0.0051625502272878267
2.71;-0.3471276939640387;0.0;0.00614349533393019
2.72;-0.37522423830277729;0.0;0.0071786320983032821
2.73;-0.40244187263762909;0.0;0.0082582905308138509
2.74;-0.42871711894458897;0.0;0.0093723858150875847
2.75;-0.453988751953113;0.0;0.010510512628728664
2.76;-0.47819793916071734;0.0;0.011662042418497966
2.77;-0.50128837423558048;0.0;0.012816222717047942
2.78;-0.5232064035798405;0.0;0.013962277570943522
2.79;-0.54390114586193417;0.0;0.015089508140971201
2.80;-0.5633246043602238;0.0;0.016187392535918211
2.81;-0.58143177199189544;0.0;0.017245683949874573
2.82;-0.59818072893027163;0.0;0.01825450619061212
2.83;-0.61353273273990616;0.0;0.019204445712458013
2.84;-0.62745230098199489;0.0;0.020086639301019827
2.85;-0.63990728626240345;0.0;0.020892856598805565
2.86;-0.65086894371106285;0.0;0.021615576709686134
2.87;-0.66031199089448211;0.0;0.022248058175924176
2.88;-0.66821466017278819;0.0;0.02278440168348209
2.89;-0.67455874351920864;0.0;0.023219604919001564
2.90;-0.67932962982341027;0.0;0.023549609074596446
2.91;-0.68251633470094131;0.0;0.02377133657370557
2.92;-0.684111522829528;0.0;0.023882719672124426
2.93;-0.6841115228295308;0.0;0.023882719672124426
2.94;-0.6825163347009503;0.0;0.023771336573706659
2.95;-0.679329629823425;0.0;0.023549609074597536
2.96;-0.67455874351922962;0.0;0.023219604919002653
2.97;-0.66821466017281483;0.0;0.022784401683483179
2.98;-0.66031199089451476;0.0;0.022248058175926354
2.99;-0.65086894371110149;0.0;0.021615576709689402
3.00;-0.63990728626244708;0.0;0.020892856598808834
3.01;-0.62745230098204463;0.0;0.020086639301023095
3.02;-0.61353273273996145;0.0;0.019204445712461281
3.03;-0.59818072893033147;0.0;0.018254506190616474
3.04;-0.58143177199196117;0.0;0.017245683949877841
3.05;-0.56332460436029463;0.0;0.016187392535922565
3.06;-0.54390114586201;0.0;0.015089508140975557
3.07;-0.52320640357992088;0.0;0.013962277570947878
3.08;-0.50128837423566541;0.0;0.012816222717052298
3.09;-0.4781979391608065;0.0;0.011662042418502322
3.10;-0.45398875195320637;0.0;0.010510512628733022
3.11;-0.42871711894468628;0.0;0.0093723858150919423
3.12;-0.40244187263772996;0.0;0.0082582905308182068
3.13;-0.37522423830288154;0.0;0.0071786320983065494
3.14;-0.34712769396414622;0.0;0.006143495333933457
3.15;-0.31821782403663812;0.0;0.0051625502272921835
3.16;-0.28856216691832087;0.0;0.00424496146148875
3.17;-0.25823005687545475;0.0;0.0033993026265156726
3.18;-0.22729246059873273;0.0;0.0026334759347866944
3.19;-0.19582180884336478;0.0;0.0019546381972048842
3.20;-0.16389182360105523;0.0;0.0013691337599660792
3.21;-0.13157734128435289;0.0;0.0008824350372601586
3.22;-0.098954132433589317;0.0;0.00049909120375677849
3.23;-0.06609871848315868;0.0;0.00022268553384137914
3.24;-0.033088186146774862;0.0;5.5801792880449952E-05
3.25;-8.5579143608771909E-14;0.0;0
3.26;0.0330881861466039;0.0;5.5801792880449952E-05
3.27;0.066098718482988331;0.0;0.00022268553384029
3.28;0.098954132433419967;0.0;0.00049909120375568941
3.29;0.13157734128418494;0.0;0.00088243503725798033
3.30;0.16389182360088905;0.0;0.0013691337599628119
3.31;0.1958218088432008;0.0;0.0019546381972016169
3.32;0.22729246059857133;0.0;0.002633475934783427
3.33;0.25823005687529516;0.0;0.0033993026265124052
3.34;0.28856216691816683;0.0;0.0042449614614843935
3.35;0.31821782403648768;0.0;0.0051625502272867373
3.36;0.34712769396399884;0.0;0.0061434953339291
3.37;0.37522423830273854;0.0;0.0071786320983011033
3.38;0.40244187263759168;0.0;0.0082582905308127615
3.39;0.42871711894455206;0.0;0.0093723858150854076
3.40;0.45398875195307931;0.0;0.010510512628727577
3.41;0.47819793916068509;0.0;0.011662042418495788
3.42;0.50128837423554906;0.0;0.012816222717046853
3.43;0.52320640357981063;0.0;0.013962277570942433
3.44;0.54390114586190619;0.0;0.015089508140970112
3.45;0.56332460436019682;0.0;0.016187392535917122
3.46;0.58143177199187168;0.0;0.017245683949872394
3.47;0.59818072893024909;0.0;0.018254506190611031
3.48;0.61353273273988573;0.0;0.019204445712456924
3.49;0.62745230098197646;0.0;0.020086639301018738
3.50;0.63990728626238658;0.0;0.020892856598804476
3.51;0.6508689437110482;0.0;0.021615576709685044
3.52;0.66031199089447035;0.0;0.022248058175923086
3.53;0.66821466017277831;0.0;0.022784401683481
3.54;0.67455874351920087;0.0;0.023219604919000478
3.55;0.6793296298234045;0.0;0.023549609074595357
3.56;0.68251633470093787;0.0;0.02377133657370557
3.57;0.68411152282952692;0.0;0.023882719672124426
3.58;0.68411152282953214;0.0;0.023882719672124426
3.59;0.68251633470095374;0.0;0.023771336573706659
3.60;0.6793296298234307;0.0;0.023549609074597536
3.61;0.67455874351923739;0.0;0.023219604919003742
3.62;0.66821466017282516;0.0;0.022784401683484268
3.63;0.66031199089452663;0.0;0.022248058175927444
3.64;0.65086894371111526;0.0;0.021615576709689402
3.65;0.63990728626246351;0.0;0.020892856598809923
3.66;0.62745230098206317;0.0;0.020086639301024181
3.67;0.613532732739982;0.0;0.019204445712462367
3.68;0.59818072893035457;0.0;0.018254506190617564
3.69;0.58143177199198492;0.0;0.01724568394988002
3.70;0.56332460436032017;0.0;0.016187392535923655
3.71;0.543901145862038;0.0;0.015089508140977736
3.72;0.52320640357995074;0.0;0.013962277570950057
3.73;0.50128837423569694;0.0;0.012816222717054477
3.74;0.47819793916084052;0.0;0.011662042418503412
3.75;0.45398875195324007;0.0;0.010510512628735199
3.76;0.42871711894472148;0.0;0.0093723858150930317
3.77;0.40244187263776748;0.0;0.0082582905308192962
3.78;0.37522423830292029;0.0;0.0071786320983087274
3.79;0.34712769396418613;0.0;0.0061434953339356349
3.80;0.3182178240366802;0.0;0.0051625502272932729
3.81;0.28856216691836178;0.0;0.00424496146148984
3.82;0.25823005687549644;0.0;0.0033993026265167615
3.83;0.22729246059877642;0.0;0.0026334759347877833
3.84;0.19582180884340913;0.0;0.0019546381972059736
3.85;0.16389182360110019;0.0;0.0013691337599671682
3.86;0.13157734128439952;0.0;0.00088243503726124779
3.87;0.098954132433633935;0.0;0.00049909120375786768
3.88;0.066098718483203575;0.0;0.00022268553384137914
3.89;0.033088186146821123;0.0;5.580179288153908E-05
3.90;1.3189261710105615E-13;0.0;0
3.91;-0.033088186146557647;0.0;5.5801792880449952E-05
3.92;-0.066098718482941021;0.0;0.00022268553383920087
3.93;-0.098954132433375336;0.0;0.00049909120375460033
3.94;-0.13157734128414064;0.0;0.00088243503725798033
3.95;-0.16389182360084414;0.0;0.0013691337599628119
3.96;-0.19582180884315645;0.0;0.0019546381972016169
3.97;-0.22729246059852762;0.0;0.002633475934782338
3.98;-0.2582300568752523;0.0;0.0033993026265113158
3.99;-0.28856216691812486;0.0;0.004244961461483304
4.00;-0.31821782403644677;0.0;0.0051625502272856488
4.01;-0.347127693963961;0.0;0.0061434953339269223
4.02;-0.37522423830270191;0.0;0.0071786320983000147
4.03;-0.40244187263755626;0.0;0.0082582905308105827
4.04;-0.42871711894451786;0.0;0.0093723858150843182
4.05;-0.45398875195304472;0.0;0.010510512628725398
4.06;-0.4781979391606519;0.0;0.011662042418494698
4.07;-0.5012883742355192;0.0;0.012816222717044674
4.08;-0.52320640357978232;0.0;0.013962277570940254
4.09;-0.54390114586187965;0.0;0.015089508140969023
4.10;-0.56332460436017207;0.0;0.016187392535914943
4.11;-0.58143177199184726;0.0;0.017245683949871304
4.12;-0.59818072893022656;0.0;0.018254506190609941
4.13;-0.61353273273986642;0.0;0.019204445712454745
4.14;-0.62745230098195892;0.0;0.020086639301017648
4.15;-0.63990728626237092;0.0;0.020892856598803387
4.16;-0.65086894371103476;0.0;0.021615576709685044
4.17;-0.66031199089445813;0.0;0.022248058175923086
4.18;-0.66821466017276843;0.0;0.022784401683479911
4.19;-0.67455874351919354;0.0;0.023219604919000478
4.20;-0.67932962982339939;0.0;0.023549609074595357
4.21;-0.68251633470093476;0.0;0.02377133657370557
4.22;-0.68411152282952581;0.0;0.023882719672123336
4.23;-0.68411152282953314;0.0;0.023882719672124426
4.24;-0.682516334700957;0.0;0.023771336573706659
4.25;-0.679329629823436;0.0;0.023549609074597536
4.26;-0.67455874351924472;0.0;0.023219604919003742
4.27;-0.6682146601728346;0.0;0.022784401683484268
4.28;-0.66031199089453874;0.0;0.022248058175928533
4.29;-0.65086894371112958;0.0;0.021615576709690491
4.30;-0.63990728626247906;0.0;0.020892856598811013
4.31;-0.6274523009820806;0.0;0.020086639301025271
4.32;-0.61353273274000131;0.0;0.019204445712463457
4.33;-0.59818072893037577;0.0;0.018254506190618653
4.34;-0.58143177199200935;0.0;0.017245683949881109
4.35;-0.56332460436034637;0.0;0.016187392535924744
4.36;-0.54390114586206451;0.0;0.015089508140978826
4.37;-0.52320640357997894;0.0;0.013962277570951146
4.38;-0.50128837423572681;0.0;0.012816222717055566
4.39;-0.47819793916087183;0.0;0.01166204241850559
4.40;-0.45398875195327465;0.0;0.010510512628736288
4.41;-0.42871711894475756;0.0;0.0093723858150952088
4.42;-0.40244187263780296;0.0;0.008258290530821475
4.43;-0.37522423830295704;0.0;0.0071786320983098168
4.44;-0.34712769396422388;0.0;0.0061434953339367243
4.45;-0.31821782403671905;0.0;0.0051625502272943614
4.46;-0.28856216691840375;0.0;0.0042449614614909282
4.47;-0.25823005687553935;0.0;0.00339930262651894
4.48;-0.22729246059881777;0.0;0.0026334759347888727
4.49;-0.19582180884345118;0.0;0.0019546381972070626
4.50;-0.16389182360114277;0.0;0.0013691337599671682
4.51;-0.13157734128444257;0.0;0.00088243503726233687
4.52;-0.098954132433679759;0.0;0.00049909120375786768
4.53;-0.066098718483249663;0.0;0.00022268553384137914
4.54;-0.033088186146864949;0.0;5.580179288153908E-05
4.55;-1.7577295352912956E-13;0.0;0
4.56;0.033088186146513814;0.0;5.5801792880449952E-05
4.57;0.066098718482897348;0.0;0.00022268553383920087
4.58;0.098954132433329525;0.0;0.00049909120375460033
4.59;0.13157734128409521;0.0;0.00088243503725689125
4.60;0.16389182360080151;0.0;0.0013691337599617227
4.61;0.1958218088431144;0.0;0.0019546381972005279
4.62;0.22729246059848632;0.0;0.0026334759347812486
4.63;0.25823005687521161;0.0;0.0033993026265102268
4.64;0.28856216691808284;0.0;0.0042449614614811261
4.65;0.31821782403640581;0.0;0.0051625502272845594
4.66;0.347127693963921;0.0;0.0061434953339258329
4.67;0.3752242383026631;0.0;0.0071786320982989253
4.68;0.40244187263751874;0.0;0.0082582905308094933
4.69;0.42871711894448178;0.0;0.0093723858150832288
4.70;0.45398875195301014;0.0;0.010510512628724308
4.71;0.47819793916061881;0.0;0.011662042418492521
4.72;0.50128837423548767;0.0;0.012816222717043586
4.73;0.52320640357975257;0.0;0.013962277570939164
4.74;0.54390114586185145;0.0;0.015089508140966846
4.75;0.56332460436014564;0.0;0.016187392535913853
4.76;0.58143177199182294;0.0;0.017245683949870215
4.77;0.59818072893020524;0.0;0.018254506190607762
4.78;0.61353273273984588;0.0;0.019204445712453656
4.79;0.6274523009819406;0.0;0.020086639301016559
4.80;0.63990728626235471;0.0;0.020892856598802297
4.81;0.65086894371102044;0.0;0.021615576709683958
4.82;0.66031199089444592;0.0;0.022248058175922
4.83;0.66821466017275888;0.0;0.022784401683479911
4.84;0.67455874351918566;0.0;0.023219604918999388
4.85;0.67932962982339362;0.0;0.023549609074595357
4.86;0.68251633470093132;0.0;0.02377133657370557
4.87;0.6841115228295247;0.0;0.023882719672123336
4.88;0.68411152282953425;0.0;0.023882719672124426
4.89;0.68251633470096018;0.0;0.023771336573706659
4.90;0.67932962982344158;0.0;0.023549609074598625
4.91;0.67455874351925249;0.0;0.023219604919004832
4.92;0.6682146601728447;0.0;0.022784401683485358
4.93;0.66031199089455084;0.0;0.022248058175928533
4.94;0.650868943711144;0.0;0.021615576709691581
4.95;0.63990728626249538;0.0;0.020892856598812102
4.96;0.62745230098209914;0.0;0.02008663930102636
4.97;0.61353273274002174;0.0;0.019204445712464546
4.98;0.59818072893039831;0.0;0.018254506190619742
4.99;0.58143177199203366;0.0;0.017245683949882195
5.00;0.56332460436037268;0.0;0.016187392535926923
5.01;0.54390114586209271;0.0;0.015089508140979915
5.02;0.52320640358000881;0.0;0.013962277570953323
5.03;0.50128837423575834;0.0;0.012816222717057743
5.04;0.478197939160905;0.0;0.01166204241850668
5.05;0.4539887519533094;0.0;0.010510512628738467
5.06;0.4287171189447937;0.0;0.0093723858150962982
5.07;0.40244187263784031;0.0;0.0082582905308225627
5.08;0.37522423830299573;0.0;0.0071786320983109053
5.09;0.34712769396426374;0.0;0.0061434953339378129
5.10;0.31821782403676008;0.0;0.0051625502272954508
5.11;0.28856216691844577;0.0;0.0042449614614920176
5.12;0.2582300568755822;0.0;0.0033993026265200289
5.13;0.22729246059886152;0.0;0.0026334759347899617
5.14;0.19582180884349559;0.0;0.0019546381972081516
5.15;0.16389182360118776;0.0;0.0013691337599682574
5.16;0.131577341284488;0.0;0.00088243503726233687
5.17;0.0989541324337256;0.0;0.00049909120375895677
5.18;0.066098718483295765;0.0;0.00022268553384246825
5.19;0.033088186146911211;0.0;5.580179288153908E-05
5.20;2.2208642702141381E-13;0.0;0
