"Idp","Vel:0","Vel:1","Vel:2","Rhop","Press","Vor:0","Vor:1","Vor:2","Type","Points:0","Points:1","Points:2"
447,0,0,0,1000,0,0,0,0,0,3.04,0,0
448,0,0,0,1000,0,0,0,0,0,3.04,0,0.04
449,0,0,0,1000,0,0,0,0,0,3.04,0,0.08
450,0,0,0,1000,0,0,0,0,0,3.08,0,0
451,0,0,0,1000,0,0,0,0,0,3.08,0,0.04
452,0,0,0,1000,0,0,0,0,0,3.08,0,0.08
453,0,0,0,1000,0,0,0,0,0,3.12,0,0
454,0,0,0,1000,0,0,0,0,0,3.12,0,0.04
455,0,0,0,1000,0,0,0,0,0,3.12,0,0.08
456,0,0,0,1000,0,0,0,0,0,3.16,0,0
457,0,0,0,1000,0,0,0,0,0,3.16,0,0.04
458,0,0,0,1000,0,0,0,0,0,3.16,0,0.08
459,0,0,0,1000,0,0,0,0,0,3.2,0,0
460,0,0,0,1000,0,0,0,0,0,3.2,0,0.04
461,0,0,0,1000,0,0,0,0,0,3.2,0,0.08
462,0,0,0,1000,0,0,0,0,0,3.24,0,0
463,0,0,0,1000,0,0,0,0,0,3.24,0,0.04
464,0,0,0,1000,0,0,0,0,0,3.24,0,0.08
465,0,0,0,1000,0,0,0,0,0,3.28,0,0
466,0,0,0,1000,0,0,0,0,0,3.28,0,0.04
467,0,0,0,1000,0,0,0,0,0,3.28,0,0.08
468,0,0,0,1000,0,0,0,0,0,3.32,0,0
469,0,0,0,1000,0,0,0,0,0,3.32,0,0.04
470,0,0,0,1000,0,0,0,0,0,3.32,0,0.08
471,0,0,0,1000,0,0,0,0,0,3.36,0,0
472,0,0,0,1000,0,0,0,0,0,3.36,0,0.04
473,0,0,0,1000,0,0,0,0,0,3.36,0,0.08
474,0,0,0,1000,0,0,0,0,0,3.4,0,0
475,0,0,0,1000,0,0,0,0,0,3.4,0,0.04
476,0,0,0,1000,0,0,0,0,0,3.4,0,0.08
477,0,0,0,1000,0,0,0,0,0,3.44,0,0
478,0,0,0,1000,0,0,0,0,0,3.44,0,0.04
479,0,0,0,1000,0,0,0,0,0,3.44,0,0.08
480,0,0,0,1000,0,0,0,0,0,3.48,0,0
481,0,0,0,1000,0,0,0,0,0,3.48,0,0.04
482,0,0,0,1000,0,0,0,0,0,3.48,0,0.08
483,0,0,0,1000,0,0,0,0,0,3.52,0,0
484,0,0,0,1000,0,0,0,0,0,3.52,0,0.04
485,0,0,0,1000,0,0,0,0,0,3.52,0,0.08
486,0,0,0,1000,0,0,0,0,0,3.56,0,0
487,0,0,0,1000,0,0,0,0,0,3.56,0,0.04
488,0,0,0,1000,0,0,0,0,0,3.56,0,0.08
489,0,0,0,1000,0,0,0,0,0,3.6,0,0
490,0,0,0,1000,0,0,0,0,0,3.6,0,0.04
491,0,0,0,1000,0,0,0,0,0,3.6,0,0.08
492,0,0,0,1000,0,0,0,0,0,3.64,0,0
493,0,0,0,1000,0,0,0,0,0,3.64,0,0.04
494,0,0,0,1000,0,0,0,0,0,3.64,0,0.08
495,0,0,0,1000,0,0,0,0,0,3.68,0,0
496,0,0,0,1000,0,0,0,0,0,3.68,0,0.04
497,0,0,0,1000,0,0,0,0,0,3.68,0,0.08
498,0,0,0,1000,0,0,0,0,0,3.72,0,0
499,0,0,0,1000,0,0,0,0,0,3.72,0,0.04
500,0,0,0,1000,0,0,0,0,0,3.72,0,0.08
501,0,0,0,1000,0,0,0,0,0,3.76,0,0
502,0,0,0,1000,0,0,0,0,0,3.76,0,0.04
503,0,0,0,1000,0,0,0,0,0,3.76,0,0.08
504,0,0,0,1000,0,0,0,0,0,3.8,0,0
505,0,0,0,1000,0,0,0,0,0,3.8,0,0.04
506,0,0,0,1000,0,0,0,0,0,3.8,0,0.08
507,0,0,0,1000,0,0,0,0,0,3.84,0,0
508,0,0,0,1000,0,0,0,0,0,3.84,0,0.04
509,0,0,0,1000,0,0,0,0,0,3.84,0,0.08
510,0,0,0,1000,0,0,0,0,0,3.88,0,0
511,0,0,0,1000,0,0,0,0,0,3.88,0,0.04
512,0,0,0,1000,0,0,0,0,0,3.88,0,0.08
513,0,0,0,1000,0,0,0,0,0,3.92,0,0
514,0,0,0,1000,0,0,0,0,0,3.92,0,0.04
515,0,0,0,1000,0,0,0,0,0,3.92,0,0.08
516,0,0,0,1000,0,0,0,0,0,3.92,0,0.12
517,0,0,0,1000,0,0,0,0,0,3.92,0,0.16
518,0,0,0,1000,0,0,0,0,0,3.92,0,0.2
519,0,0,0,1000,0,0,0,0,0,3.92,0,0.24
520,0,0,0,1000,0,0,0,0,0,3.92,0,0.28
521,0,0,0,1000,0,0,0,0,0,3.92,0,0.32
522,0,0,0,1000,0,0,0,0,0,3.92,0,0.36
523,0,0,0,1000,0,0,0,0,0,3.92,0,0.4
524,0,0,0,1000,0,0,0,0,0,3.92,0,0.44
525,0,0,0,1000,0,0,0,0,0,3.92,0,0.48
526,0,0,0,1000,0,0,0,0,0,3.92,0,0.52
527,0,0,0,1000,0,0,0,0,0,3.92,0,0.56
528,0,0,0,1000,0,0,0,0,0,3.92,0,0.6
529,0,0,0,1000,0,0,0,0,0,3.92,0,0.64
530,0,0,0,1000,0,0,0,0,0,3.92,0,0.68
531,0,0,0,1000,0,0,0,0,0,3.92,0,0.72
532,0,0,0,1000,0,0,0,0,0,3.92,0,0.76
533,0,0,0,1000,0,0,0,0,0,3.92,0,0.8
534,0,0,0,1000,0,0,0,0,0,3.92,0,0.84
535,0,0,0,1000,0,0,0,0,0,3.92,0,0.88
536,0,0,0,1000,0,0,0,0,0,3.92,0,0.92
537,0,0,0,1000,0,0,0,0,0,3.92,0,0.96
538,0,0,0,1000,0,0,0,0,0,3.92,0,1
539,0,0,0,1000,0,0,0,0,0,3.92,0,1.04
540,0,0,0,1000,0,0,0,0,0,3.92,0,1.08
541,0,0,0,1000,0,0,0,0,0,3.92,0,1.12
542,0,0,0,1000,0,0,0,0,0,3.92,0,1.16
543,0,0,0,1000,0,0,0,0,0,3.92,0,1.2
544,0,0,0,1000,0,0,0,0,0,3.92,0,1.24
545,0,0,0,1000,0,0,0,0,0,3.92,0,1.28
546,0,0,0,1000,0,0,0,0,0,3.92,0,1.32
547,0,0,0,1000,0,0,0,0,0,3.92,0,1.36
548,0,0,0,1000,0,0,0,0,0,3.92,0,1.4
549,0,0,0,1000,0,0,0,0,0,3.92,0,1.44
550,0,0,0,1000,0,0,0,0,0,3.92,0,1.48
551,0,0,0,1000,0,0,0,0,0,3.92,0,1.52
552,0,0,0,1000,0,0,0,0,0,3.92,0,1.56
553,0,0,0,1000,0,0,0,0,0,3.92,0,1.6
554,0,0,0,1000,0,0,0,0,0,3.92,0,1.64
555,0,0,0,1000,0,0,0,0,0,3.92,0,1.68
556,0,0,0,1000,0,0,0,0,0,3.92,0,1.72
557,0,0,0,1000,0,0,0,0,0,3.92,0,1.76
558,0,0,0,1000,0,0,0,0,0,3.92,0,1.8
559,0,0,0,1000,0,0,0,0,0,3.92,0,1.84
560,0,0,0,1000,0,0,0,0,0,3.92,0,1.88
561,0,0,0,1000,0,0,0,0,0,3.92,0,1.92
562,0,0,0,1000,0,0,0,0,0,3.92,0,1.96
563,0,0,0,1000,0,0,0,0,0,3.92,0,2
564,0,0,0,1000,0,0,0,0,0,3.92,0,2.04
565,0,0,0,1000,0,0,0,0,0,3.92,0,2.08
566,0,0,0,1000,0,0,0,0,0,3.92,0,2.12
567,0,0,0,1000,0,0,0,0,0,3.92,0,2.16
568,0,0,0,1000,0,0,0,0,0,3.92,0,2.2
569,0,0,0,1000,0,0,0,0,0,3.92,0,2.24
570,0,0,0,1000,0,0,0,0,0,3.92,0,2.28
571,0,0,0,1000,0,0,0,0,0,3.92,0,2.32
572,0,0,0,1000,0,0,0,0,0,3.92,0,2.36
573,0,0,0,1000,0,0,0,0,0,3.92,0,2.4
574,0,0,0,1000,0,0,0,0,0,3.92,0,2.44
575,0,0,0,1000,0,0,0,0,0,3.92,0,2.48
576,0,0,0,1000,0,0,0,0,0,3.92,0,2.52
577,0,0,0,1000,0,0,0,0,0,3.92,0,2.56
578,0,0,0,1000,0,0,0,0,0,3.92,0,2.6
579,0,0,0,1000,0,0,0,0,0,3.92,0,2.64
580,0,0,0,1000,0,0,0,0,0,3.92,0,2.68
581,0,0,0,1000,0,0,0,0,0,3.92,0,2.72
582,0,0,0,1000,0,0,0,0,0,3.92,0,2.76
583,0,0,0,1000,0,0,0,0,0,3.92,0,2.8
584,0,0,0,1000,0,0,0,0,0,3.92,0,2.84
585,0,0,0,1000,0,0,0,0,0,3.92,0,2.88
586,0,0,0,1000,0,0,0,0,0,3.92,0,2.92
587,0,0,0,1000,0,0,0,0,0,3.92,0,2.96
588,0,0,0,1000,0,0,0,0,0,3.92,0,3
589,0,0,0,1000,0,0,0,0,0,3.96,0,0
590,0,0,0,1000,0,0,0,0,0,3.96,0,0.04
591,0,0,0,1000,0,0,0,0,0,3.96,0,0.08
592,0,0,0,1000,0,0,0,0,0,3.96,0,0.12
593,0,0,0,1000,0,0,0,0,0,3.96,0,0.16
594,0,0,0,1000,0,0,0,0,0,3.96,0,0.2
595,0,0,0,1000,0,0,0,0,0,3.96,0,0.24
596,0,0,0,1000,0,0,0,0,0,3.96,0,0.28
597,0,0,0,1000,0,0,0,0,0,3.96,0,0.32
598,0,0,0,1000,0,0,0,0,0,3.96,0,0.36
599,0,0,0,1000,0,0,0,0,0,3.96,0,0.4
600,0,0,0,1000,0,0,0,0,0,3.96,0,0.44
601,0,0,0,1000,0,0,0,0,0,3.96,0,0.48
602,0,0,0,1000,0,0,0,0,0,3.96,0,0.52
603,0,0,0,1000,0,0,0,0,0,3.96,0,0.56
604,0,0,0,1000,0,0,0,0,0,3.96,0,0.6
605,0,0,0,1000,0,0,0,0,0,3.96,0,0.64
606,0,0,0,1000,0,0,0,0,0,3.96,0,0.68
607,0,0,0,1000,0,0,0,0,0,3.96,0,0.72
608,0,0,0,1000,0,0,0,0,0,3.96,0,0.76
609,0,0,0,1000,0,0,0,0,0,3.96,0,0.8
610,0,0,0,1000,0,0,0,0,0,3.96,0,0.84
611,0,0,0,1000,0,0,0,0,0,3.96,0,0.88
612,0,0,0,1000,0,0,0,0,0,3.96,0,0.92
613,0,0,0,1000,0,0,0,0,0,3.96,0,0.96
614,0,0,0,1000,0,0,0,0,0,3.96,0,1
615,0,0,0,1000,0,0,0,0,0,3.96,0,1.04
616,0,0,0,1000,0,0,0,0,0,3.96,0,1.08
617,0,0,0,1000,0,0,0,0,0,3.96,0,1.12
618,0,0,0,1000,0,0,0,0,0,3.96,0,1.16
619,0,0,0,1000,0,0,0,0,0,3.96,0,1.2
620,0,0,0,1000,0,0,0,0,0,3.96,0,1.24
621,0,0,0,1000,0,0,0,0,0,3.96,0,1.28
622,0,0,0,1000,0,0,0,0,0,3.96,0,1.32
623,0,0,0,1000,0,0,0,0,0,3.96,0,1.36
624,0,0,0,1000,0,0,0,0,0,3.96,0,1.4
625,0,0,0,1000,0,0,0,0,0,3.96,0,1.44
626,0,0,0,1000,0,0,0,0,0,3.96,0,1.48
627,0,0,0,1000,0,0,0,0,0,3.96,0,1.52
628,0,0,0,1000,0,0,0,0,0,3.96,0,1.56
629,0,0,0,1000,0,0,0,0,0,3.96,0,1.6
630,0,0,0,1000,0,0,0,0,0,3.96,0,1.64
631,0,0,0,1000,0,0,0,0,0,3.96,0,1.68
632,0,0,0,1000,0,0,0,0,0,3.96,0,1.72
633,0,0,0,1000,0,0,0,0,0,3.96,0,1.76
634,0,0,0,1000,0,0,0,0,0,3.96,0,1.8
635,0,0,0,1000,0,0,0,0,0,3.96,0,1.84
636,0,0,0,1000,0,0,0,0,0,3.96,0,1.88
637,0,0,0,1000,0,0,0,0,0,3.96,0,1.92
638,0,0,0,1000,0,0,0,0,0,3.96,0,1.96
639,0,0,0,1000,0,0,0,0,0,3.96,0,2
640,0,0,0,1000,0,0,0,0,0,3.96,0,2.04
641,0,0,0,1000,0,0,0,0,0,3.96,0,2.08
642,0,0,0,1000,0,0,0,0,0,3.96,0,2.12
643,0,0,0,1000,0,0,0,0,0,3.96,0,2.16
644,0,0,0,1000,0,0,0,0,0,3.96,0,2.2
645,0,0,0,1000,0,0,0,0,0,3.96,0,2.24
646,0,0,0,1000,0,0,0,0,0,3.96,0,2.28
647,0,0,0,1000,0,0,0,0,0,3.96,0,2.32
648,0,0,0,1000,0,0,0,0,0,3.96,0,2.36
649,0,0,0,1000,0,0,0,0,0,3.96,0,2.4
650,0,0,0,1000,0,0,0,0,0,3.96,0,2.44
651,0,0,0,1000,0,0,0,0,0,3.96,0,2.48
652,0,0,0,1000,0,0,0,0,0,3.96,0,2.52
653,0,0,0,1000,0,0,0,0,0,3.96,0,2.56
654,0,0,0,1000,0,0,0,0,0,3.96,0,2.6
655,0,0,0,1000,0,0,0,0,0,3.96,0,2.64
656,0,0,0,1000,0,0,0,0,0,3.96,0,2.68
657,0,0,0,1000,0,0,0,0,0,3.96,0,2.72
658,0,0,0,1000,0,0,0,0,0,3.96,0,2.76
659,0,0,0,1000,0,0,0,0,0,3.96,0,2.8
660,0,0,0,1000,0,0,0,0,0,3.96,0,2.84
661,0,0,0,1000,0,0,0,0,0,3.96,0,2.88
662,0,0,0,1000,0,0,0,0,0,3.96,0,2.92
663,0,0,0,1000,0,0,0,0,0,3.96,0,2.96
664,0,0,0,1000,0,0,0,0,0,3.96,0,3
665,0,0,0,1000,0,0,0,0,0,4,0,0
666,0,0,0,1000,0,0,0,0,0,4,0,0.04
667,0,0,0,1000,0,0,0,0,0,4,0,0.08
668,0,0,0,1000,0,0,0,0,0,4,0,0.12
669,0,0,0,1000,0,0,0,0,0,4,0,0.16
670,0,0,0,1000,0,0,0,0,0,4,0,0.2
671,0,0,0,1000,0,0,0,0,0,4,0,0.24
672,0,0,0,1000,0,0,0,0,0,4,0,0.28
673,0,0,0,1000,0,0,0,0,0,4,0,0.32
674,0,0,0,1000,0,0,0,0,0,4,0,0.36
675,0,0,0,1000,0,0,0,0,0,4,0,0.4
676,0,0,0,1000,0,0,0,0,0,4,0,0.44
677,0,0,0,1000,0,0,0,0,0,4,0,0.48
678,0,0,0,1000,0,0,0,0,0,4,0,0.52
679,0,0,0,1000,0,0,0,0,0,4,0,0.56
680,0,0,0,1000,0,0,0,0,0,4,0,0.6
681,0,0,0,1000,0,0,0,0,0,4,0,0.64
682,0,0,0,1000,0,0,0,0,0,4,0,0.68
683,0,0,0,1000,0,0,0,0,0,4,0,0.72
684,0,0,0,1000,0,0,0,0,0,4,0,0.76
685,0,0,0,1000,0,0,0,0,0,4,0,0.8
686,0,0,0,1000,0,0,0,0,0,4,0,0.84
687,0,0,0,1000,0,0,0,0,0,4,0,0.88
688,0,0,0,1000,0,0,0,0,0,4,0,0.92
689,0,0,0,1000,0,0,0,0,0,4,0,0.96
690,0,0,0,1000,0,0,0,0,0,4,0,1
691,0,0,0,1000,0,0,0,0,0,4,0,1.04
692,0,0,0,1000,0,0,0,0,0,4,0,1.08
693,0,0,0,1000,0,0,0,0,0,4,0,1.12
694,0,0,0,1000,0,0,0,0,0,4,0,1.16
695,0,0,0,1000,0,0,0,0,0,4,0,1.2
696,0,0,0,1000,0,0,0,0,0,4,0,1.24
697,0,0,0,1000,0,0,0,0,0,4,0,1.28
698,0,0,0,1000,0,0,0,0,0,4,0,1.32
699,0,0,0,1000,0,0,0,0,0,4,0,1.36
700,0,0,0,1000,0,0,0,0,0,4,0,1.4
701,0,0,0,1000,0,0,0,0,0,4,0,1.44
702,0,0,0,1000,0,0,0,0,0,4,0,1.48
703,0,0,0,1000,0,0,0,0,0,4,0,1.52
704,0,0,0,1000,0,0,0,0,0,4,0,1.56
705,0,0,0,1000,0,0,0,0,0,4,0,1.6
706,0,0,0,1000,0,0,0,0,0,4,0,1.64
707,0,0,0,1000,0,0,0,0,0,4,0,1.68
708,0,0,0,1000,0,0,0,0,0,4,0,1.72
709,0,0,0,1000,0,0,0,0,0,4,0,1.76
710,0,0,0,1000,0,0,0,0,0,4,0,1.8
711,0,0,0,1000,0,0,0,0,0,4,0,1.84
712,0,0,0,1000,0,0,0,0,0,4,0,1.88
713,0,0,0,1000,0,0,0,0,0,4,0,1.92
714,0,0,0,1000,0,0,0,0,0,4,0,1.96
715,0,0,0,1000,0,0,0,0,0,4,0,2
716,0,0,0,1000,0,0,0,0,0,4,0,2.04
717,0,0,0,1000,0,0,0,0,0,4,0,2.08
718,0,0,0,1000,0,0,0,0,0,4,0,2.12
719,0,0,0,1000,0,0,0,0,0,4,0,2.16
720,0,0,0,1000,0,0,0,0,0,4,0,2.2
721,0,0,0,1000,0,0,0,0,0,4,0,2.24
722,0,0,0,1000,0,0,0,0,0,4,0,2.28
723,0,0,0,1000,0,0,0,0,0,4,0,2.32
724,0,0,0,1000,0,0,0,0,0,4,0,2.36
725,0,0,0,1000,0,0,0,0,0,4,0,2.4
726,0,0,0,1000,0,0,0,0,0,4,0,2.44
727,0,0,0,1000,0,0,0,0,0,4,0,2.48
728,0,0,0,1000,0,0,0,0,0,4,0,2.52
729,0,0,0,1000,0,0,0,0,0,4,0,2.56
730,0,0,0,1000,0,0,0,0,0,4,0,2.6
731,0,0,0,1000,0,0,0,0,0,4,0,2.64
732,0,0,0,1000,0,0,0,0,0,4,0,2.68
733,0,0,0,1000,0,0,0,0,0,4,0,2.72
734,0,0,0,1000,0,0,0,0,0,4,0,2.76
735,0,0,0,1000,0,0,0,0,0,4,0,2.8
736,0,0,0,1000,0,0,0,0,0,4,0,2.84
737,0,0,0,1000,0,0,0,0,0,4,0,2.88
738,0,0,0,1000,0,0,0,0,0,4,0,2.92
739,0,0,0,1000,0,0,0,0,0,4,0,2.96
740,0,0,0,1000,0,0,0,0,0,4,0,3
