"Idp","Vel:0","Vel:1","Vel:2","Rhop","Mass","Press","Vol","Ace:0","Ace:1","Ace:2","Vor:0","Vor:1","Vor:2","Type","Mk","Points:0","Points:1","Points:2"
19045,0,0,0,1002.2,0.4,16677,0.00039913,-0.0086316,0,-0.15656,0,0,0,3,1,3.64,0,0.3
19046,0,0,0,1002.2,0.4,16481,0.00039914,-0.0085304,0,-0.15491,0,0,0,3,1,3.64,0,0.32
19143,0,0,0,1002.2,0.4,16677,0.00039913,-0.0042026,0,-0.15652,0,0,0,3,1,3.66,0,0.3
19144,0,0,0,1002.2,0.4,16481,0.00039914,-0.0041534,0,-0.15487,0,0,0,3,1,3.66,0,0.32
19241,0,0,0,1002.2,0.4,16677,0.00039913,0,0,-0.15651,0,0,0,3,1,3.68,0,0.3
19242,0,0,0,1002.2,0.4,16481,0.00039914,-1.1369e-13,0,-0.15486,0,0,0,3,1,3.68,0,0.32
19339,0,0,0,1002.2,0.4,16677,0.00039913,0,0,-0.15651,0,0,0,3,1,3.7,0,0.3
19340,0,0,0,1002.2,0.4,16481,0.00039914,-1.1369e-13,0,-0.15486,0,0,0,3,1,3.7,0,0.32
19437,0,0,0,1002.2,0.4,16677,0.00039913,0,0,-0.15651,0,0,0,3,1,3.72,0,0.3
19438,0,0,0,1002.2,0.4,16481,0.00039914,-1.1369e-13,0,-0.15486,0,0,0,3,1,3.72,0,0.32
19535,0,0,0,1002.2,0.4,16677,0.00039913,0,0,-0.15651,0,0,0,3,1,3.74,0,0.3
19536,0,0,0,1002.2,0.4,16481,0.00039914,-1.1369e-13,0,-0.15486,0,0,0,3,1,3.74,0,0.32
19633,0,0,0,1002.2,0.4,16677,0.00039913,0,0,-0.15651,0,0,0,3,1,3.76,0,0.3
19634,0,0,0,1002.2,0.4,16481,0.00039914,-1.1369e-13,0,-0.15486,0,0,0,3,1,3.76,0,0.32
19731,0,0,0,1002.2,0.4,16677,0.00039913,0,0,-0.15651,0,0,0,3,1,3.78,0,0.3
19732,0,0,0,1002.2,0.4,16481,0.00039914,-1.1369e-13,0,-0.15486,0,0,0,3,1,3.78,0,0.32
19829,0,0,0,1002.2,0.4,16677,0.00039913,0,0,-0.15651,0,0,0,3,1,3.8,0,0.3
19830,0,0,0,1002.2,0.4,16481,0.00039914,-1.1369e-13,0,-0.15486,0,0,0,3,1,3.8,0,0.32
19927,0,0,0,1002.2,0.4,16677,0.00039913,0,0,-0.15651,0,0,0,3,1,3.82,0,0.3
19928,0,0,0,1002.2,0.4,16481,0.00039914,-1.1369e-13,0,-0.15486,0,0,0,3,1,3.82,0,0.32
20025,0,0,0,1002.2,0.4,16677,0.00039913,0.0042026,0,-0.15652,0,0,0,3,1,3.84,0,0.3
20026,0,0,0,1002.2,0.4,16481,0.00039914,0.0041534,0,-0.15487,0,0,0,3,1,3.84,0,0.32
20123,0,0,0,1002.2,0.4,16677,0.00039913,0.0086316,0,-0.15656,0,0,0,3,1,3.86,0,0.3
20124,0,0,0,1002.2,0.4,16481,0.00039914,0.0085304,0,-0.15491,0,0,0,3,1,3.86,0,0.32
20221,0,0,0,1002.2,0.4,16677,0.00039913,-0.0086316,0,-0.15656,0,0,0,3,1,3.88,0,0.3
20222,0,0,0,1002.2,0.4,16481,0.00039914,-0.0085304,0,-0.15491,0,0,0,3,1,3.88,0,0.32
20319,0,0,0,1002.2,0.4,16677,0.00039913,-0.0042026,0,-0.15652,0,0,0,3,1,3.9,0,0.3
20320,0,0,0,1002.2,0.4,16481,0.00039914,-0.0041534,0,-0.15487,0,0,0,3,1,3.9,0,0.32
20417,0,0,0,1002.2,0.4,16677,0.00039913,50.182,0,-0.28097,0,0,0,3,1,3.92,0,0.3
20418,0,0,0,1002.2,0.4,16481,0.00039914,49.595,0,-0.27934,0,0,0,3,1,3.92,0,0.32
20515,0,0,0,1002.2,0.4,16677,0.00039913,360.82,0,-2.4725,0,0,0,3,1,3.94,0,0.3
20516,0,0,0,1002.2,0.4,16481,0.00039914,356.6,0,-2.471,0,0,0,3,1,3.94,0,0.32
1505,0,0,0,1002.1,0.4,16284,0.00039915,-352.38,0,-2.4723,0,0,0,3,1,0.06,0,0.34
1506,0,0,0,1002.1,0.4,16088,0.00039916,-348.16,0,-2.4736,0,0,0,3,1,0.06,0,0.36
1507,0,0,0,1002.1,0.4,15892,0.00039917,-343.94,0,-2.4726,0,0,0,3,1,0.06,0,0.38
1603,0,0,0,1002.1,0.4,16284,0.00039915,-49.008,0,-0.28089,0,0,0,3,1,0.08,0,0.34
1604,0,0,0,1002.1,0.4,16088,0.00039916,-48.421,0,-0.28241,0,0,0,3,1,0.08,0,0.36
1605,0,0,0,1002.1,0.4,15892,0.00039917,-47.835,0,-0.28134,0,0,0,3,1,0.08,0,0.38
1701,0,0,0,1002.1,0.4,16284,0.00039915,-0.00019929,0,-0.15643,0,0,0,3,1,0.1,0,0.34
1702,0,0,0,1002.1,0.4,16088,0.00039916,-0.0001969,0,-0.15797,0,0,0,3,1,0.1,0,0.36
1703,0,0,0,1002.1,0.4,15892,0.00039917,-0.0001945,0,-0.15689,0,0,0,3,1,0.1,0,0.38
1799,0,0,0,1002.1,0.4,16284,0.00039915,0.00013516,0,-0.15643,0,0,0,3,1,0.12,0,0.34
1800,0,0,0,1002.1,0.4,16088,0.00039916,0.00013354,0,-0.15797,0,0,0,3,1,0.12,0,0.36
1801,0,0,0,1002.1,0.4,15892,0.00039917,0.00013192,0,-0.15689,0,0,0,3,1,0.12,0,0.38
1897,0,0,0,1002.1,0.4,16284,0.00039915,-6.9031e-06,0,-0.15643,0,0,0,3,1,0.14,0,0.34
1898,0,0,0,1002.1,0.4,16088,0.00039916,-6.8202e-06,0,-0.15797,0,0,0,3,1,0.14,0,0.36
1899,0,0,0,1002.1,0.4,15892,0.00039917,-6.7374e-06,0,-0.15689,0,0,0,3,1,0.14,0,0.38
1995,0,0,0,1002.1,0.4,16284,0.00039915,0.00039857,0,-0.15643,0,0,0,3,1,0.16,0,0.34
1996,0,0,0,1002.1,0.4,16088,0.00039916,0.00039379,0,-0.15797,0,0,0,3,1,0.16,0,0.36
1997,0,0,0,1002.1,0.4,15892,0.00039917,0.00038901,0,-0.15689,0,0,0,3,1,0.16,0,0.38
2093,0,0,0,1002.1,0.4,16284,0.00039915,-0.00052683,0,-0.15643,0,0,0,3,1,0.18,0,0.34
2094,0,0,0,1002.1,0.4,16088,0.00039916,-0.00052051,0,-0.15797,0,0,0,3,1,0.18,0,0.36
2095,0,0,0,1002.1,0.4,15892,0.00039917,-0.00051419,0,-0.15689,0,0,0,3,1,0.18,0,0.38
2191,0,0,0,1002.1,0.4,16284,0.00039915,-0.00025651,0,-0.15643,0,0,0,3,1,0.2,0,0.34
2192,0,0,0,1002.1,0.4,16088,0.00039916,-0.00025343,0,-0.15797,0,0,0,3,1,0.2,0,0.36
2193,0,0,0,1002.1,0.4,15892,0.00039917,-0.00025036,0,-0.15689,0,0,0,3,1,0.2,0,0.38
2289,0,0,0,1002.1,0.4,16284,0.00039915,1.1369e-13,0,-0.15643,0,0,0,3,1,0.22,0,0.34
2290,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15797,0,0,0,3,1,0.22,0,0.36
2291,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15689,0,0,0,3,1,0.22,0,0.38
2387,0,0,0,1002.1,0.4,16284,0.00039915,0.00025651,0,-0.15643,0,0,0,3,1,0.24,0,0.34
2388,0,0,0,1002.1,0.4,16088,0.00039916,0.00025343,0,-0.15797,0,0,0,3,1,0.24,0,0.36
2389,0,0,0,1002.1,0.4,15892,0.00039917,0.00025036,0,-0.15689,0,0,0,3,1,0.24,0,0.38
2485,0,0,0,1002.1,0.4,16284,0.00039915,0.00078334,0,-0.15643,0,0,0,3,1,0.26,0,0.34
2486,0,0,0,1002.1,0.4,16088,0.00039916,0.00077394,0,-0.15797,0,0,0,3,1,0.26,0,0.36
2487,0,0,0,1002.1,0.4,15892,0.00039917,0.00076454,0,-0.15689,0,0,0,3,1,0.26,0,0.38
2583,0,0,0,1002.1,0.4,16284,0.00039915,-0.00025651,0,-0.15643,0,0,0,3,1,0.28,0,0.34
2584,0,0,0,1002.1,0.4,16088,0.00039916,-0.00025343,0,-0.15797,0,0,0,3,1,0.28,0,0.36
2585,0,0,0,1002.1,0.4,15892,0.00039917,-0.00025036,0,-0.15689,0,0,0,3,1,0.28,0,0.38
2681,0,0,0,1002.1,0.4,16284,0.00039915,-0.0010537,0,-0.15643,0,0,0,3,1,0.3,0,0.34
2682,0,0,0,1002.1,0.4,16088,0.00039916,-0.001041,0,-0.15797,0,0,0,3,1,0.3,0,0.36
2683,0,0,0,1002.1,0.4,15892,0.00039917,-0.0010284,0,-0.15689,0,0,0,3,1,0.3,0,0.38
2779,0,0,0,1002.1,0.4,16284,0.00039915,0.0010537,0,-0.15643,0,0,0,3,1,0.32,0,0.34
2780,0,0,0,1002.1,0.4,16088,0.00039916,0.001041,0,-0.15797,0,0,0,3,1,0.32,0,0.36
2781,0,0,0,1002.1,0.4,15892,0.00039917,0.0010284,0,-0.15689,0,0,0,3,1,0.32,0,0.38
2877,0,0,0,1002.1,0.4,16284,0.00039915,-1.1369e-13,0,-0.15643,0,0,0,3,1,0.34,0,0.34
2878,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15797,0,0,0,3,1,0.34,0,0.36
2879,0,0,0,1002.1,0.4,15892,0.00039917,-1.1369e-13,0,-0.15689,0,0,0,3,1,0.34,0,0.38
2975,0,0,0,1002.1,0.4,16284,0.00039915,-0.0010537,0,-0.15643,0,0,0,3,1,0.36,0,0.34
2976,0,0,0,1002.1,0.4,16088,0.00039916,-0.001041,0,-0.15797,0,0,0,3,1,0.36,0,0.36
2977,0,0,0,1002.1,0.4,15892,0.00039917,-0.0010284,0,-0.15689,0,0,0,3,1,0.36,0,0.38
3073,0,0,0,1002.1,0.4,16284,0.00039915,0.00054063,0,-0.15643,0,0,0,3,1,0.38,0,0.34
3074,0,0,0,1002.1,0.4,16088,0.00039916,0.00053415,0,-0.15797,0,0,0,3,1,0.38,0,0.36
3075,0,0,0,1002.1,0.4,15892,0.00039917,0.00052766,0,-0.15689,0,0,0,3,1,0.38,0,0.38
3171,0,0,0,1002.1,0.4,16284,0.00039915,-0.00054063,0,-0.15643,0,0,0,3,1,0.4,0,0.34
3172,0,0,0,1002.1,0.4,16088,0.00039916,-0.00053415,0,-0.15797,0,0,0,3,1,0.4,0,0.36
3173,0,0,0,1002.1,0.4,15892,0.00039917,-0.00052766,0,-0.15689,0,0,0,3,1,0.4,0,0.38
3269,0,0,0,1002.1,0.4,16284,0.00039915,0.0010537,0,-0.15643,0,0,0,3,1,0.42,0,0.34
3270,0,0,0,1002.1,0.4,16088,0.00039916,0.001041,0,-0.15797,0,0,0,3,1,0.42,0,0.36
3271,0,0,0,1002.1,0.4,15892,0.00039917,0.0010284,0,-0.15689,0,0,0,3,1,0.42,0,0.38
3367,0,0,0,1002.1,0.4,16284,0.00039915,-1.1369e-13,0,-0.15643,0,0,0,3,1,0.44,0,0.34
3368,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15797,0,0,0,3,1,0.44,0,0.36
3369,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15689,0,0,0,3,1,0.44,0,0.38
3465,0,0,0,1002.1,0.4,16284,0.00039915,-0.0010537,0,-0.15643,0,0,0,3,1,0.46,0,0.34
3466,0,0,0,1002.1,0.4,16088,0.00039916,-0.001041,0,-0.15797,0,0,0,3,1,0.46,0,0.36
3467,0,0,0,1002.1,0.4,15892,0.00039917,-0.0010284,0,-0.15689,0,0,0,3,1,0.46,0,0.38
3563,0,0,0,1002.1,0.4,16284,0.00039915,0.00054063,0,-0.15643,0,0,0,3,1,0.48,0,0.34
3564,0,0,0,1002.1,0.4,16088,0.00039916,0.00053415,0,-0.15797,0,0,0,3,1,0.48,0,0.36
3565,0,0,0,1002.1,0.4,15892,0.00039917,0.00052766,0,-0.15689,0,0,0,3,1,0.48,0,0.38
3661,0,0,0,1002.1,0.4,16284,0.00039915,-2.7612e-05,0,-0.15643,0,0,0,3,1,0.5,0,0.34
3662,0,0,0,1002.1,0.4,16088,0.00039916,-2.7281e-05,0,-0.15797,0,0,0,3,1,0.5,0,0.36
3663,0,0,0,1002.1,0.4,15892,0.00039917,-2.695e-05,0,-0.15689,0,0,0,3,1,0.5,0,0.38
3759,0,0,0,1002.1,0.4,16284,0.00039915,0.0015943,0,-0.15643,0,0,0,3,1,0.52,0,0.34
3760,0,0,0,1002.1,0.4,16088,0.00039916,0.0015752,0,-0.15797,0,0,0,3,1,0.52,0,0.36
3761,0,0,0,1002.1,0.4,15892,0.00039917,0.001556,0,-0.15689,0,0,0,3,1,0.52,0,0.38
3857,0,0,0,1002.1,0.4,16284,0.00039915,-0.0021073,0,-0.15643,0,0,0,3,1,0.54,0,0.34
3858,0,0,0,1002.1,0.4,16088,0.00039916,-0.002082,0,-0.15797,0,0,0,3,1,0.54,0,0.36
3859,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020567,0,-0.15689,0,0,0,3,1,0.54,0,0.38
3955,0,0,0,1002.1,0.4,16284,0.00039915,1.1369e-13,0,-0.15642,0,0,0,3,1,0.56,0,0.34
3956,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,0.56,0,0.36
3957,0,0,0,1002.1,0.4,15892,0.00039917,-1.1369e-13,0,-0.15688,0,0,0,3,1,0.56,0,0.38
4053,0,0,0,1002.1,0.4,16284,0.00039915,0.0021073,0,-0.15643,0,0,0,3,1,0.58,0,0.34
4054,0,0,0,1002.1,0.4,16088,0.00039916,0.002082,0,-0.15797,0,0,0,3,1,0.58,0,0.36
4055,0,0,0,1002.1,0.4,15892,0.00039917,0.0020567,0,-0.15689,0,0,0,3,1,0.58,0,0.38
4151,0,0,0,1002.1,0.4,16284,0.00039915,-0.0021073,0,-0.15643,0,0,0,3,1,0.6,0,0.34
4152,0,0,0,1002.1,0.4,16088,0.00039916,-0.002082,0,-0.15797,0,0,0,3,1,0.6,0,0.36
4153,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020567,0,-0.15689,0,0,0,3,1,0.6,0,0.38
4249,0,0,0,1002.1,0.4,16284,0.00039915,1.1369e-13,0,-0.15642,0,0,0,3,1,0.62,0,0.34
4250,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,0.62,0,0.36
4251,0,0,0,1002.1,0.4,15892,0.00039917,-1.1369e-13,0,-0.15688,0,0,0,3,1,0.62,0,0.38
4347,0,0,0,1002.1,0.4,16284,0.00039915,0.0021073,0,-0.15643,0,0,0,3,1,0.64,0,0.34
4348,0,0,0,1002.1,0.4,16088,0.00039916,0.002082,0,-0.15797,0,0,0,3,1,0.64,0,0.36
4349,0,0,0,1002.1,0.4,15892,0.00039917,0.0020567,0,-0.15689,0,0,0,3,1,0.64,0,0.38
4445,0,0,0,1002.1,0.4,16284,0.00039915,-0.0021073,0,-0.15643,0,0,0,3,1,0.66,0,0.34
4446,0,0,0,1002.1,0.4,16088,0.00039916,-0.002082,0,-0.15797,0,0,0,3,1,0.66,0,0.36
4447,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020567,0,-0.15689,0,0,0,3,1,0.66,0,0.38
4543,0,0,0,1002.1,0.4,16284,0.00039915,1.1369e-13,0,-0.15642,0,0,0,3,1,0.68,0,0.34
4544,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,0.68,0,0.36
4545,0,0,0,1002.1,0.4,15892,0.00039917,-1.1369e-13,0,-0.15688,0,0,0,3,1,0.68,0,0.38
4641,0,0,0,1002.1,0.4,16284,0.00039915,0.0021073,0,-0.15643,0,0,0,3,1,0.7,0,0.34
4642,0,0,0,1002.1,0.4,16088,0.00039916,0.002082,0,-0.15797,0,0,0,3,1,0.7,0,0.36
4643,0,0,0,1002.1,0.4,15892,0.00039917,0.0020567,0,-0.15689,0,0,0,3,1,0.7,0,0.38
4739,0,0,0,1002.1,0.4,16284,0.00039915,-0.0021073,0,-0.15643,0,0,0,3,1,0.72,0,0.34
4740,0,0,0,1002.1,0.4,16088,0.00039916,-0.002082,0,-0.15797,0,0,0,3,1,0.72,0,0.36
4741,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020567,0,-0.15689,0,0,0,3,1,0.72,0,0.38
4837,0,0,0,1002.1,0.4,16284,0.00039915,-0.001026,0,-0.15642,0,0,0,3,1,0.74,0,0.34
4838,0,0,0,1002.1,0.4,16088,0.00039916,-0.0010137,0,-0.15796,0,0,0,3,1,0.74,0,0.36
4839,0,0,0,1002.1,0.4,15892,0.00039917,-0.0010014,0,-0.15688,0,0,0,3,1,0.74,0,0.38
4935,0,0,0,1002.1,0.4,16284,0.00039915,0.001026,0,-0.15642,0,0,0,3,1,0.76,0,0.34
4936,0,0,0,1002.1,0.4,16088,0.00039916,0.0010137,0,-0.15796,0,0,0,3,1,0.76,0,0.36
4937,0,0,0,1002.1,0.4,15892,0.00039917,0.0010014,0,-0.15688,0,0,0,3,1,0.76,0,0.38
5033,0,0,0,1002.1,0.4,16284,0.00039915,0.0021073,0,-0.15643,0,0,0,3,1,0.78,0,0.34
5034,0,0,0,1002.1,0.4,16088,0.00039916,0.002082,0,-0.15797,0,0,0,3,1,0.78,0,0.36
5035,0,0,0,1002.1,0.4,15892,0.00039917,0.0020567,0,-0.15689,0,0,0,3,1,0.78,0,0.38
5131,0,0,0,1002.1,0.4,16284,0.00039915,-0.0021073,0,-0.15643,0,0,0,3,1,0.8,0,0.34
5132,0,0,0,1002.1,0.4,16088,0.00039916,-0.002082,0,-0.15797,0,0,0,3,1,0.8,0,0.36
5133,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020567,0,-0.15689,0,0,0,3,1,0.8,0,0.38
5229,0,0,0,1002.1,0.4,16284,0.00039915,1.1369e-13,0,-0.15642,0,0,0,3,1,0.82,0,0.34
5230,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,0.82,0,0.36
5231,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15688,0,0,0,3,1,0.82,0,0.38
5327,0,0,0,1002.1,0.4,16284,0.00039915,0.0021073,0,-0.15643,0,0,0,3,1,0.84,0,0.34
5328,0,0,0,1002.1,0.4,16088,0.00039916,0.002082,0,-0.15797,0,0,0,3,1,0.84,0,0.36
5329,0,0,0,1002.1,0.4,15892,0.00039917,0.0020567,0,-0.15689,0,0,0,3,1,0.84,0,0.38
5425,0,0,0,1002.1,0.4,16284,0.00039915,-0.0021073,0,-0.15643,0,0,0,3,1,0.86,0,0.34
5426,0,0,0,1002.1,0.4,16088,0.00039916,-0.002082,0,-0.15797,0,0,0,3,1,0.86,0,0.36
5427,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020567,0,-0.15689,0,0,0,3,1,0.86,0,0.38
5523,0,0,0,1002.1,0.4,16284,0.00039915,1.1369e-13,0,-0.15642,0,0,0,3,1,0.88,0,0.34
5524,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,0.88,0,0.36
5525,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15688,0,0,0,3,1,0.88,0,0.38
5621,0,0,0,1002.1,0.4,16284,0.00039915,0.0021073,0,-0.15643,0,0,0,3,1,0.9,0,0.34
5622,0,0,0,1002.1,0.4,16088,0.00039916,0.002082,0,-0.15797,0,0,0,3,1,0.9,0,0.36
5623,0,0,0,1002.1,0.4,15892,0.00039917,0.0020567,0,-0.15689,0,0,0,3,1,0.9,0,0.38
5719,0,0,0,1002.1,0.4,16284,0.00039915,-0.0021073,0,-0.15643,0,0,0,3,1,0.92,0,0.34
5720,0,0,0,1002.1,0.4,16088,0.00039916,-0.002082,0,-0.15797,0,0,0,3,1,0.92,0,0.36
5721,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020567,0,-0.15689,0,0,0,3,1,0.92,0,0.38
5817,0,0,0,1002.1,0.4,16284,0.00039915,1.1369e-13,0,-0.15642,0,0,0,3,1,0.94,0,0.34
5818,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,0.94,0,0.36
5819,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15688,0,0,0,3,1,0.94,0,0.38
5915,0,0,0,1002.1,0.4,16284,0.00039915,0.0021073,0,-0.15643,0,0,0,3,1,0.96,0,0.34
5916,0,0,0,1002.1,0.4,16088,0.00039916,0.002082,0,-0.15797,0,0,0,3,1,0.96,0,0.36
5917,0,0,0,1002.1,0.4,15892,0.00039917,0.0020567,0,-0.15689,0,0,0,3,1,0.96,0,0.38
6013,0,0,0,1002.1,0.4,16284,0.00039915,-0.0021073,0,-0.15643,0,0,0,3,1,0.98,0,0.34
6014,0,0,0,1002.1,0.4,16088,0.00039916,-0.002082,0,-0.15797,0,0,0,3,1,0.98,0,0.36
6015,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020567,0,-0.15689,0,0,0,3,1,0.98,0,0.38
6111,0,0,0,1002.1,0.4,16284,0.00039915,-0.001026,0,-0.15642,0,0,0,3,1,1,0,0.34
6112,0,0,0,1002.1,0.4,16088,0.00039916,-0.0010137,0,-0.15796,0,0,0,3,1,1,0,0.36
6113,0,0,0,1002.1,0.4,15892,0.00039917,-0.0010014,0,-0.15688,0,0,0,3,1,1,0,0.38
6209,0,0,0,1002.1,0.4,16284,0.00039915,0,0,-0.15642,0,0,0,3,1,1.02,0,0.34
6210,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,1.02,0,0.36
6211,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15688,0,0,0,3,1,1.02,0,0.38
6307,0,0,0,1002.1,0.4,16284,0.00039915,0.0020521,0,-0.15642,0,0,0,3,1,1.04,0,0.34
6308,0,0,0,1002.1,0.4,16088,0.00039916,0.0020275,0,-0.15796,0,0,0,3,1,1.04,0,0.36
6309,0,0,0,1002.1,0.4,15892,0.00039917,0.0020028,0,-0.15688,0,0,0,3,1,1.04,0,0.38
6405,0,0,0,1002.1,0.4,16284,0.00039915,0.0042146,0,-0.15645,0,0,0,3,1,1.06,0,0.34
6406,0,0,0,1002.1,0.4,16088,0.00039916,0.0041641,0,-0.15799,0,0,0,3,1,1.06,0,0.36
6407,0,0,0,1002.1,0.4,15892,0.00039917,0.0041135,0,-0.15691,0,0,0,3,1,1.06,0,0.38
6503,0,0,0,1002.1,0.4,16284,0.00039915,-0.0042146,0,-0.15645,0,0,0,3,1,1.08,0,0.34
6504,0,0,0,1002.1,0.4,16088,0.00039916,-0.0041641,0,-0.15799,0,0,0,3,1,1.08,0,0.36
6505,0,0,0,1002.1,0.4,15892,0.00039917,-0.0041135,0,-0.15691,0,0,0,3,1,1.08,0,0.38
6601,0,0,0,1002.1,0.4,16284,0.00039915,-0.0020521,0,-0.15642,0,0,0,3,1,1.1,0,0.34
6602,0,0,0,1002.1,0.4,16088,0.00039916,-0.0020275,0,-0.15796,0,0,0,3,1,1.1,0,0.36
6603,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020028,0,-0.15688,0,0,0,3,1,1.1,0,0.38
6699,0,0,0,1002.1,0.4,16284,0.00039915,0,0,-0.15642,0,0,0,3,1,1.12,0,0.34
6700,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,1.12,0,0.36
6701,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15688,0,0,0,3,1,1.12,0,0.38
6797,0,0,0,1002.1,0.4,16284,0.00039915,0,0,-0.15642,0,0,0,3,1,1.14,0,0.34
6798,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,1.14,0,0.36
6799,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15688,0,0,0,3,1,1.14,0,0.38
6895,0,0,0,1002.1,0.4,16284,0.00039915,0.0020521,0,-0.15642,0,0,0,3,1,1.16,0,0.34
6896,0,0,0,1002.1,0.4,16088,0.00039916,0.0020275,0,-0.15796,0,0,0,3,1,1.16,0,0.36
6897,0,0,0,1002.1,0.4,15892,0.00039917,0.0020028,0,-0.15688,0,0,0,3,1,1.16,0,0.38
6993,0,0,0,1002.1,0.4,16284,0.00039915,0.0042146,0,-0.15645,0,0,0,3,1,1.18,0,0.34
6994,0,0,0,1002.1,0.4,16088,0.00039916,0.0041641,0,-0.15799,0,0,0,3,1,1.18,0,0.36
6995,0,0,0,1002.1,0.4,15892,0.00039917,0.0041135,0,-0.15691,0,0,0,3,1,1.18,0,0.38
7091,0,0,0,1002.1,0.4,16284,0.00039915,-0.0042146,0,-0.15645,0,0,0,3,1,1.2,0,0.34
7092,0,0,0,1002.1,0.4,16088,0.00039916,-0.0041641,0,-0.15799,0,0,0,3,1,1.2,0,0.36
7093,0,0,0,1002.1,0.4,15892,0.00039917,-0.0041135,0,-0.15691,0,0,0,3,1,1.2,0,0.38
7189,0,0,0,1002.1,0.4,16284,0.00039915,-0.0020521,0,-0.15642,0,0,0,3,1,1.22,0,0.34
7190,0,0,0,1002.1,0.4,16088,0.00039916,-0.0020275,0,-0.15796,0,0,0,3,1,1.22,0,0.36
7191,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020028,0,-0.15688,0,0,0,3,1,1.22,0,0.38
7287,0,0,0,1002.1,0.4,16284,0.00039915,0,0,-0.15642,0,0,0,3,1,1.24,0,0.34
7288,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,1.24,0,0.36
7289,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15688,0,0,0,3,1,1.24,0,0.38
7385,0,0,0,1002.1,0.4,16284,0.00039915,0,0,-0.15642,0,0,0,3,1,1.26,0,0.34
7386,0,0,0,1002.1,0.4,16088,0.00039916,0,0,-0.15796,0,0,0,3,1,1.26,0,0.36
7387,0,0,0,1002.1,0.4,15892,0.00039917,0,0,-0.15688,0,0,0,3,1,1.26,0,0.38
7483,0,0,0,1002.1,0.4,16284,0.00039915,0.0020521,0,-0.15642,0,0,0,3,1,1.28,0,0.34
7484,0,0,0,1002.1,0.4,16088,0.00039916,0.0020275,0,-0.15796,0,0,0,3,1,1.28,0,0.36
7485,0,0,0,1002.1,0.4,15892,0.00039917,0.0020028,0,-0.15688,0,0,0,3,1,1.28,0,0.38
7581,0,0,0,1002.1,0.4,16284,0.00039915,0.0042146,0,-0.15645,0,0,0,3,1,1.3,0,0.34
7582,0,0,0,1002.1,0.4,16088,0.00039916,0.0041641,0,-0.15799,0,0,0,3,1,1.3,0,0.36
7583,0,0,0,1002.1,0.4,15892,0.00039917,0.0041135,0,-0.15691,0,0,0,3,1,1.3,0,0.38
7679,0,0,0,1002.1,0.4,16284,0.00039915,-0.0042146,0,-0.15645,0,0,0,3,1,1.32,0,0.34
7680,0,0,0,1002.1,0.4,16088,0.00039916,-0.0041641,0,-0.15799,0,0,0,3,1,1.32,0,0.36
7681,0,0,0,1002.1,0.4,15892,0.00039917,-0.0041135,0,-0.15691,0,0,0,3,1,1.32,0,0.38
7777,0,0,0,1002.1,0.4,16284,0.00039915,-0.0020521,0,-0.15642,0,0,0,3,1,1.34,0,0.34
7778,0,0,0,1002.1,0.4,16088,0.00039916,-0.0020275,0,-0.15796,0,0,0,3,1,1.34,0,0.36
7779,0,0,0,1002.1,0.4,15892,0.00039917,-0.0020028,0,-0.15688,0,0,0,3,1,1.34,0,0.38
7875,0,0,0,1002.1,0.4,16284,0.00039915,0,0,-0.15642,0,0,0,3,1,1.36,0,0.34
