"Idp","Vel:0","Vel:1","Vel:2","Rhop","Mass","Press","Vol","Ace:0","Ace:1","Ace:2","Vor:0","Vor:1","Vor:2","Type","Mk","Points:0","Points:1","Points:2"
4864,0,0,0,1001.4,0.4,10987,0.00039943,-0.00069323,0,-0.13513,0,0,0,3,1,0.74,0,0.88
4865,0,0,0,1001.4,0.4,10791,0.00039944,-0.0006809,0,-0.13281,0,0,0,3,1,0.74,0,0.9
4961,0,0,0,1001.5,0.4,11183,0.00039942,0.00070557,0,-0.13608,0,0,0,3,1,0.76,0,0.86
4962,0,0,0,1001.4,0.4,10987,0.00039943,0.00069323,0,-0.13513,0,0,0,3,1,0.76,0,0.88
4963,0,0,0,1001.4,0.4,10791,0.00039944,0.0006809,0,-0.13281,0,0,0,3,1,0.76,0,0.9
5059,0,0,0,1001.5,0.4,11183,0.00039942,0.0014491,0,-0.13609,0,0,0,3,1,0.78,0,0.86
5060,0,0,0,1001.4,0.4,10987,0.00039943,0.0014238,0,-0.13514,0,0,0,3,1,0.78,0,0.88
5061,0,0,0,1001.4,0.4,10791,0.00039944,0.0013984,0,-0.13282,0,0,0,3,1,0.78,0,0.9
5157,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014491,0,-0.13609,0,0,0,3,1,0.8,0,0.86
5158,0,0,0,1001.4,0.4,10987,0.00039943,-0.0014238,0,-0.13514,0,0,0,3,1,0.8,0,0.88
5159,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013984,0,-0.13282,0,0,0,3,1,0.8,0,0.9
5255,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13608,0,0,0,3,1,0.82,0,0.86
5256,0,0,0,1001.4,0.4,10987,0.00039943,0,0,-0.13513,0,0,0,3,1,0.82,0,0.88
5257,0,0,0,1001.4,0.4,10791,0.00039944,0,0,-0.13281,0,0,0,3,1,0.82,0,0.9
5353,0,0,0,1001.5,0.4,11183,0.00039942,0.0014491,0,-0.13609,0,0,0,3,1,0.84,0,0.86
5354,0,0,0,1001.4,0.4,10987,0.00039943,0.0014238,0,-0.13514,0,0,0,3,1,0.84,0,0.88
5355,0,0,0,1001.4,0.4,10791,0.00039944,0.0013984,0,-0.13282,0,0,0,3,1,0.84,0,0.9
5451,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014491,0,-0.13609,0,0,0,3,1,0.86,0,0.86
5452,0,0,0,1001.4,0.4,10987,0.00039943,-0.0014238,0,-0.13514,0,0,0,3,1,0.86,0,0.88
5453,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013984,0,-0.13282,0,0,0,3,1,0.86,0,0.9
5549,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13608,0,0,0,3,1,0.88,0,0.86
5550,0,0,0,1001.4,0.4,10987,0.00039943,0,0,-0.13513,0,0,0,3,1,0.88,0,0.88
5551,0,0,0,1001.4,0.4,10791,0.00039944,0,0,-0.13281,0,0,0,3,1,0.88,0,0.9
5647,0,0,0,1001.5,0.4,11183,0.00039942,0.0014491,0,-0.13609,0,0,0,3,1,0.9,0,0.86
5648,0,0,0,1001.4,0.4,10987,0.00039943,0.0014238,0,-0.13514,0,0,0,3,1,0.9,0,0.88
5649,0,0,0,1001.4,0.4,10791,0.00039944,0.0013984,0,-0.13282,0,0,0,3,1,0.9,0,0.9
5745,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014491,0,-0.13609,0,0,0,3,1,0.92,0,0.86
5746,0,0,0,1001.4,0.4,10987,0.00039943,-0.0014238,0,-0.13514,0,0,0,3,1,0.92,0,0.88
5747,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013984,0,-0.13282,0,0,0,3,1,0.92,0,0.9
5843,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13608,0,0,0,3,1,0.94,0,0.86
5844,0,0,0,1001.4,0.4,10987,0.00039943,0,0,-0.13513,0,0,0,3,1,0.94,0,0.88
5845,0,0,0,1001.4,0.4,10791,0.00039944,0,0,-0.13281,0,0,0,3,1,0.94,0,0.9
5941,0,0,0,1001.5,0.4,11183,0.00039942,0.0014491,0,-0.13609,0,0,0,3,1,0.96,0,0.86
5942,0,0,0,1001.4,0.4,10987,0.00039943,0.0014238,0,-0.13514,0,0,0,3,1,0.96,0,0.88
5943,0,0,0,1001.4,0.4,10791,0.00039944,0.0013984,0,-0.13282,0,0,0,3,1,0.96,0,0.9
6039,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014491,0,-0.13609,0,0,0,3,1,0.98,0,0.86
6040,0,0,0,1001.4,0.4,10987,0.00039943,-0.0014238,0,-0.13514,0,0,0,3,1,0.98,0,0.88
6041,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013984,0,-0.13282,0,0,0,3,1,0.98,0,0.9
6137,0,0,0,1001.5,0.4,11183,0.00039942,-0.00070557,0,-0.13608,0,0,0,3,1,1,0,0.86
6138,0,0,0,1001.4,0.4,10987,0.00039943,-0.00069323,0,-0.13513,0,0,0,3,1,1,0,0.88
6139,0,0,0,1001.4,0.4,10791,0.00039944,-0.0006809,0,-0.13281,0,0,0,3,1,1,0,0.9
6235,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.02,0,0.86
6236,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.02,0,0.88
6237,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,1.02,0,0.9
6333,0,0,0,1001.5,0.4,11183,0.00039942,0.0014111,0,-0.13608,0,0,0,3,1,1.04,0,0.86
6334,0,0,0,1001.4,0.4,10987,0.00039943,0.0013865,0,-0.13513,0,0,0,3,1,1.04,0,0.88
6335,0,0,0,1001.4,0.4,10791,0.00039944,0.0013618,0,-0.13281,0,0,0,3,1,1.04,0,0.9
6431,0,0,0,1001.5,0.4,11183,0.00039942,0.0028983,0,-0.1361,0,0,0,3,1,1.06,0,0.86
6432,0,0,0,1001.4,0.4,10987,0.00039943,0.0028475,0,-0.13515,0,0,0,3,1,1.06,0,0.88
6433,0,0,0,1001.4,0.4,10791,0.00039944,0.0027969,0,-0.13283,0,0,0,3,1,1.06,0,0.9
6529,0,0,0,1001.5,0.4,11183,0.00039942,-0.0028983,0,-0.1361,0,0,0,3,1,1.08,0,0.86
6530,0,0,0,1001.4,0.4,10987,0.00039943,-0.0028475,0,-0.13515,0,0,0,3,1,1.08,0,0.88
6531,0,0,0,1001.4,0.4,10791,0.00039944,-0.0027969,0,-0.13283,0,0,0,3,1,1.08,0,0.9
6627,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014111,0,-0.13608,0,0,0,3,1,1.1,0,0.86
6628,0,0,0,1001.4,0.4,10987,0.00039943,-0.0013865,0,-0.13513,0,0,0,3,1,1.1,0,0.88
6629,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013618,0,-0.13281,0,0,0,3,1,1.1,0,0.9
6725,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.12,0,0.86
6726,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.12,0,0.88
6727,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,1.12,0,0.9
6823,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.14,0,0.86
6824,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.14,0,0.88
6825,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,1.14,0,0.9
6921,0,0,0,1001.5,0.4,11183,0.00039942,0.0014111,0,-0.13608,0,0,0,3,1,1.16,0,0.86
6922,0,0,0,1001.4,0.4,10987,0.00039943,0.0013865,0,-0.13513,0,0,0,3,1,1.16,0,0.88
6923,0,0,0,1001.4,0.4,10791,0.00039944,0.0013618,0,-0.13281,0,0,0,3,1,1.16,0,0.9
7019,0,0,0,1001.5,0.4,11183,0.00039942,0.0028983,0,-0.1361,0,0,0,3,1,1.18,0,0.86
7020,0,0,0,1001.4,0.4,10987,0.00039943,0.0028475,0,-0.13515,0,0,0,3,1,1.18,0,0.88
7021,0,0,0,1001.4,0.4,10791,0.00039944,0.0027969,0,-0.13283,0,0,0,3,1,1.18,0,0.9
7117,0,0,0,1001.5,0.4,11183,0.00039942,-0.0028983,0,-0.1361,0,0,0,3,1,1.2,0,0.86
7118,0,0,0,1001.4,0.4,10987,0.00039943,-0.0028475,0,-0.13515,0,0,0,3,1,1.2,0,0.88
7119,0,0,0,1001.4,0.4,10791,0.00039944,-0.0027969,0,-0.13283,0,0,0,3,1,1.2,0,0.9
7215,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014111,0,-0.13608,0,0,0,3,1,1.22,0,0.86
7216,0,0,0,1001.4,0.4,10987,0.00039943,-0.0013865,0,-0.13513,0,0,0,3,1,1.22,0,0.88
7217,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013618,0,-0.13281,0,0,0,3,1,1.22,0,0.9
7313,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.24,0,0.86
7314,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.24,0,0.88
7315,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,1.24,0,0.9
7411,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.26,0,0.86
7412,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.26,0,0.88
7413,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,1.26,0,0.9
7509,0,0,0,1001.5,0.4,11183,0.00039942,0.0014111,0,-0.13608,0,0,0,3,1,1.28,0,0.86
7510,0,0,0,1001.4,0.4,10987,0.00039943,0.0013865,0,-0.13513,0,0,0,3,1,1.28,0,0.88
7511,0,0,0,1001.4,0.4,10791,0.00039944,0.0013618,0,-0.13281,0,0,0,3,1,1.28,0,0.9
7607,0,0,0,1001.5,0.4,11183,0.00039942,0.0028983,0,-0.1361,0,0,0,3,1,1.3,0,0.86
7608,0,0,0,1001.4,0.4,10987,0.00039943,0.0028475,0,-0.13515,0,0,0,3,1,1.3,0,0.88
7609,0,0,0,1001.4,0.4,10791,0.00039944,0.0027969,0,-0.13283,0,0,0,3,1,1.3,0,0.9
7705,0,0,0,1001.5,0.4,11183,0.00039942,-0.0028983,0,-0.1361,0,0,0,3,1,1.32,0,0.86
7706,0,0,0,1001.4,0.4,10987,0.00039943,-0.0028475,0,-0.13515,0,0,0,3,1,1.32,0,0.88
7707,0,0,0,1001.4,0.4,10791,0.00039944,-0.0027969,0,-0.13283,0,0,0,3,1,1.32,0,0.9
7803,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014111,0,-0.13608,0,0,0,3,1,1.34,0,0.86
7804,0,0,0,1001.4,0.4,10987,0.00039943,-0.0013865,0,-0.13513,0,0,0,3,1,1.34,0,0.88
7805,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013618,0,-0.13281,0,0,0,3,1,1.34,0,0.9
7901,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.36,0,0.86
7902,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.36,0,0.88
7903,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,1.36,0,0.9
7999,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.38,0,0.86
8000,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.38,0,0.88
8001,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,1.38,0,0.9
8097,0,0,0,1001.5,0.4,11183,0.00039942,0.0014111,0,-0.13608,0,0,0,3,1,1.4,0,0.86
8098,0,0,0,1001.4,0.4,10987,0.00039943,0.0013865,0,-0.13513,0,0,0,3,1,1.4,0,0.88
8099,0,0,0,1001.4,0.4,10791,0.00039944,0.0013618,0,-0.13281,0,0,0,3,1,1.4,0,0.9
8195,0,0,0,1001.5,0.4,11183,0.00039942,0.0028983,0,-0.1361,0,0,0,3,1,1.42,0,0.86
8196,0,0,0,1001.4,0.4,10987,0.00039943,0.0028475,0,-0.13515,0,0,0,3,1,1.42,0,0.88
8197,0,0,0,1001.4,0.4,10791,0.00039944,0.0027969,0,-0.13283,0,0,0,3,1,1.42,0,0.9
8293,0,0,0,1001.5,0.4,11183,0.00039942,-0.0028983,0,-0.1361,0,0,0,3,1,1.44,0,0.86
8294,0,0,0,1001.4,0.4,10987,0.00039943,-0.0028475,0,-0.13515,0,0,0,3,1,1.44,0,0.88
8295,0,0,0,1001.4,0.4,10791,0.00039944,-0.0027969,0,-0.13283,0,0,0,3,1,1.44,0,0.9
8391,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014111,0,-0.13608,0,0,0,3,1,1.46,0,0.86
8392,0,0,0,1001.4,0.4,10987,0.00039943,-0.0013865,0,-0.13513,0,0,0,3,1,1.46,0,0.88
8393,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013618,0,-0.13281,0,0,0,3,1,1.46,0,0.9
8489,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.48,0,0.86
8490,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.48,0,0.88
8491,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,1.48,0,0.9
8587,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.5,0,0.86
8588,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.5,0,0.88
8589,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,1.5,0,0.9
8685,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.52,0,0.86
8686,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.52,0,0.88
8687,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,1.52,0,0.9
8783,0,0,0,1001.5,0.4,11183,0.00039942,0.0014111,0,-0.13608,0,0,0,3,1,1.54,0,0.86
8784,0,0,0,1001.4,0.4,10987,0.00039943,0.0013865,0,-0.13513,0,0,0,3,1,1.54,0,0.88
8785,0,0,0,1001.4,0.4,10791,0.00039944,0.0013618,0,-0.13281,0,0,0,3,1,1.54,0,0.9
8881,0,0,0,1001.5,0.4,11183,0.00039942,0.0028983,0,-0.1361,0,0,0,3,1,1.56,0,0.86
8882,0,0,0,1001.4,0.4,10987,0.00039943,0.0028475,0,-0.13515,0,0,0,3,1,1.56,0,0.88
8883,0,0,0,1001.4,0.4,10791,0.00039944,0.0027969,0,-0.13283,0,0,0,3,1,1.56,0,0.9
8979,0,0,0,1001.5,0.4,11183,0.00039942,-0.0028983,0,-0.1361,0,0,0,3,1,1.58,0,0.86
8980,0,0,0,1001.4,0.4,10987,0.00039943,-0.0028475,0,-0.13515,0,0,0,3,1,1.58,0,0.88
8981,0,0,0,1001.4,0.4,10791,0.00039944,-0.0027969,0,-0.13283,0,0,0,3,1,1.58,0,0.9
9077,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014111,0,-0.13608,0,0,0,3,1,1.6,0,0.86
9078,0,0,0,1001.4,0.4,10987,0.00039943,-0.0013865,0,-0.13513,0,0,0,3,1,1.6,0,0.88
9079,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013618,0,-0.13281,0,0,0,3,1,1.6,0,0.9
9175,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.62,0,0.86
9176,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.62,0,0.88
9177,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,1.62,0,0.9
9273,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.64,0,0.86
9274,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.64,0,0.88
9275,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,1.64,0,0.9
9371,0,0,0,1001.5,0.4,11183,0.00039942,0.0014111,0,-0.13608,0,0,0,3,1,1.66,0,0.86
9372,0,0,0,1001.4,0.4,10987,0.00039943,0.0013865,0,-0.13513,0,0,0,3,1,1.66,0,0.88
9373,0,0,0,1001.4,0.4,10791,0.00039944,0.0013618,0,-0.13281,0,0,0,3,1,1.66,0,0.9
9469,0,0,0,1001.5,0.4,11183,0.00039942,0.0028983,0,-0.1361,0,0,0,3,1,1.68,0,0.86
9470,0,0,0,1001.4,0.4,10987,0.00039943,0.0028475,0,-0.13515,0,0,0,3,1,1.68,0,0.88
9471,0,0,0,1001.4,0.4,10791,0.00039944,0.0027969,0,-0.13283,0,0,0,3,1,1.68,0,0.9
9567,0,0,0,1001.5,0.4,11183,0.00039942,-0.0028983,0,-0.1361,0,0,0,3,1,1.7,0,0.86
9568,0,0,0,1001.4,0.4,10987,0.00039943,-0.0028475,0,-0.13515,0,0,0,3,1,1.7,0,0.88
9569,0,0,0,1001.4,0.4,10791,0.00039944,-0.0027969,0,-0.13283,0,0,0,3,1,1.7,0,0.9
9665,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014111,0,-0.13608,0,0,0,3,1,1.72,0,0.86
9666,0,0,0,1001.4,0.4,10987,0.00039943,-0.0013865,0,-0.13513,0,0,0,3,1,1.72,0,0.88
9667,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013618,0,-0.13281,0,0,0,3,1,1.72,0,0.9
9763,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.74,0,0.86
9764,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.74,0,0.88
9765,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,1.74,0,0.9
9861,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.76,0,0.86
9862,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.76,0,0.88
9863,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,1.76,0,0.9
9959,0,0,0,1001.5,0.4,11183,0.00039942,0.0014111,0,-0.13608,0,0,0,3,1,1.78,0,0.86
9960,0,0,0,1001.4,0.4,10987,0.00039943,0.0013865,0,-0.13513,0,0,0,3,1,1.78,0,0.88
9961,0,0,0,1001.4,0.4,10791,0.00039944,0.0013618,0,-0.13281,0,0,0,3,1,1.78,0,0.9
10057,0,0,0,1001.5,0.4,11183,0.00039942,0.0028983,0,-0.1361,0,0,0,3,1,1.8,0,0.86
10058,0,0,0,1001.4,0.4,10987,0.00039943,0.0028475,0,-0.13515,0,0,0,3,1,1.8,0,0.88
10059,0,0,0,1001.4,0.4,10791,0.00039944,0.0027969,0,-0.13283,0,0,0,3,1,1.8,0,0.9
10155,0,0,0,1001.5,0.4,11183,0.00039942,-0.0028983,0,-0.1361,0,0,0,3,1,1.82,0,0.86
10156,0,0,0,1001.4,0.4,10987,0.00039943,-0.0028475,0,-0.13515,0,0,0,3,1,1.82,0,0.88
10157,0,0,0,1001.4,0.4,10791,0.00039944,-0.0027969,0,-0.13283,0,0,0,3,1,1.82,0,0.9
10253,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014111,0,-0.13608,0,0,0,3,1,1.84,0,0.86
10254,0,0,0,1001.4,0.4,10987,0.00039943,-0.0013865,0,-0.13513,0,0,0,3,1,1.84,0,0.88
10255,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013618,0,-0.13281,0,0,0,3,1,1.84,0,0.9
10351,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.86,0,0.86
10352,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.86,0,0.88
10353,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,1.86,0,0.9
10449,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.88,0,0.86
10450,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.88,0,0.88
10451,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,1.88,0,0.9
10547,0,0,0,1001.5,0.4,11183,0.00039942,0.0014111,0,-0.13608,0,0,0,3,1,1.9,0,0.86
10548,0,0,0,1001.4,0.4,10987,0.00039943,0.0013865,0,-0.13513,0,0,0,3,1,1.9,0,0.88
10549,0,0,0,1001.4,0.4,10791,0.00039944,0.0013618,0,-0.13281,0,0,0,3,1,1.9,0,0.9
10645,0,0,0,1001.5,0.4,11183,0.00039942,0.0028983,0,-0.1361,0,0,0,3,1,1.92,0,0.86
10646,0,0,0,1001.4,0.4,10987,0.00039943,0.0028475,0,-0.13515,0,0,0,3,1,1.92,0,0.88
10647,0,0,0,1001.4,0.4,10791,0.00039944,0.0027969,0,-0.13283,0,0,0,3,1,1.92,0,0.9
10743,0,0,0,1001.5,0.4,11183,0.00039942,-0.0028983,0,-0.1361,0,0,0,3,1,1.94,0,0.86
10744,0,0,0,1001.4,0.4,10987,0.00039943,-0.0028475,0,-0.13515,0,0,0,3,1,1.94,0,0.88
10745,0,0,0,1001.4,0.4,10791,0.00039944,-0.0027969,0,-0.13283,0,0,0,3,1,1.94,0,0.9
10841,0,0,0,1001.5,0.4,11183,0.00039942,-0.0014111,0,-0.13608,0,0,0,3,1,1.96,0,0.86
10842,0,0,0,1001.4,0.4,10987,0.00039943,-0.0013865,0,-0.13513,0,0,0,3,1,1.96,0,0.88
10843,0,0,0,1001.4,0.4,10791,0.00039944,-0.0013618,0,-0.13281,0,0,0,3,1,1.96,0,0.9
10939,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,1.98,0,0.86
10940,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,1.98,0,0.88
10941,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,1.98,0,0.9
11037,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,2,0,0.86
11038,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,2,0,0.88
11039,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,2,0,0.9
11135,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,2.02,0,0.86
11136,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,2.02,0,0.88
11137,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,2.02,0,0.9
11233,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,2.04,0,0.86
11234,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,2.04,0,0.88
11235,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,2.04,0,0.9
11331,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,2.06,0,0.86
11332,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,2.06,0,0.88
11333,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,2.06,0,0.9
11429,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,2.08,0,0.86
11430,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,2.08,0,0.88
11431,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,2.08,0,0.9
11527,0,0,0,1001.5,0.4,11183,0.00039942,0.0028223,0,-0.13608,0,0,0,3,1,2.1,0,0.86
11528,0,0,0,1001.4,0.4,10987,0.00039943,0.0027729,0,-0.13513,0,0,0,3,1,2.1,0,0.88
11529,0,0,0,1001.4,0.4,10791,0.00039944,0.0027236,0,-0.13282,0,0,0,3,1,2.1,0,0.9
11625,0,0,0,1001.5,0.4,11183,0.00039942,0.0057965,0,-0.13612,0,0,0,3,1,2.12,0,0.86
11626,0,0,0,1001.4,0.4,10987,0.00039943,0.0056951,0,-0.13518,0,0,0,3,1,2.12,0,0.88
11627,0,0,0,1001.4,0.4,10791,0.00039944,0.0055938,0,-0.13286,0,0,0,3,1,2.12,0,0.9
11723,0,0,0,1001.5,0.4,11183,0.00039942,-0.0057965,0,-0.13612,0,0,0,3,1,2.14,0,0.86
11724,0,0,0,1001.4,0.4,10987,0.00039943,-0.0056951,0,-0.13518,0,0,0,3,1,2.14,0,0.88
11725,0,0,0,1001.4,0.4,10791,0.00039944,-0.0055938,0,-0.13286,0,0,0,3,1,2.14,0,0.9
11821,0,0,0,1001.5,0.4,11183,0.00039942,-0.0028223,0,-0.13608,0,0,0,3,1,2.16,0,0.86
11822,0,0,0,1001.4,0.4,10987,0.00039943,-0.0027729,0,-0.13513,0,0,0,3,1,2.16,0,0.88
11823,0,0,0,1001.4,0.4,10791,0.00039944,-0.0027236,0,-0.13282,0,0,0,3,1,2.16,0,0.9
11919,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,2.18,0,0.86
11920,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,2.18,0,0.88
11921,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,2.18,0,0.9
12017,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,2.2,0,0.86
12018,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,2.2,0,0.88
12019,0,0,0,1001.4,0.4,10791,0.00039944,5.6843e-14,0,-0.13281,0,0,0,3,1,2.2,0,0.9
12115,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,2.22,0,0.86
12116,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,2.22,0,0.88
12117,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,2.22,0,0.9
12213,0,0,0,1001.5,0.4,11183,0.00039942,0,0,-0.13607,0,0,0,3,1,2.24,0,0.86
12214,0,0,0,1001.4,0.4,10987,0.00039943,1.1369e-13,0,-0.13513,0,0,0,3,1,2.24,0,0.88
12215,0,0,0,1001.4,0.4,10791,0.00039944,-5.6843e-14,0,-0.13281,0,0,0,3,1,2.24,0,0.9
